balloon_id,latitude,longitude,closest_aircraft_distance_km
balloon_483,37.872270160461554,-103.43113355562252,4.633590680841592
balloon_586,45.45830366469521,-2.9326273554639415,4.649857596150066
balloon_777,50.48391420937086,-4.175015171166105,9.324998822685426
