balloon_id,latitude,longitude,altitude,speed_kmh,direction_deg,speed_kmh_1h,speed_kmh_2h,speed_kmh_4h,speed_kmh_5h,speed_kmh_6h,speed_kmh_7h,speed_kmh_12h,speed_kmh_13h,speed_kmh_15h,direction_deg_1h,direction_deg_2h,direction_deg_4h,direction_deg_5h,direction_deg_6h,direction_deg_7h,direction_deg_12h,direction_deg_13h,direction_deg_15h,wind_speed,wind_direction,predicted_speed_kmh,predicted_direction_deg
balloon_263,44.97721002085881,51.4912206096621,21.34991861814296,11.81626339119116,243.11983130249723,11.81626339119116,72.17471092867783,72.98654743839522,73.79650358389743,74.11635908535659,74.67879527077184,75.62232412544226,76.246093307497,76.41441227581993,243.11983130249723,243.6201799396415,244.96663732532508,245.80318371623753,246.2931918406451,246.7279163618514,249.30813342002477,249.10172252723555,249.5604704299082,30.816000000000003,9,11.831514035439982,243.0928651811406
balloon_264,80.89472530995748,40.12361138483994,19.943677982023885,36.81225115360237,194.1567379735178,36.81225115360237,229.2370190878868,250.62160312828416,271.22581116368946,284.09022161857246,296.7041747304154,330.2348650596714,359.8805057563701,371.8657914726384,194.1567379735178,193.9823268456576,191.88847137853224,188.47610623111444,187.03118997192917,185.62247038390908,182.03761798607457,177.38133087261554,174.95787843273342,24.804,36,36.88910267255184,194.19603677182596
balloon_265,-47.6279570686665,149.39869677216086,2.0903283562411374,13.516780420764132,198.5965640204158,13.516780420764132,79.02044274498371,73.6770130276692,68.57490582957892,65.07281871722905,61.51738918568204,51.12666380940025,42.292771558448685,38.815194754936755,198.5965640204158,198.8850435814117,200.6715403712551,203.30934989938137,205.0221242424261,207.39269643401047,215.8600540167242,230.3455790869748,239.9237827165676,34.128,312,13.496246830493279,198.63387818846996
balloon_267,20.61814927178992,-124.58923224039218,8.248994159374472,49.65578763964522,186.74394070227515,49.65578763964522,308.5929137619064,334.82533489636745,360.4739770822452,377.2138302751653,393.37976324662344,438.7266261954453,481.3041997887816,500.0,186.74394070227515,187.84952227786772,190.55796143154495,193.02710176584915,194.7876160533758,196.5229695027176,202.15714521768808,208.5498031938944,211.9740393318725,24.264000000000003,31,49.764540817732296,187.27888563794255
balloon_268,-29.510315504137473,-101.92848709203952,3.4044667368551504,4.017719539004627,16.79722988414676,4.017719539004627,23.767042298424865,23.55581069507556,23.5457155514962,23.48322662182476,23.34396396240426,23.324405191302212,23.212455596074932,23.335428299118387,16.79722988414676,16.97006152287628,18.191836439608608,19.15298309842171,19.85091875400491,20.48912227921431,23.45900613864262,26.651963245337527,27.456069389456445,28.152,84,4.004976786066507,16.882412303122365
balloon_269,59.43906912190632,94.14208539890696,7.717514625057635,14.45463319053349,94.18862367648352,14.45463319053349,87.03926122269412,87.80392298361318,88.36183578509615,88.51887991448609,88.58983588243704,87.88610347216624,86.28363626610106,85.10765941458016,94.18862367648352,93.06086093842782,91.58983668664844,91.45442258388738,91.08351747252254,90.58512749609788,87.16480385132076,89.46904396057681,88.98583027215312,1.26,90,14.458548104255303,94.0212544597289
balloon_270,49.93733302334561,-79.95088064945773,19.309843702029752,16.8909833256206,206.10331924651857,16.8909833256206,105.23553596507485,113.27846603494818,121.57920820450032,126.76324079310793,132.17222218453688,146.61866430499956,162.35873530026362,168.85651238286977,206.10331924651857,203.88491111730383,197.13340896454233,190.06733226412064,185.6338295457944,180.98999214920124,166.89535751437893,154.15485609515883,147.21842400692583,21.492,352,16.911184286056994,205.70808301033213
balloon_271,19.14881072123953,75.04185999463485,8.324035219906298,13.621906707740209,96.79005421194046,13.621906707740209,81.18580810482688,80.9311670640376,80.35679960682016,80.42735444795012,80.37188242082068,80.16334786206903,80.20938319623414,80.38396974186755,96.79005421194046,95.98547416947748,94.05939969411456,92.33503861742888,91.36008540676778,90.41078419770986,87.12157817725335,85.48703538820678,84.42423350465845,13.392,1,13.559134124695559,96.59317618672651
balloon_272,6.133597595955214,-32.661904989771195,20.37723168525064,18.50548828129551,67.5651446314647,18.50548828129551,111.5531156840824,111.11939876359664,110.58774088479169,109.69930183798598,109.02120275890285,105.7088900369134,101.43246430743406,98.93073077092878,67.5651446314647,66.95602788299482,65.86518952762464,64.92890285621922,64.5330754655073,63.99833084411341,62.89959223076647,62.83432633416879,63.083488062080846,30.06,60,18.54087124599514,67.75668140073832
balloon_273,16.416747757631313,-108.43083384495986,6.643358989512581,5.710454885399957,213.09042719351163,5.710454885399957,33.838749806071824,34.52156951775144,35.20276291485718,35.52103542071261,35.87806443260978,36.89220068790577,37.66582453406796,38.1142924838412,213.09042719351163,214.0350905956884,215.44740824093023,216.7502673005335,217.32556541837656,218.0320726042772,219.6682143723673,221.1847456222964,221.44531593993557,9.468,17,5.700499202426727,213.01762852755212
balloon_274,-80.69324878323745,178.911279731316,13.43303917485036,8.085665824484659,41.77967086476991,8.085665824484659,45.50651619419504,38.8708141223441,34.75961453877988,34.20974751777197,35.491832020163464,48.91858381795184,70.30800859072544,82.2743640408779,41.77967086476991,44.92972517007752,55.52512628511357,69.49531349705904,80.91056502487919,93.10529657628922,122.54413299430188,127.95440324448492,130.72079802751568,13.572,336,7.972011854433646,41.74078569533351
balloon_275,3.3845202853755354,164.11742643322594,20.867629125107648,29.37684453652884,60.99937235116977,29.37684453652884,174.3664271190262,171.56549888835437,168.10074953635555,165.56191266845315,162.65532182298725,153.01515848576875,142.1136149708408,136.46360836894058,60.99937235116977,61.15366560725175,61.3273595225761,61.49739996075709,61.588036671525515,61.48564614115179,60.51582095411675,59.6524048737831,58.60630168846859,11.844,110,29.37287185005216,60.788000595991
balloon_276,19.81974482083007,3.5316008888414125,21.83893902799978,12.201914864803038,140.90097002486334,12.201914864803038,74.3755590805917,75.41766962025845,76.61699520291633,77.31112349719024,77.97976360197335,79.58959410658323,80.81292197234384,81.24242683872264,140.90097002486334,139.9306093484331,138.95458780530612,138.3230220607977,137.6714528132297,137.14833062535354,135.88522996836844,135.41692801942725,135.15592686331345,11.808,206,12.189349733717656,140.7301174837691
balloon_277,39.078755698072065,-34.74315651437246,18.848551699536113,12.777795513270938,178.2441917559197,12.777795513270938,75.60390276770882,75.77393846229684,76.13510886359923,76.59562079139543,76.80999182935929,78.76404621471592,81.6928074107582,83.30683161863826,178.2441917559197,179.97088672759207,182.781724936485,185.7715019181257,187.81585247897908,189.98868717407677,196.2884335687844,201.8615229670011,204.9027425585584,58.752,292,12.762345042059573,178.19449690023237
balloon_278,-72.93980730259605,-128.19310123313275,2.161316473406691,56.575367916217225,196.45223048229664,56.575367916217225,335.3075650942783,322.9191627330366,309.5957083667117,300.4285805935729,290.53753275964755,258.92013555137765,224.9348590077504,206.85010369811232,196.45223048229664,197.22649531672008,201.6324606367081,216.6444520978149,231.69310905267375,255.5708118023316,285.4469364220035,339.97913330315316,343.2541671023798,49.896,240,56.578104760284475,196.56559672596654
balloon_279,-18.592404909384435,32.76060186583158,16.69470999305264,70.37997320108708,30.33811659599661,70.37997320108708,427.4508738737301,441.8174938613524,455.37226476805034,463.3964558974662,471.1600757115379,488.43612554065567,500.0,500.0,30.33811659599661,28.38954635223064,23.29534789788613,18.186472577108475,15.11949492886339,12.133561108340302,3.449574702618861,355.53069135359414,351.3827699599625,3.636,58,71.03590040176925,30.17040423213607
balloon_280,-7.982718313508888,-71.75035758160972,2.002222884897906,10.050807632876468,341.60715069431023,10.050807632876468,62.027313307193424,67.5893165315713,73.56517079194948,78.24254163237866,82.80786824012198,96.631739900808,110.03819474348096,116.62731182126048,341.60715069431023,345.21584210002993,352.52614567774094,358.45567916910755,1.7231895399236803,4.260306868992018,9.505276735931034,12.322501931759009,12.888296299424669,1.728,352,10.032654692604542,342.43551830741654
balloon_281,-24.148611339151433,-42.16906068211663,10.981244611445245,8.075828828960795,83.21295991210923,8.075828828960795,50.152997663337864,51.40248730790852,52.98218198148304,53.57250663103685,54.17735668782037,54.97636742835659,54.63507778310578,53.87406985290725,83.21295991210923,87.88753676730175,96.01835487064494,103.23116023061988,107.57367011350226,111.53180520447484,121.08259985813828,127.17860533392628,128.8385836990901,42.588,34,8.082674876564994,83.39895867142772
balloon_282,-28.525780223086347,12.158030331870355,21.75099074052516,55.710455723228456,85.0192982817361,55.710455723228456,336.51213871591716,343.05750304865205,348.488324432548,351.6652316100061,354.34310400472475,358.72723289308715,360.2617812854179,358.85641217494697,85.0192982817361,85.75223558673201,86.41159438802242,85.37081573375917,85.18640011116827,84.98959432055949,87.48156565368907,83.51434063448829,83.79098041250381,43.848,146,56.357683108789445,85.05913463643941
balloon_283,29.204705751928433,-86.35798152242569,7.126333329968825,4.220481648916711,181.02072193430573,4.220481648916711,26.018523857449008,29.715474051817175,33.233734700725456,35.375171632289614,37.739997838035755,43.52990686985317,48.8091619559619,51.20604038112448,181.02072193430573,180.45789350378223,179.11290331283135,178.60129325396417,179.14864578496758,179.6213516166422,183.29451548944937,188.10283870563092,191.30196933264597,38.016000000000005,356,4.231010184296037,181.39129390364954
balloon_284,34.778813436810886,26.257795663675573,21.757495816395597,17.38786817611563,341.8408643615032,17.38786817611563,102.18417894557167,99.56551268048273,97.19667953534176,95.72750159374752,94.05118933914602,90.56882144192592,87.98907497084127,87.17210214150522,341.8408643615032,343.05840859454497,346.23012915498896,349.5903547635428,351.7387797726071,354.0735402605456,1.009093897616708,7.931110610775477,11.166795157548734,17.208000000000002,136,17.39539763398856,342.1407893890194
balloon_285,45.10389503873739,165.09638711462384,21.54729675198192,43.41954086059663,86.74613281624016,43.41954086059663,261.2845579661749,262.2441332694583,262.56394573385273,262.26585076405956,261.58912359305606,256.8958476411939,250.71016540985977,246.1214190117647,86.74613281624016,85.80922200351603,84.81609705801645,86.15710382686592,86.2302363201149,86.40811868969519,81.87543876099141,86.9714101971154,85.92642998040475,49.5,288,43.38252841651147,86.94655702083672
balloon_286,12.611031505479833,93.7820069314257,2.0502890456295333,15.26591094696291,187.6605010006124,15.26591094696291,90.39724644926392,90.49806934067747,90.67446022862416,90.67968557578251,90.81094539506653,91.12489086580035,91.3709087928371,91.6253408576612,187.6605010006124,187.30413492160253,186.5853338315411,185.74274104662615,185.21897003808604,184.7404426745854,183.2758156787252,181.84042182389652,181.12324917361556,12.708,24,15.275476791646003,188.3805588261643
balloon_287,-6.5656405365073205,-19.00356574935046,4.992913705909137,24.744574667459776,109.51431088833824,24.744574667459776,144.51957201110326,133.1833028067558,123.1194443837472,117.28863196793108,111.74218132879538,99.18348518437509,92.19532232933132,90.42019741777064,109.51431088833824,107.10222337802684,99.95752053746492,92.27533503424382,87.17464748471889,81.8793942738676,67.0173337803019,51.93380688122363,45.66191872299521,26.064,118,24.697006396343713,109.57580964995519
balloon_288,8.02037908624013,154.70462109135474,13.514476426491576,63.57581884705355,317.65138971809705,63.57581884705355,382.1050224023412,381.0720654871584,379.076617625336,377.1870984196102,374.52087834413425,363.6465685429754,349.29592663368277,340.4082457461316,317.65138971809705,317.6372570820389,317.64932536040476,317.01883343142947,316.7282322673459,316.23634715679907,316.84541002542966,312.0410614204499,311.373411436625,19.728,83,63.52108144859419,317.5979040805944
balloon_289,-45.112967714532495,-5.182750666310394,21.73203339206723,32.703059886858185,297.6705882457417,32.703059886858185,202.6143207504803,218.9088118852688,234.6652139939718,244.89957802956235,254.6089500987449,281.27231474675614,305.67147049719296,316.00442450168396,297.6705882457417,297.62441722509135,298.32427411702054,300.572492889093,301.4173868842339,302.2177875751212,300.96050203854503,305.2635640406822,304.86864824488373,51.696,213,32.73739571860472,297.7987859678603
balloon_290,12.24539352313817,71.46939506591606,18.667343768109113,11.383628708253624,138.8676039358245,11.383628708253624,66.7949688955051,62.16378711545124,57.92091930067893,55.38264213727758,52.82003367716772,47.097037750245946,44.19514415764233,44.13677919920103,138.8676039358245,137.49943021828108,133.49722480495177,128.92975036034613,125.56309721190053,121.5110684247894,108.43691779819562,93.15495273305304,85.22286539571292,12.78,103,11.384230299660352,138.80532631669996
balloon_291,17.282354350675327,94.30299050903356,16.92088363439904,15.5675036491883,263.43621080658426,15.5675036491883,92.39381959050236,88.82673780388092,85.53313546647571,83.50932257251999,81.76793636023226,76.4741230729182,74.06715572652934,73.23751330045106,263.43621080658426,260.1455481284073,252.61953028231264,244.60924829209875,239.25197161998557,233.81620787162208,217.85155715451307,201.23916682174087,193.5100966395187,15.012,18,15.541223300728209,261.4462569701263
balloon_292,-16.311852708289702,52.427129405917526,2.811123998161534,35.35112243447745,43.401749964563976,35.35112243447745,217.17460680985445,230.4617435273503,243.12651911361647,251.3168965399496,258.91995445757567,280.0409157167584,298.57973454963803,306.33036118075773,43.401749964563976,43.79869661096143,44.486231321361856,44.80607864610897,45.11885430015576,45.47914689575265,46.91943515074229,47.97134982608099,48.72884716287496,5.076,320,35.395498606578656,43.25202157500502
balloon_293,-42.04259086209744,35.21508452355432,14.638775750725598,8.766804837893448,65.67282845977275,8.766804837893448,50.670576022199825,46.79355676547488,43.68155843556076,42.285719933286394,41.240441647309865,39.9824689533796,40.7256922153727,41.16784760353323,65.67282845977275,69.11144632233368,77.50928538163947,85.69102839587288,91.5820538752177,96.6347955527965,110.5592461120437,119.27085192821256,121.36822310338492,34.164,241,8.73761456022345,65.83467502999093
balloon_294,-15.599030898712906,118.9331910893287,6.138463955604797,6.564873302906845,87.36447293562588,6.564873302906845,39.57867662440806,39.61563783465225,39.588096484100866,39.63463596924976,39.518796956087265,38.57284208372671,37.18585463861162,36.41024295528908,87.36447293562588,88.60106698992331,92.97244208330892,96.9153184397797,99.89241040624772,102.3494126522794,109.6980649332922,116.1816247661983,119.02532708594708,13.788,286,6.557931979913349,87.45778310416264
balloon_295,-43.61953818422485,138.1937961386786,6.110752131938515,27.550360573188357,221.70557580358255,27.550360573188357,170.39549382781092,182.6868075470643,195.257851344212,203.48365812525776,211.75806591430728,234.45654383128573,259.03446656084714,269.6764754447112,221.70557580358255,224.45586224900237,232.3154519594791,241.80180116510897,248.06808378925464,254.42143269637876,270.42278180096207,295.4473286024349,304.44146407512784,49.248,319,27.57988109765514,221.44069647522585
balloon_296,61.5538251354169,42.35714257079691,19.76987572651677,5.186410297367228,17.846887392261465,5.186410297367228,30.21883778532352,29.390152385717144,28.65458045844269,28.587600029989225,28.690055756289407,30.293551642547698,33.60311421067279,35.91284106619284,17.846887392261465,21.26507498388645,27.697089071625385,35.36219498343581,40.668485830303155,46.07265756371879,61.14764973899389,76.47986732464892,82.70010697706982,6.192,317,5.179448025647638,17.907693748203094
balloon_297,10.849231410947295,-145.73213311919295,18.09496708257314,34.84774621916711,57.752351270610234,34.84774621916711,205.53266362745111,196.42531975344815,187.37428926281143,181.39278306733323,174.99515779906503,156.38336629899834,139.72603249696058,131.67230761514796,57.752351270610234,59.64899516870901,64.65380161357643,70.24412690654833,73.89679235557207,77.67248383667413,88.25049609513371,101.27216682258744,107.3216137148214,27.288,57,34.74749640377962,58.92011381989564
balloon_298,-11.307255321421469,138.06977248528443,13.372668054345464,50.34456844555969,292.7907165765677,50.34456844555969,304.5515882344535,312.6227337223742,319.46843920148274,323.69530718779515,327.29277858603456,334.39103407128306,338.24002667613235,338.1866299944439,292.7907165765677,292.9998226807785,293.84504314120727,295.1929145953585,295.97469168361965,296.7665992793903,299.2619454240006,302.1166459038269,303.56562686467487,20.988,314,50.3844304220042,293.1541951152257
balloon_299,-5.3823768702694865,-149.7061755039853,21.619465901061165,16.433137497024383,217.58963700978956,16.433137497024383,98.41032547764866,98.845436206331,100.16227722817295,101.46196555017316,103.055254867149,109.037998193094,115.94603332444755,119.46167716685454,217.58963700978956,220.1702487783852,225.998793091828,231.30982643407057,234.865735898136,237.79929988657167,245.2014940014477,251.22988774234335,253.07202291761897,23.688,54,16.427121420108396,217.22419298208857
balloon_300,-7.471491790234067,-144.06983530769372,21.828066201295503,25.88285578545676,94.87489323974177,25.88285578545676,153.62198211978756,148.75076745797418,143.6855400163783,139.9112962012412,136.0208847321989,123.18250960979664,109.19427553714824,101.56470925889442,94.87489323974177,95.39503806762843,95.753176863419,95.8837354321978,95.93801290530229,95.95302336159176,95.75710155769605,94.32645996200404,93.41953380158856,17.856,57,25.85841108431612,95.00613572948917
balloon_301,-25.695169068830207,-33.92123083069096,7.314444470750412,22.84201705115849,297.3581715155389,22.84201705115849,137.53253332568752,141.21580639234708,144.3895808642574,146.4387103871722,147.8123329840499,152.05680189622834,154.7447678279638,155.52897828266725,297.3581715155389,296.85753987880133,296.0523381460788,295.81782803297097,295.4560673749283,295.1863031715635,293.58830032354086,294.0829770510414,293.77788015868975,20.304,23,22.820680718740473,297.3376359038345
balloon_302,-78.68678660900876,170.20461351818753,21.607745183503788,6.892353622536376,314.70304246008953,6.892353622536376,41.90114770271772,41.66348072492752,41.92874345187261,41.739577202837296,41.65723288404088,41.73862488655526,41.80753345290241,41.76857870635071,314.70304246008953,315.61972345957753,316.6937952580602,319.2834093482825,320.2472382650526,321.113009649347,321.7969082282843,325.8766765806216,326.1897838426289,11.376,291,6.882376497839002,314.5586842516492
balloon_303,19.93607104913864,95.3127261515045,21.66571480714578,13.151775610181607,36.353881357599334,13.151775610181607,78.0940910092982,78.10156469486016,77.84514623967914,77.85120030171257,77.7589326913384,77.30621393324071,76.94055524920293,76.7113898253906,36.353881357599334,36.219264751759624,36.40543450581316,36.79509175851331,37.221961096333246,37.44457164500585,38.55846364170611,40.612286531960365,41.696191295991184,11.916,341,13.133488944786029,36.47983899254438
balloon_304,7.520765507760339,-20.14574170104703,10.776503854249142,23.928400561042984,311.2073571977413,23.928400561042984,143.84965996483797,144.4342111331226,144.8111747637536,144.8509159769595,144.71987728189455,142.79806512616364,140.03901846960633,138.07928497742668,311.2073571977413,311.78453600800566,312.4718307012581,313.07618309555755,313.53867118858875,314.1458544516496,316.46211482633163,318.09382910454485,319.50569963485015,16.956,349,24.282868951136106,311.30348816595875
balloon_305,-42.543726487459274,122.2518546764284,6.201691911445698,9.798936459450386,312.7017119180411,9.798936459450386,61.7034326012241,70.69920874466804,79.18014071088638,84.9580427013989,90.26105003158582,104.69708637004804,117.87431991347114,123.36135701870089,312.7017119180411,313.61229886762555,315.3170433917514,316.25491855842375,316.4908944650095,316.05958368581054,312.4310539135896,309.705993428041,306.64411323807235,18.0,179,9.850950003141534,312.5770712861264
balloon_306,10.151318063021868,170.90098429768562,14.627069239921656,34.1806131847877,253.653931085693,34.1806131847877,200.9760690315363,190.46752015719616,179.19259936975646,171.41616794459034,163.62232306095697,139.09578132740876,114.7670855217714,102.83067458785712,253.653931085693,253.80567251395848,254.10219663698797,254.50332964199373,255.0074950598361,255.78163796140765,259.67331118170705,265.424945059657,270.05486650523596,15.840000000000002,106,34.20638758780597,253.71479071727896
balloon_307,18.360639431323182,-114.87145619351,18.749951238441454,10.90512145641626,11.108791958966492,10.90512145641626,65.69188911020356,65.78777940285799,65.67380678827728,66.03142182920274,65.86897107855343,66.03721314203783,66.09084927237713,66.17896387417922,11.108791958966492,12.030862040700868,12.723231491173747,13.502007516197809,13.91162837734447,14.492680341919652,15.690502243029757,17.226086781645506,17.607185050816327,12.852,18,10.91693115457033,11.070204853136856
balloon_308,37.509796290969675,124.6913868928262,7.310418309336729,36.00297062708592,339.530147395169,36.00297062708592,225.7746654780377,249.41729989362912,272.77151794830473,288.8641372123292,303.98721080250107,348.1885250157053,390.1430287526764,409.23658897313146,339.530147395169,340.93571924217895,343.8193946011136,345.6039450542131,346.7474707730517,347.7041645540766,351.1335300906694,349.0863878506194,348.5449107698761,38.016000000000005,334,36.087593887425456,339.77232048420507
balloon_309,-10.595132319412167,-143.51223332155672,20.439216169686585,12.628541945048076,114.87155150879936,12.628541945048076,75.05280845365968,69.53212577762764,64.18750121642536,60.5245658195866,56.96080461595047,46.859274768375016,38.27866292513684,34.99617075621699,114.87155150879936,115.75049802217706,118.13203463781178,120.88781765323768,123.03935344675592,125.279679098339,134.6655580364818,148.09711758099183,156.7250594433798,20.664,22,12.614791997147838,114.84597254542068
balloon_310,-50.17991655262239,-101.07469465038608,16.842034839079098,11.602176242079672,257.887715555764,11.602176242079672,70.3934854925691,70.9738511838758,71.38253336944969,71.71380272092398,71.66445503450609,71.38559997176709,70.38105928647074,69.47810189205234,257.887715555764,259.00346925135676,262.00814810807555,265.95076147992836,268.14253301143896,270.43320706971235,275.24121245988346,282.88149312210294,285.3973424645881,54.324,330,11.647781391589351,258.6287822072161
balloon_311,18.10913305770853,10.738620524196527,20.849453518301544,40.10173470442044,291.2152216145623,40.10173470442044,248.39654441563843,266.4914369651301,283.88687017660254,295.53530979919276,306.10639693967306,336.1734831809695,362.89742640677287,374.2805975102708,291.2152216145623,291.8166389390602,292.9654738515825,292.84211906161846,292.79181182268115,292.4984614988863,292.79610331833976,286.30645739192136,284.4538288012123,8.568,60,40.18828399507601,291.2490884002831
balloon_312,83.23816347051323,50.00501326882061,2.2788485718192266,11.556608790009282,244.4729670938575,11.556608790009282,69.47935538187377,69.77448454064162,69.95135366875115,70.0173062525812,70.09045050207969,69.53039471463862,68.98675057046832,68.82706729467239,244.4729670938575,245.77369829841857,245.4062037471836,240.29061350390705,238.02566201418944,235.38029587367572,232.1338900077517,215.77895308605923,210.28311364557445,12.384,58,11.602347203267302,244.92865485253523
balloon_313,17.053651577467075,107.70754171493708,6.418263270650682,8.798647950189634,311.91253439794866,8.798647950189634,51.91370585400264,50.52238903670965,49.07134611563533,47.96426201239692,46.658115413558434,43.305298654196505,40.073593428791625,38.09414434250227,311.91253439794866,313.0293340170821,316.8382571131006,320.7660133052063,323.26139784983275,325.871958670142,334.00472544849464,342.3653059056024,346.8779206097067,21.348,100,8.772470022058492,311.9734059234353
balloon_314,14.084121158482557,164.06904383050764,21.933955636287685,13.618353582409934,117.54974640546452,13.618353582409934,81.67796312217173,82.66315506434734,84.11702995779487,84.58535775635104,85.39002709883557,87.40490814103237,88.93436414971953,89.84848530096517,117.54974640546452,118.51644551099548,119.96183822952446,121.61231396494912,122.39541928919982,123.34514264574904,125.16730303764962,127.07597969970328,127.61853336706064,12.6,135,13.563432364489847,117.4632464940759
balloon_315,-62.31416115916824,-40.95010222490313,21.83119384113203,31.831455450962117,273.88166193954635,31.831455450962117,180.51447116484613,154.94224645847152,130.29244639198853,114.9143895964155,101.0699169556988,77.26057749074916,94.5495321805234,114.34638806228728,273.88166193954635,272.92950912522303,271.49615029572533,270.4445955517937,266.6799718554888,261.0901089830645,226.30518163859972,192.26611886858657,180.53455262509132,41.25600000000001,157,31.755728826904146,273.1231653852496
balloon_316,45.89707109113907,59.279711002348286,14.419296395007375,71.48830294482387,262.6226713563818,71.48830294482387,427.2395544090341,420.1324262573564,411.5807982641274,405.4619518675811,398.41353051813064,374.18705400133183,346.7564114909302,330.9589492313675,262.6226713563818,261.9707944193363,258.5544292420599,251.91270136092703,249.1690880521132,246.6402467674142,245.71317053375668,237.63043478519552,237.4308333947068,12.132,182,71.15644645955234,262.3069967389658
balloon_317,-3.3791348983159923,-67.00595395554683,14.66698537174345,44.47825236684302,343.6209292310019,44.47825236684302,271.295529119111,282.58828979659313,292.67732620022997,299.16440449167357,305.036080570829,318.7748294655186,330.58405436833476,334.4263271799601,343.6209292310019,344.79288340987097,347.82623100976105,350.93375914905266,353.09588657029775,355.3439471330291,2.7425721393008757,10.745567498845844,15.15205561837672,2.4120000000000004,102,44.585824104597826,343.5288834854489
balloon_318,-79.1493105355323,127.51367096683052,20.01754781614794,3.415450878179353,50.4686246817771,3.415450878179353,18.8716723879388,14.8568620661818,11.782772813142856,10.772024298061982,10.902888431660475,17.51904752273123,27.6836042724776,33.163503994668815,50.4686246817771,46.8327676646889,35.46691441313487,16.07439147237585,357.94027061317166,338.1444426897734,298.3934729919729,285.1365822276475,280.63466522887586,22.392,270,3.2102352907875917,50.235211287828214
balloon_319,-49.29872128914112,79.18008508031832,2.6421711937436374,13.815771852398036,113.9456426851441,13.815771852398036,84.22548770903322,87.57233826284028,91.46299937345344,94.50795953843549,96.92085710740142,103.48773293857718,110.23411704272792,112.09332372310983,113.9456426851441,118.74883010485804,130.87101951690568,141.24618593579908,147.96594384231742,154.1475335493626,171.72516710486718,185.6118419326199,191.8995637139656,41.76,301,13.873402719110734,114.98639871719598
balloon_320,7.850659438903391,-28.825335419069773,5.681442242666648,84.86204624795674,57.557150811066265,84.86204624795674,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,57.557150811066265,58.19187460879539,60.358991918353695,63.83427347742048,66.15187039347671,68.7252928264241,73.58852876969343,88.34840389427745,92.52626022728464,25.596,47,85.14043319747765,58.27145001204517
balloon_321,-5.08426220728932,149.6488425931696,2.572194672609887,4.387725042694295,160.80038413363775,4.387725042694295,18.911174400712717,28.130974482100065,55.13088200384023,74.50035597992388,93.9790222589268,151.95770928661315,208.7736312420399,236.35330845187184,160.80038413363775,183.8701403323396,260.75822010970506,280.4831002009601,285.17056742647196,287.9742113269809,291.7555858133835,293.48914850240453,293.80437733228985,10.908,23,4.372764017629255,161.6151487282017
balloon_322,-34.41068242826185,13.093046841722074,21.99769244242129,20.47430583300254,295.11747493190325,20.47430583300254,122.73794348051796,120.99911788333988,118.69007662478438,117.06998199288412,115.05521663353046,107.95291798407894,99.68030375985342,94.63776537544076,295.11747493190325,294.08343659626996,292.6766348023194,291.995812839682,291.386295483037,290.9962153535411,289.16373878967516,290.5317631513159,290.96873298246936,16.956,152,20.465428165318094,295.1541595006244
balloon_323,4.791088621564418,-146.73248108911554,14.95149686636722,30.33547569093726,174.2058832033399,30.33547569093726,185.55808346008632,192.98581632776924,200.62239382414828,205.08770617801775,209.6352638762405,221.04865450327492,231.62579347524215,235.63615818403028,174.2058832033399,175.74633171516427,180.06873712068165,184.2590523565069,187.04338669634117,189.71902106030936,197.83731908766129,205.99018182759033,209.97360252540463,22.536,83,30.47425461262381,174.97281385445768
balloon_324,-6.745332881368033,178.98667979034894,15.320099745113197,11.058351496693325,51.77191313031648,11.058351496693325,77.18377600163866,107.33682202808646,137.72062516936123,157.67603321674684,177.95060759282254,236.5093471724252,293.5754047235866,320.48169997811414,51.77191313031648,54.01526818967244,59.18956370611335,62.03562870348969,63.43865619103343,64.6249905163034,67.47071622464546,69.50209251107003,70.6315769872956,22.536,336,11.078173919681936,52.02456210694517
balloon_325,-3.803358964862909,99.27821453241872,21.83947479799831,56.01561653012421,100.19507422428808,56.01561653012421,330.8143340806632,314.7759764345502,297.98209971150504,286.2854474901955,274.4838275390005,236.64360527020713,197.43078952353144,177.3419021452497,100.19507422428808,99.58128277068556,97.8823242465051,95.89244352121808,94.5375691486784,93.2026770737234,89.42161847865532,84.08316777957594,81.35541461669163,5.904,279,56.13842357614939,100.11170968370159
balloon_326,22.37121782184564,-3.416871545518496,2.6817859282510863,21.38569560204417,172.47646758995336,21.38569560204417,127.48851524448432,125.17982189063387,122.43807362940754,120.79749699705224,118.39689965023214,110.88378247929708,103.73320665754062,99.38154365603133,172.47646758995336,174.51253538243532,179.20829326460716,184.1376347135164,187.50053611982344,190.89125983372332,201.55646012982172,212.81719597821447,218.76084028904265,17.244,321,21.368857401513548,172.49167092010896
balloon_327,59.062743989524606,-53.36008433404294,19.0790806018637,5.991866938631484,315.38744646346413,5.991866938631484,36.50464893562013,37.846233735113984,39.272266122904234,40.22708344186171,41.219153224091926,44.08442771317057,46.77844189763733,48.12714284053263,315.38744646346413,312.96343336486984,308.9632871061506,305.22879508273286,303.0722601972933,300.8704563594984,296.91303837803105,291.3976179593261,290.21667215350533,12.168,9,6.00745789843068,315.2824739534595
