icao,latitude,longitude,velocity,heading,vertical_rate,on_ground
4baad5,40.061,29.8697,210.92,0.0,-0.33,False
a603b0,46.9667,-82.7649,232.3,208.72,0.0,False
7c0017,-35.3087,139.3073,56.96,286.8,-0.33,False
adc9b6,40.9843,-104.0817,184.56,242.08,0.0,False
0d0ba3,28.2713,-96.4169,238.35,22.19,0.0,False
ad79e8,38.8116,-107.1495,270.41,127.5,0.0,False
7105ad,13.1529,82.5644,256.75,116.67,0.0,False
4bb1c5,27.8782,77.671,292.5,108.56,0.0,False
151d7f,62.4783,59.5428,222.24,270.0,0.0,False
7105af,35.8982,1.0054,250.48,246.65,0.33,False
4baad9,40.2457,32.0129,237.15,105.6,0.0,False
aaffed,36.1285,-86.6822,63.28,17.99,-0.98,False
151d97,55.5831,86.2621,221.75,302.88,0.0,False
151d99,57.1796,84.553,216.78,295.29,0.0,False
781c9d,34.7503,135.7614,179.96,252.7,0.33,False
c04738,51.0949,-108.4788,214.06,278.99,0.0,False
4bb1c6,27.2572,50.6921,269.96,145.8,-0.33,False
abd94d,39.3583,-94.4249,106.73,236.0,-4.88,False
a83174,39.644,-82.1673,224.99,352.91,0.0,False
abc649,31.3074,-92.5509,273.73,124.97,0.0,False
ad5fe7,47.7812,-113.4461,208.04,258.3,0.0,False
896206,27.6656,56.0189,194.01,6.09,0.0,False
c07b8c,45.6947,-105.3586,200.01,329.21,0.0,False
a3ff33,33.2486,-112.732,42.3,175.82,0.0,False
a3904c,31.9358,-101.2115,208.88,274.1,0.0,False
ab00a9,35.6033,-93.9585,81.12,44.74,0.0,False
151d48,12.2839,99.7608,236.13,179.75,-0.33,False
884215,13.6232,100.8288,152.11,14.69,-6.18,False
ac33c4,34.4614,-113.0167,210.19,304.43,5.85,False
7c0c9a,-6.4241,108.9651,241.43,156.38,0.33,False
5000e9,16.983,120.7039,185.25,358.73,-11.7,False
896216,14.8191,79.1983,257.45,116.97,0.0,False
abb325,61.1746,-149.9907,0.0,67.5,,True
896219,22.6579,88.4439,7.2,5.62,,True
ab766a,30.1254,-83.9478,232.53,171.48,0.0,False
ace621,41.9701,-87.8909,5.92,309.38,,True
ab5c69,37.2371,-82.9551,256.1,25.59,-0.33,False
781086,22.7986,114.1044,208.8,257.33,0.0,False
884207,11.8139,100.427,237.69,359.38,0.65,False
a8e1f6,29.1617,-83.4714,245.09,150.58,0.0,False
7380c2,50.297,-8.7828,276.66,102.02,-0.33,False
a40027,41.1463,-94.588,185.64,247.34,0.0,False
7380c1,40.2407,21.3859,268.58,125.88,-0.33,False
7380c0,51.4225,-0.0069,222.52,300.42,0.33,False
7380c5,52.029,-1.1623,221.97,293.06,-0.33,False
7380c4,45.5779,-59.7687,298.18,67.37,-0.33,False
abd994,39.3747,-84.9105,273.78,116.81,0.0,False
7380c8,32.9253,33.4338,211.79,128.99,-4.23,False
7380c7,54.1071,-9.0822,227.44,294.59,0.33,False
c81a5a,-36.2861,174.4596,128.47,331.28,0.0,False
75864d,14.4981,121.0007,3.34,329.06,,False
ad1986,35.3415,-94.3225,216.77,221.83,0.0,False
a40c60,38.72,-120.331,199.06,226.57,0.0,False
ad9000,37.4984,-76.0049,282.74,18.24,0.0,False
781093,33.6818,136.8922,335.19,84.01,0.65,False
abac48,32.0266,-87.6371,202.61,303.61,-0.33,False
7380cb,52.0678,-1.8675,219.74,295.67,-0.33,False
aaa68a,42.5807,-97.3178,192.3,259.05,-0.33,False
151d56,53.9475,42.9158,240.26,112.01,0.0,False
c81a91,-40.6173,174.6713,101.88,358.84,3.25,False
abb1c2,39.7812,-85.4637,174.25,328.89,-5.2,False
a90f92,40.663,-74.7178,150.23,246.6,8.13,False
abbdfa,33.6431,-84.4347,0.0,230.62,,True
a7869b,37.4125,-97.498,195.75,282.14,0.0,False
a64c98,32.3372,-106.7822,110.29,169.79,-4.55,False
ad5460,39.1972,-95.7072,172.09,254.93,11.7,False
4b5c19,47.4626,8.5592,16.98,315.0,,True
846adc,33.3669,131.0785,231.85,73.9,9.43,False
a12861,38.5422,-115.3869,180.98,254.5,0.0,False
a76c79,37.2931,-99.0375,283.87,73.47,0.0,False
ab1496,37.1774,-84.4044,141.95,296.94,-4.88,False
7585cd,14.5227,121.0089,0.0,45.0,,True
440bce,58.3925,14.4731,174.75,22.87,-13.66,False
a39089,42.3661,-71.0137,0.0,289.69,,True
aaf485,40.4002,-88.63,231.58,201.09,0.0,False
ab5afe,34.235,-86.6669,185.94,240.31,-0.33,False
a10e46,37.4866,-83.2602,210.1,321.36,0.0,False
8a04ae,-5.4147,111.2331,247.48,307.82,0.0,False
0d0c7c,37.2774,-122.1354,119.34,9.18,-4.55,False
ab148d,39.806,-89.642,11.42,305.84,-2.28,False
adfdc1,39.4201,-120.5103,174.45,68.73,-7.48,False
ac81d3,13.788,-89.2643,240.38,130.75,5.85,False
c8216e,-43.9564,171.1032,213.88,56.08,-0.33,False
abfa65,38.1686,-78.7203,178.29,228.86,0.0,False
0d0c94,19.4094,-99.1172,80.73,59.35,-4.23,False
a963b6,43.1172,-77.662,0.0,0.0,0.0,False
c08260,34.6047,-107.5845,214.9,348.96,0.0,False
ac2154,35.952,-86.6422,80.91,329.85,-2.6,False
a9034c,34.0942,-111.1308,166.71,227.0,-8.45,False
7c618d,-32.0847,115.8843,1.29,14.06,,True
abaadd,29.8457,-89.2235,201.32,297.22,0.0,False
a3a503,41.6246,-103.426,272.65,62.71,0.0,False
aa5691,37.4839,-122.1562,111.8,343.15,-4.88,False
ab017b,35.1056,-77.8184,292.02,32.26,5.53,False
3c4a01,45.7281,-9.3796,273.8,58.13,-0.33,False
0d0c9e,34.4504,-83.5304,236.17,67.46,-5.85,False
4b5c27,47.4786,8.5391,1.8,59.06,,True
c07b0a,47.2172,-104.436,184.62,317.6,-0.33,False
7c7feb,-37.7617,144.528,54.37,299.48,-0.98,False
a8a6c0,38.9734,-75.6545,154.83,221.9,-0.33,False
a0b8fb,32.1808,-107.5746,202.69,270.15,0.0,False
a89f52,39.7842,-74.9443,182.89,86.94,7.8,False
abaafe,29.309,-81.9565,221.42,170.1,0.0,False
acd1f6,33.3437,-99.9985,194.53,283.3,0.0,False
ad3a5f,41.1294,-97.2469,277.47,79.32,0.0,False
ac1a95,29.5199,-95.4165,85.88,43.54,-5.2,False
a7d630,42.7631,-96.706,176.71,5.35,-11.05,False
a318ea,36.0493,-114.6788,131.81,301.27,-3.25,False
a042db,41.0509,-79.6431,275.31,81.29,-0.65,False
a5dcde,42.4199,-107.8228,186.4,308.39,-0.33,False
a3ec93,40.8275,-74.4631,176.47,238.35,5.2,False
a28ee7,36.0548,-111.5359,285.69,84.73,0.0,False
a438c3,47.4457,-116.9766,139.42,270.21,-3.25,False
a305aa,37.3725,-86.7202,171.7,331.75,-0.33,False
aab922,41.8722,-87.8987,121.88,172.72,13.66,False
a91616,31.582,-83.2403,248.02,153.91,0.0,False
a91618,35.0669,-119.2044,218.03,304.33,0.0,False
a4009e,38.7237,-80.7406,188.31,245.47,0.0,False
a976a5,45.3472,-95.0111,296.65,123.11,0.0,False
7c6ca2,-31.9791,115.8848,79.67,58.47,-5.53,False
781009,56.1309,19.4747,245.34,212.32,-11.05,False
440bc1,46.6841,18.1366,246.84,143.56,0.0,False
a76028,42.0243,-82.6475,264.64,99.74,-0.33,False
a6a33f,39.6214,-74.2283,236.21,40.14,-9.1,False
440bc5,38.3395,23.6496,198.91,155.56,-15.28,False
a16ee0,43.4535,-89.3097,193.29,275.5,0.0,False
a03bcd,42.933,-78.7351,1.54,95.62,,True
ad3a7f,34.4429,-111.6718,196.79,291.47,0.0,False
781017,22.3165,113.9291,0.51,14.06,,True
a80992,30.3851,-97.5986,59.66,224.3,1.95,False
aa4322,47.6099,-122.3166,92.09,180.64,-6.18,False
abd90c,40.7889,-100.1177,171.83,269.66,0.0,False
a7d645,34.5215,-104.9614,177.13,292.54,0.0,False
ab1fbb,37.8982,-76.6816,195.64,172.45,-0.33,False
ab39e3,40.71,-86.9988,201.29,342.91,0.0,False
a95ca4,53.172,-106.376,273.19,126.11,0.0,False
a736ff,33.6341,-85.1784,183.39,263.23,0.0,False
4601f2,62.2407,26.9992,131.71,212.88,-0.33,False
7cac68,-34.1942,150.7724,69.58,308.4,-1.95,False
a5cf82,39.5369,-99.1928,287.91,92.77,2.93,False
a6a6f6,42.0883,-113.9675,204.08,315.31,0.33,False
a260ed,34.604,-118.6709,204.61,336.59,14.31,False
4841c3,38.9811,25.1006,226.6,318.13,0.0,False
4601f6,62.0563,22.7771,151.38,153.35,0.33,False
8a080d,-4.7271,110.8106,249.24,330.58,0.0,False
4601f3,62.4672,26.3371,150.33,199.18,0.0,False
846d0c,35.553,139.7933,9.77,149.06,,True
4601f7,63.3239,24.9715,153.07,176.53,0.0,False
e49889,-27.5834,-48.704,132.69,301.04,13.98,False
c1e50a,45.4756,-73.7462,6.69,222.19,,True
c1e51c,45.4748,-73.7473,5.66,222.19,,True
3451cd,35.3,-9.0067,246.81,40.1,0.0,False
ad342e,26.115,-79.9929,136.13,202.2,-0.33,False
4bb266,32.2068,32.5101,212.34,340.47,0.0,False
4601fb,63.5162,23.187,99.54,172.87,8.78,False
a44031,40.1027,-80.2738,277.73,115.57,0.0,False
a6dc36,40.7377,-75.6734,179.28,246.67,8.45,False
a70333,44.4031,-118.627,221.75,350.38,0.0,False
a44c70,41.329,-121.7802,225.53,355.42,0.0,False
a883bd,28.8001,-81.2826,184.47,353.11,15.93,False
adddd5,33.0136,-98.5826,208.95,281.5,3.9,False
a7b3c2,45.8616,-122.6196,225.74,349.89,0.0,False
a45f8e,29.0318,-80.7356,182.08,192.9,-10.73,False
a3d0f5,34.9917,-81.5252,296.76,61.3,3.9,False
020118,36.9536,-3.8348,231.78,223.65,0.0,False
ac1466,35.2046,-120.2871,214.21,323.1,0.0,False
400610,48.5449,14.8997,227.65,294.71,0.0,False
c00bec,49.196,-123.187,7.72,194.06,,True
7c00c5,-28.1739,153.562,48.48,160.8,0.33,False
4bab55,40.6568,46.6908,215.87,277.53,0.0,False
8962e6,16.5645,87.8826,242.18,283.89,0.0,False
8962e5,44.3738,25.8629,223.04,304.57,0.0,False
c1e511,45.4741,-73.7483,6.17,219.38,,True
a5d68a,38.9857,-106.6108,272.69,64.64,-5.2,False
4bab4a,40.6356,30.6839,218.73,101.26,0.0,False
c06e87,50.5939,-98.0001,198.9,292.19,-0.33,False
a87cbb,40.9374,-76.3081,231.19,107.75,-10.73,False
84bd16,35.6499,138.8419,179.84,266.72,0.0,False
c012bd,40.8259,-105.6539,189.4,317.86,0.0,False
a4798f,41.1007,-98.182,177.61,261.0,0.33,False
c82810,-40.4239,173.5951,147.72,198.06,-0.33,False
acfa3d,38.8965,-79.8857,173.84,265.76,0.0,False
abe147,30.787,-99.0255,201.17,314.69,9.1,False
a0f8d3,30.4899,-91.4066,152.14,215.09,6.83,False
a2be06,31.6824,-85.1012,216.45,326.54,-0.33,False
adddda,41.9259,-82.1139,271.27,91.96,0.0,False
4bb292,41.223,28.7286,67.39,359.56,-3.9,False
c038ca,50.8396,-116.3005,244.87,252.52,0.0,False
a69f49,39.6166,-123.0269,225.89,175.95,-0.33,False
c038cc,43.8309,21.5727,231.59,325.5,0.0,False
a4b64b,40.2663,-75.8009,182.79,241.42,-0.33,False
c8280b,-43.4402,172.6967,44.64,64.03,-0.98,False
400666,54.3545,1.6852,208.46,291.12,0.0,False
400664,51.4106,12.2206,8.23,2.81,,True
a5cf3c,34.3821,-105.9358,175.77,278.41,-11.38,False
a0f8cb,34.5866,-86.7833,63.8,0.92,-2.93,False
ad1a4e,28.2622,-85.9722,273.25,102.28,0.0,False
ac015f,39.1414,-76.7845,133.99,190.62,1.95,False
a96907,40.5497,-75.5145,150.35,234.19,-4.88,False
c08866,43.6818,-79.6182,4.63,11.25,,True
c8281c,-34.9536,154.728,273.48,106.39,2.28,False
7585e8,14.5221,121.008,5.92,315.0,,True
a238a6,44.2586,-88.5188,6.69,115.31,,True
c01ee6,37.4734,-113.7277,259.03,32.43,6.5,False
4bb26f,40.6051,47.228,220.32,272.01,0.0,False
c08852,43.5509,-80.036,162.32,73.81,-8.45,False
c01ebb,51.387,-107.2092,216.03,266.18,0.0,False
a2b0ed,38.866,-102.8154,191.19,301.47,0.0,False
c0751c,42.5468,-82.4056,209.46,38.42,-0.33,False
a9f3f9,41.6562,-77.6441,288.68,86.32,-0.33,False
758768,13.7391,121.2249,170.03,336.46,-4.88,False
75874a,15.9223,121.2427,195.35,205.76,0.0,False
7c39f1,-33.944,151.1791,8.75,348.75,,True
7c39f3,-37.6669,144.8515,0.0,81.56,,True
a3e525,36.0441,-92.6322,198.19,294.7,0.0,False
758771,21.5711,115.0893,252.6,127.22,4.23,False
477d11,47.433,19.2462,19.55,312.19,,True
75875e,15.1012,120.5288,73.85,22.1,-3.25,False
70c13e,22.6745,88.4554,205.89,278.33,0.0,False
adde95,40.8876,-82.7709,280.33,73.69,0.0,False
ac2706,44.0081,-103.0311,66.76,331.46,-3.9,False
a2886c,33.9743,-117.48,146.18,268.18,-10.73,False
c82870,-42.9813,173.0289,95.61,38.23,2.93,False
c82871,-42.1988,173.2097,118.28,19.3,0.0,False
a3a8ef,41.7897,-87.7578,12.86,337.5,,True
a0f8f9,34.6379,133.6488,175.38,257.64,0.0,False
c038aa,29.5197,-82.3433,223.53,177.23,-10.08,False
a08efd,32.5922,-96.9066,121.26,297.54,-6.5,False
c038a7,46.552,-68.5948,271.72,72.59,0.0,False
c038a3,49.2289,-117.2493,230.22,277.19,0.0,False
467727,60.321,24.9706,13.38,331.88,,True
a64529,32.9139,-111.4861,54.26,248.3,4.55,False
a03574,39.6608,-75.127,223.8,36.21,-5.2,False
aa7198,34.8261,-89.8658,107.13,182.75,-3.9,False
a6583b,38.2334,-84.4098,230.35,10.68,-7.48,False
a33eb5,33.8534,-117.1349,139.55,262.59,-7.48,False
a16883,41.6637,-80.7297,256.81,42.0,0.0,False
c073ef,47.8472,-88.3063,124.67,131.32,-0.33,False
a465df,29.5112,-98.4819,72.21,40.96,-4.23,False
c060ba,35.7639,-106.626,272.4,63.53,0.0,False
8411a4,34.3178,131.5538,172.99,254.48,-12.03,False
aae73b,37.3477,-110.4901,171.86,248.58,0.0,False
a9f3c0,40.455,-74.712,137.91,31.73,-10.73,False
70c100,13.0886,80.1455,125.79,70.16,-4.88,False
a1427f,29.3113,-89.3793,268.1,125.55,0.0,False
c060c9,43.4297,-80.5244,159.23,75.02,0.0,False
e4850f,-8.3384,-39.1456,241.21,28.26,0.0,False
a6e361,42.4541,-84.7266,270.28,92.18,-0.33,False
aa21ef,36.038,-112.0782,221.73,0.0,3.9,False
a8233a,33.9115,-118.5013,134.32,234.67,11.7,False
a1a56d,40.3738,-76.7897,151.05,266.29,-5.2,False
7c5c47,-27.5711,152.9998,25.23,106.59,-0.98,False
020123,40.333,8.0474,266.42,116.12,0.33,False
8a083b,17.0756,66.6581,252.14,123.01,0.0,False
ac141f,38.8646,-82.1664,141.51,314.85,3.9,False
7c39fb,-35.6393,149.6174,156.49,216.98,-8.13,False
a25b4d,33.6281,-84.4274,0.0,90.0,,True
a8103e,61.552,-150.4959,130.45,188.16,-3.9,False
a21efb,41.9923,-84.4851,203.32,175.5,6.18,False
a2c52e,48.9836,-64.3591,303.13,68.7,-0.33,False
a1feea,36.8249,-76.7556,156.43,218.19,0.33,False
846d80,35.3689,136.9795,126.34,25.31,3.58,False
84c43e,34.7108,137.1252,183.47,246.89,-5.85,False
7c39f6,-33.933,151.1766,0.0,90.0,,True
02013f,35.041,21.362,226.71,286.75,0.0,False
8a0832,1.3255,103.8041,240.24,328.93,0.0,False
a6e376,38.856,-77.0404,0.0,354.38,,True
a25b3f,44.3507,-106.4403,195.42,300.89,0.0,False
ad4747,33.7978,-79.3812,183.67,214.85,0.0,False
a8102a,27.2688,-82.2377,231.12,150.24,-4.88,False
758707,13.9761,121.1365,187.38,192.2,9.75,False
abed37,33.1053,135.1897,313.4,50.19,0.0,False
781148,-28.6549,149.1588,235.02,140.6,0.0,False
8005f0,-2.588,111.2339,263.61,321.5,0.0,False
8005eb,28.1949,74.3256,315.51,88.22,-4.23,False
8005ec,19.7621,70.1867,225.87,289.84,3.9,False
a9f502,40.7031,-74.163,5.66,53.44,,True
acbe3c,39.0475,-87.184,193.6,341.08,-0.33,False
a6588d,30.4886,-85.6837,150.73,269.8,0.0,False
a835d1,38.7032,-120.4481,272.09,66.49,5.85,False
896376,26.6479,56.3506,283.68,52.59,4.55,False
7cfa31,-32.8046,151.9475,154.99,15.0,0.0,False
e80616,-25.9839,-53.8291,234.28,236.1,0.0,False
a2b26b,42.3674,-71.0142,0.0,345.94,,True
acbe34,35.3325,-118.955,219.08,334.7,0.0,False
89636e,35.2849,-0.8342,253.08,60.93,-0.33,False
acbe37,36.2155,-90.9837,164.17,271.62,0.0,False
a6456d,38.2463,140.1017,213.52,249.99,0.0,False
ad7b17,33.1358,-109.6227,276.17,93.2,0.0,False
7c146d,-31.933,115.9633,0.0,196.88,,True
781161,50.6023,5.6631,253.72,214.59,4.88,False
c02655,38.8032,-81.2576,207.42,188.27,-0.33,False
780a6a,35.7883,140.3886,10.29,160.31,,True
7c013e,-31.4196,152.8727,38.48,209.65,-2.6,False
a5c2bd,35.5054,-97.2655,75.41,221.96,-2.6,False
85d098,35.1267,136.6676,184.81,261.19,-0.33,False
ac0bde,29.9354,-90.2671,69.26,15.07,-2.6,False
acbe63,30.9849,-112.586,211.25,302.06,-0.33,False
abf2c2,35.0907,-80.4438,185.23,201.51,0.0,False
780a6d,34.1687,132.241,276.54,40.62,0.0,False
89633a,28.5508,77.0471,99.99,259.33,3.58,False
7c1464,-33.9379,151.1717,3.34,75.94,,True
aa7bd6,61.188,-145.5679,242.29,275.24,0.0,False
a2ab6c,32.7201,-97.3002,191.19,185.4,11.38,False
780a80,23.6608,118.1945,272.27,48.6,0.0,False
a7fbbb,41.1279,-96.1056,288.46,85.5,0.33,False
c060b9,45.3203,-75.6727,5.14,351.56,,True
7c74f1,-31.4085,152.7676,117.59,222.7,0.0,False
c060b4,43.8593,-78.6466,137.8,246.69,-5.53,False
c073e4,48.3761,-89.3181,6.94,345.94,,True
c060b6,45.2287,-68.8492,189.42,104.79,0.33,False
c060b5,47.1252,-83.9315,173.49,285.48,0.0,False
78115e,-32.7906,150.9334,207.43,168.41,-10.4,False
a2ab73,41.4062,-95.4615,278.5,75.45,-0.33,False
a81bcc,39.1371,-119.8596,142.46,259.18,13.98,False
c060b1,42.4443,-71.0064,145.31,79.8,0.33,False
abebbe,31.1219,-92.4183,276.12,122.83,0.0,False
c06ce4,46.2219,-81.8569,265.52,88.67,0.33,False
78116d,37.4874,126.1129,142.63,256.87,4.88,False
780a93,17.1495,119.8958,237.64,313.33,0.0,False
896357,23.6844,55.8531,185.67,296.85,-8.45,False
7cfa05,-32.1906,151.8169,125.34,21.93,1.3,False
7c6dea,-43.492,172.5286,37.04,39.38,,True
abebe0,37.8354,-80.4636,204.96,187.5,0.0,False
780a99,22.3102,113.9012,8.75,250.31,,True
aa7bae,39.8789,-73.9589,191.04,28.29,-7.8,False
a452c4,40.0775,-94.6134,192.8,333.02,0.0,False
a5c2dd,34.0897,-118.9433,214.3,313.93,0.0,False
a968df,35.8092,-93.0183,290.18,106.8,0.0,False
a822b8,32.5502,-97.319,63.35,177.21,0.65,False
4bb0f5,-33.0989,-58.6105,227.53,357.93,6.5,False
896327,47.1559,18.5003,221.8,295.85,0.0,False
a99e09,30.1939,-97.671,0.0,180.0,,True
4bb0ec,49.3772,-120.3737,239.69,50.4,3.25,False
4bb0ed,34.3366,-115.1413,291.34,51.96,2.28,False
c01f28,36.1423,-114.9778,150.2,80.54,9.75,False
c07fb1,49.1152,-123.0574,151.71,237.6,-7.48,False
a08446,36.4091,-102.2901,179.5,309.3,0.33,False
acab3f,27.9625,-82.1965,209.94,65.38,-12.35,False
a287ab,42.4889,-72.0087,178.98,224.53,0.33,False
a6452a,35.0346,-107.1783,110.21,267.32,0.0,False
c827a0,-41.3608,173.3856,51.82,294.02,0.0,False
c07fb9,51.1286,-114.0048,0.0,75.94,,True
c01f1e,50.0047,-120.0411,227.63,250.46,0.0,False
c827ac,-36.7361,175.1549,64.42,26.57,0.0,False
a287a4,32.7771,-82.42,227.12,339.31,0.33,False
aa2e36,36.2216,-96.2755,216.11,14.33,0.0,False
896304,22.3759,90.8368,292.12,97.49,0.0,False
a5255a,41.9691,-87.9049,52.99,270.0,0.0,False
88434a,12.4564,100.5387,118.84,179.75,0.0,False
88434b,11.5789,100.5681,129.26,193.82,0.33,False
a74b1b,40.6788,-83.3381,168.8,338.36,-4.88,False
abf2ea,40.84,-85.0096,183.55,280.33,0.0,False
896312,17.129,93.9907,258.85,113.05,0.0,False
896311,14.4261,79.9875,257.92,117.18,0.0,False
75876a,14.1996,120.7092,120.88,280.54,-5.53,False
a51e7d,32.6066,-89.4299,164.1,244.96,0.0,False
4bb0e8,25.8435,53.1817,187.02,290.28,0.0,False
a06a09,30.101,-97.5649,115.25,178.98,0.0,False
758794,14.1371,121.509,201.38,101.2,9.1,False
7c0168,-38.1297,146.0143,54.57,98.13,0.65,False
a2270f,38.0486,-84.5916,63.78,221.4,-4.23,False
a047db,35.2725,-116.3678,258.66,50.33,4.55,False
a6587b,36.858,-80.408,190.48,182.17,0.0,False
88084d,10.6152,99.6943,236.38,2.62,0.0,False
a22778,39.7333,-99.2716,188.25,237.61,-0.33,False
86787c,35.5514,139.7909,0.0,329.06,,True
88084c,14.1651,100.4946,126.07,35.7,-5.2,False
a22771,33.9456,-108.9501,262.83,78.14,4.55,False
88084a,15.0326,100.6539,185.81,201.95,-9.43,False
7c6da0,-37.7019,144.8443,85.78,171.72,15.28,False
781d13,23.9921,90.7723,189.79,283.32,0.0,False
880856,3.5321,101.3304,223.39,153.32,0.0,False
c814a1,-46.5049,168.2555,67.74,159.09,0.65,False
7586e3,14.8349,120.2562,41.47,322.56,2.6,False
c0617d,43.2724,-79.3311,145.61,330.36,0.0,False
880854,17.5573,99.5463,223.39,162.44,4.88,False
880852,14.4597,100.5877,145.78,164.44,-8.78,False
ac006d,39.8629,-82.5304,189.39,299.63,0.0,False
c06178,45.3082,-75.65,68.42,306.44,-3.9,False
c06179,44.2565,-80.1485,131.5,318.01,0.33,False
a99293,23.8179,120.3939,288.18,43.7,0.0,False
c06171,49.426,-90.7388,212.95,288.3,0.0,False
880845,14.667,100.5343,159.32,141.69,-4.23,False
ac0094,37.7528,-83.0953,271.39,135.77,0.33,False
a4fda0,30.1284,-81.5881,226.82,342.72,0.65,False
c827e9,-36.919,174.82,147.03,278.05,12.68,False
abe075,36.6032,-97.3396,284.25,80.52,0.0,False
a5d713,40.6967,-74.1737,3.09,42.19,,True
a68d02,34.2544,-116.8762,184.52,243.86,-16.58,False
880842,13.9164,10.6048,4.63,75.94,,True
ad2c9f,34.8834,-81.7711,289.91,17.98,0.33,False
70c0ee,22.6423,88.4442,9.26,185.62,,True
a19d59,38.5395,-118.5063,272.77,81.21,0.33,False
a657bf,32.7845,-98.2709,191.51,276.32,6.18,False
a63db5,40.4367,-105.1282,289.51,81.11,-1.3,False
c1e467,45.4596,-73.7538,3.6,22.5,,True
a154d3,34.1523,-118.3785,44.95,95.25,-0.98,False
781d36,23.6789,117.038,201.56,226.03,0.0,False
c827f0,-37.0578,174.6192,80.25,67.38,-5.2,False
781d38,33.3726,131.1912,311.7,71.33,-5.2,False
7609f2,23.019,56.5773,184.23,271.44,0.0,False
a524c5,46.0154,-122.6576,237.07,350.13,-10.4,False
7586ce,19.9059,120.6686,234.29,184.53,0.0,False
ad2095,42.6575,-74.6204,283.59,88.23,0.0,False
c1e470,45.4611,-73.7489,4.63,87.19,,True
a1ed0a,35.0305,-106.6012,26.35,308.66,-1.3,False
a21432,34.2325,-110.9521,172.55,227.17,-9.75,False
76d102,-2.8141,112.3378,242.19,292.48,0.0,False
8a07ea,-7.6822,109.7797,113.39,108.52,-5.2,False
780a16,41.7642,41.3477,226.95,274.16,0.0,False
780a13,25.0552,121.0288,169.94,235.73,16.26,False
781d40,13.6953,100.762,48.36,194.06,,False
a56103,31.0649,-99.3611,164.22,111.5,0.0,False
ab6851,33.4496,-84.4658,204.56,84.81,9.43,False
780a17,49.0347,13.2341,223.87,293.86,0.0,False
7c6de2,-32.6778,117.9719,208.75,319.6,0.0,False
7c6de0,-26.904,152.6613,165.28,137.27,-11.38,False
781d3d,36.1291,126.8079,216.08,179.32,0.33,False
aae5a9,42.5668,-86.6946,163.71,255.44,-13.0,False
780a0a,22.3886,116.5204,209.89,233.27,-5.2,False
a2bdff,26.1332,-80.576,179.93,334.24,9.75,False
781d50,55.8921,14.5822,243.48,237.69,0.0,False
7c6de9,-34.9404,138.3321,269.83,92.51,0.0,False
4bb209,41.1145,29.2032,128.22,215.86,-2.93,False
4bb206,41.8356,41.3155,210.94,265.94,0.0,False
7586a8,15.4523,120.0172,115.96,195.7,-9.75,False
abe09a,39.5894,-102.5318,179.4,257.92,0.0,False
4bb205,30.3367,33.9209,201.18,325.94,0.0,False
7c6de4,-33.9028,151.012,136.76,350.25,-2.6,False
a31a56,35.7647,-112.7601,198.03,248.03,0.0,False
781108,33.6501,130.3013,97.56,132.86,-3.25,False
7c6ddf,-34.7256,140.7692,198.84,267.03,0.0,False
7c6ddd,-36.1116,148.1201,208.47,235.76,0.0,False
780a29,21.7946,115.2107,272.62,98.57,6.5,False
a417fe,38.6535,-98.4938,260.13,68.05,0.33,False
a44d62,44.697,-92.5256,227.73,121.61,14.96,False
7c6dd9,-35.1015,136.4362,221.39,265.47,0.0,False
7c6dd7,-32.3139,150.8802,214.92,171.33,-13.66,False
7c6dd6,-36.5323,171.8705,207.73,278.83,-0.33,False
78110e,52.1508,7.0975,242.66,221.73,0.0,False
a9087f,60.3834,-152.7575,179.8,55.49,-9.43,False
a381c7,38.1562,-121.0517,81.42,348.34,0.0,False
78110f,25.0513,118.0955,119.02,223.07,-3.9,False
7609c7,27.0882,49.1019,307.0,92.88,0.33,False
7c0d3e,-26.4153,152.3188,87.98,105.26,0.0,False
781120,35.7656,140.3797,0.0,149.06,,True
7c74c6,-27.9053,153.365,36.42,126.38,-2.6,False
c1e43a,45.4756,-73.7462,6.17,219.38,,True
a2147c,39.8467,-73.347,159.37,220.94,0.33,False
a7a233,36.9898,-111.2803,278.36,65.66,0.33,False
a8ce4f,34.0052,-111.2445,159.79,226.96,-7.48,False
c06167,49.2541,-119.1885,234.63,83.33,0.33,False
800729,27.2927,79.5808,269.63,114.22,-4.88,False
a44d3f,43.9129,-89.7491,196.17,316.81,-4.88,False
78111e,34.4065,135.0563,102.41,337.56,11.7,False
780a44,33.6853,135.7095,186.01,21.24,-10.73,False
a9f528,33.9651,-116.8203,183.02,285.99,0.33,False
ab686f,40.2133,-86.8598,193.53,115.34,-7.8,False
7c6dbb,-31.3132,150.1219,218.64,216.87,0.0,False
7c6dba,-37.0629,144.3574,230.89,109.53,-13.98,False
0200ca,26.598,-79.1287,262.86,32.69,7.8,False
a537b2,37.0458,-84.7972,192.42,239.12,0.0,False
e48fb6,-34.3023,-57.2389,188.81,218.81,-5.2,False
a37ab5,27.3425,-80.8634,228.75,340.83,6.5,False
c1e41d,45.4752,-73.7469,2.83,222.19,,True
89505c,32.8649,138.6147,183.97,229.76,0.0,False
780a3f,-35.8161,148.6456,224.63,235.07,0.0,False
781134,55.2728,12.8959,235.57,236.31,-0.33,False
a3475e,41.6361,-87.516,109.07,297.53,-3.25,False
a0ba69,36.0703,-93.3885,294.58,122.3,0.0,False
7c6db5,-33.5257,151.6522,224.65,16.36,12.35,False
