icao,latitude,longitude,velocity,heading,vertical_rate,on_ground
a68ad4,30.5487,-112.6003,232.47,135.81,0.0,False
ab04f9,34.2036,-118.4915,0.0,337.5,,True
780193,14.3056,101.2844,168.03,232.46,-6.5,False
8a08b7,2.1441,100.2414,235.76,133.94,0.0,False
8a08b8,0.3867,104.9905,216.03,123.05,4.88,False
780191,23.1246,118.8295,213.93,237.57,0.0,False
acbd0e,39.1727,-76.6536,65.46,273.6,-4.55,False
ac8777,37.7116,-122.2145,0.0,306.56,,True
a3813b,43.4232,-104.6759,187.7,254.74,0.0,False
ac1df7,42.5269,-63.0575,308.13,77.17,0.0,False
a3813a,35.944,-81.1839,193.1,339.25,7.8,False
a1f1de,37.7089,-122.2135,0.0,115.31,,True
a37a3f,39.2269,-75.8482,266.66,51.03,6.83,False
4bccab,29.0303,32.9646,180.45,308.63,0.0,False
aa7aa6,38.0197,-118.5162,184.94,258.28,0.0,False
abfdf8,37.9752,-108.4947,283.98,66.96,0.0,False
aa94aa,36.0309,-93.7315,207.19,214.48,-0.33,False
a40455,37.4043,125.7108,177.0,269.0,3.58,False
a2b130,36.078,-115.1529,6.43,270.0,,True
a211ef,35.0104,-98.5266,204.8,315.1,0.0,False
c01e69,51.1205,-114.0214,44.24,180.0,-0.33,False
c07eee,46.6993,-116.5493,221.67,9.48,0.0,False
ab4151,42.4835,-79.1355,199.26,272.37,-4.55,False
ad44bc,38.0532,-86.0157,207.42,341.79,0.0,False
abb76d,31.7137,-81.1848,275.48,25.08,0.0,False
845be4,35.7464,140.3912,7.46,149.06,,True
407993,24.9147,56.9875,309.62,112.26,0.0,False
acb10a,35.1483,-96.5265,191.45,276.17,0.0,False
e493d1,-21.8963,-48.1555,232.47,314.19,4.88,False
7501fd,22.5758,113.4816,145.72,182.43,4.88,False
34520f,36.1135,14.9653,211.89,280.49,0.0,False
c01e13,41.9131,-80.2658,221.91,192.59,5.53,False
c01e11,36.0775,-115.138,6.43,270.0,,True
c01e10,34.693,-83.6808,177.9,205.16,-7.8,False
781fb8,22.2748,113.4021,213.83,221.98,0.33,False
7c16a8,-27.6509,153.0704,57.53,167.08,0.0,False
407992,42.7577,-77.452,289.69,65.89,0.0,False
34520c,37.9454,-6.3316,236.83,44.38,0.0,False
781fb6,14.7929,102.6847,220.47,250.51,0.0,False
adca15,38.9508,-109.2449,270.99,65.67,0.0,False
a3ca22,33.1114,-96.2962,66.97,242.06,0.0,False
adca12,30.011,-96.7026,197.41,284.8,-19.18,False
ac878c,40.8469,-74.1547,146.39,236.03,13.33,False
781fc4,63.0108,34.8815,249.63,252.98,0.0,False
781fc2,22.6198,114.0158,64.78,247.1,-0.33,False
a3ca1a,33.9139,-111.362,149.58,226.81,-6.5,False
ab415e,39.5196,-75.9966,182.65,127.68,0.0,False
a53774,46.2061,-120.9632,238.22,120.5,7.15,False
aa2d14,32.6071,-98.6269,198.51,264.35,-0.33,False
a059e3,40.242,-74.1359,179.82,137.09,6.83,False
89665b,23.2321,89.4036,199.34,237.01,5.85,False
7501e6,12.9381,81.8215,233.43,99.13,9.1,False
a727e5,37.2021,-92.5459,167.37,309.51,0.33,False
a63d42,39.5589,-90.0644,218.27,44.43,-0.33,False
89665e,26.0219,52.3255,192.34,296.36,0.0,False
8880e1,45.319,24.5841,225.54,298.03,0.0,False
846ec8,36.8829,135.9499,279.09,58.18,-0.33,False
ad2aea,33.8328,-110.8208,195.72,241.08,0.0,False
7813a0,22.4643,113.8332,98.7,63.7,-2.28,False
7813a1,58.0824,22.8189,237.75,240.44,0.0,False
a0e600,18.8324,-66.3749,145.18,191.03,-3.9,False
c01e1a,30.3535,-82.6304,241.46,342.65,0.0,False
89666f,25.7383,55.525,262.37,43.49,4.88,False
86e057,36.0192,139.5898,61.07,6.29,-1.95,False
c01e1f,48.1712,-89.1847,214.89,296.14,0.33,False
a3e473,42.4393,-122.8818,229.49,178.84,0.33,False
a0e607,32.7263,-99.4461,199.64,264.08,0.0,False
780caf,24.5423,118.1295,0.0,143.44,,True
780d2d,23.079,117.4853,206.26,228.44,0.0,False
c010ec,26.5316,-79.8507,150.08,201.73,-8.13,False
c010ea,47.715,-123.417,230.48,179.49,5.2,False
76cd49,42.7782,-69.1611,302.32,62.87,0.0,False
8965d3,28.5698,77.1221,81.82,271.44,-4.55,False
76cd48,42.8639,27.2182,232.56,280.84,0.0,False
e4814a,-1.4114,-48.8234,168.21,255.11,18.53,False
8832b9,12.6101,99.7682,230.68,192.36,0.0,False
abeb7c,33.453,-112.7869,191.33,274.01,11.38,False
8832b1,12.9213,100.2719,229.35,14.82,-12.03,False
7c1764,-33.8409,151.1523,55.34,286.75,1.95,False
a1afec,32.1282,-81.1714,63.8,270.92,-2.93,False
a2396e,33.2908,-113.186,210.51,99.99,-9.75,False
7c77f9,-43.1768,169.7643,248.04,271.43,0.0,False
7c77f8,-33.9693,151.191,10.8,348.75,,True
a9f461,38.855,-77.0423,1.8,253.12,,True
152057,53.688,62.6011,205.75,188.05,0.33,False
7c77f6,-28.8199,152.2328,229.89,215.9,7.8,False
a5cf19,29.4029,-90.0621,205.08,298.3,0.0,False
a033f9,38.9807,-77.2508,132.25,268.66,13.0,False
8965ce,27.561,49.5737,201.42,321.64,0.0,False
a9079f,33.5991,-117.8049,30.25,228.45,-0.33,False
7c5dbe,-34.1618,150.3834,90.88,62.71,-2.93,False
152069,56.9924,60.7845,3.25,341.57,0.0,False
152068,57.1482,65.6316,201.51,276.74,-0.33,False
a1a3a9,39.7874,-73.4075,170.53,309.98,-12.03,False
a2d6a2,33.4383,-111.9966,0.77,210.94,,True
a99d89,-22.2411,-47.7042,272.13,325.32,7.15,False
a56c19,32.8721,-97.0549,68.42,0.43,-4.23,False
a47939,31.999,-84.3595,86.43,179.66,-0.65,False
a9a4e2,39.1748,-78.4725,236.74,97.74,-5.2,False
a2d6a9,33.6638,-85.2435,240.0,146.72,0.0,False
8832d2,13.9872,100.6465,76.2,208.64,-4.23,False
76cd70,45.2886,25.4001,230.15,303.97,0.0,False
8965b4,27.9591,47.3567,171.96,289.03,0.0,False
a87196,33.1748,-87.1699,186.79,256.46,0.0,False
8965b3,14.4579,77.3527,241.64,117.93,0.0,False
8965b8,37.9002,4.8623,252.97,108.25,0.0,False
8965b6,27.0276,50.4277,293.6,110.94,0.0,False
abf29f,34.6765,-119.2643,210.45,144.25,-10.4,False
a1afc8,41.7433,-103.9827,194.06,322.43,0.33,False
a22642,49.5989,-105.7988,201.57,252.17,0.0,False
a789b4,32.6556,-95.7267,254.45,94.64,5.53,False
76cd6d,3.6458,101.7978,262.74,311.59,6.83,False
7c0404,-27.0901,152.5444,181.33,297.73,6.83,False
780d76,33.8814,138.1108,326.29,80.75,-0.33,False
a21f57,33.2729,-79.6537,279.72,34.89,0.0,False
a8d46a,40.6934,-74.1696,11.32,25.31,,True
a39fb1,37.1125,-110.2514,191.86,231.53,0.0,False
7c045e,-33.9286,151.1829,61.44,168.41,-2.6,False
780d6b,25.5119,119.1125,174.93,17.1,-5.2,False
780d80,34.769,136.8269,66.49,349.3,-3.58,False
a9a4c2,39.2411,-77.0397,176.35,231.16,0.0,False
a4ea7f,42.7161,-84.4885,170.81,65.44,-5.85,False
a07075,37.7295,-122.2126,0.06,303.75,,True
a2cffc,35.6931,-99.5329,196.84,316.16,0.0,False
75031a,-7.1451,108.488,243.66,295.92,10.4,False
15201c,57.8452,55.8563,122.59,277.96,11.7,False
8a08eb,-6.3471,108.682,230.99,93.83,4.23,False
a273f5,41.5008,-81.4326,111.69,271.85,-3.25,False
152022,46.2815,48.0282,,98.44,,True
a3efa2,30.0981,-84.2811,258.18,142.29,0.33,False
89407c,25.1883,53.5194,180.65,304.32,0.0,False
42441f,24.2128,-97.4226,241.03,191.57,-0.33,False
78147a,34.9429,136.5347,326.02,108.21,-1.3,False
c06c7d,51.3658,-120.6404,124.63,336.4,0.33,False
7c77ff,-32.3198,119.117,206.99,267.58,0.0,False
a57f04,38.9461,-77.4463,1.54,194.06,,True
7c77fe,-41.4022,170.4543,246.76,274.78,0.0,False
a033ff,32.8378,-96.9181,219.46,192.18,0.0,False
a45316,39.9857,-80.6369,278.09,123.84,0.0,False
894095,40.1263,32.5583,250.23,106.24,-0.33,False
a45f59,34.1407,-84.4512,204.89,14.84,13.33,False
ab674b,25.7026,-81.0311,138.02,253.32,8.45,False
a2e9fd,37.5917,-77.4512,229.68,22.66,-10.73,False
894098,28.0238,49.7392,211.53,144.8,-6.5,False
152038,30.4797,75.2579,224.48,345.26,1.63,False
8a08e8,1.3467,103.9831,8.23,112.5,,True
ac37bd,37.2154,-85.1014,180.55,248.26,0.0,False
c06c91,49.2036,-123.1871,29.84,101.25,,True
a4795a,38.2098,-76.6156,285.05,41.34,-0.33,False
a153de,41.4821,-92.6504,158.12,267.2,-4.88,False
152031,60.3541,50.3067,217.36,253.92,0.0,False
89408f,3.0406,101.1487,237.87,124.51,0.0,False
7c175d,-37.5877,145.4559,51.58,231.07,0.98,False
4bce19,36.8673,34.7193,255.06,100.81,0.0,False
a3a93b,37.1612,-109.6944,240.74,25.03,0.0,False
152049,57.7385,62.9647,193.31,261.89,-0.33,False
8a08d8,-3.2411,111.9188,230.85,65.09,0.0,False
780171,25.0577,121.1965,65.29,49.15,-3.25,False
a4794e,33.6397,-84.4273,1.03,143.44,,True
a33327,32.7238,-97.1609,114.21,180.26,-7.15,False
780170,32.0155,132.1773,319.65,59.43,0.0,False
a086d8,37.056,-76.7188,279.62,105.8,0.0,False
a3e911,37.9742,-110.9186,176.6,245.75,0.0,False
a7f44d,32.897,-117.1943,125.59,132.84,0.0,False
89906e,24.3144,118.2224,97.89,313.51,-2.93,False
89906d,33.2705,131.5391,186.5,214.44,0.0,False
46bc39,41.886,21.6877,97.89,156.13,8.78,False
a0cfbd,42.1842,-86.6345,191.11,282.28,0.0,False
c1e997,51.1281,-113.9944,5.14,345.94,,True
aceb61,36.9505,-116.7464,238.59,145.45,0.0,False
a03989,34.0524,-110.5676,215.36,283.54,0.0,False
899088,35.7613,140.3817,3.34,157.5,,True
a349be,27.2748,-81.5343,185.48,169.94,-10.4,False
ad2573,34.0229,-105.7991,278.02,108.67,0.0,False
899081,14.0017,100.9376,116.39,16.43,-4.23,False
ac4bfe,31.9197,-80.7002,248.96,25.72,0.0,False
040187,39.5523,20.7983,228.86,326.27,0.0,False
ade8ff,31.128,-88.3289,199.0,221.44,-10.4,False
a7a4e6,37.685,-120.652,227.26,163.7,0.0,False
4d0102,43.1297,-82.039,278.32,65.42,-0.33,False
4d0101,61.3066,-147.7153,247.9,86.55,7.8,False
ade8fa,37.6151,-122.3609,57.53,297.71,-0.33,False
ad6bdc,30.408,-95.7111,194.35,282.38,0.0,False
89907a,33.4775,126.4099,210.75,199.98,0.0,False
adc2a4,28.4789,-81.1238,236.93,347.71,3.9,False
884808,12.8697,99.8617,58.17,38.9,0.0,False
a874e1,36.6733,-76.0372,182.25,203.45,0.0,False
884807,14.2254,101.6123,61.71,118.92,0.0,False
884806,12.8456,101.1996,68.42,226.83,0.0,False
899097,24.9565,121.0682,89.34,48.97,-6.5,False
adc2a7,41.0003,-100.9811,182.96,254.67,0.0,False
a42a91,39.3233,-103.7684,165.09,304.33,-9.1,False
abd26b,31.9118,-107.6343,197.08,274.34,0.0,False
89904e,35.5999,140.2687,146.97,224.43,7.48,False
040170,41.8961,18.6566,230.7,322.34,0.0,False
a7e151,60.3136,-150.8514,235.56,198.59,-0.65,False
89904b,24.5396,118.1282,0.0,140.62,,True
a7da65,44.122,-118.2852,211.47,299.43,0.0,False
869210,35.7814,142.9514,304.8,79.2,0.0,False
a9ddb0,39.7858,-72.7807,248.46,135.42,7.8,False
7c3a6c,-41.5593,147.223,49.24,327.8,-1.95,False
c04051,40.6613,-74.8183,179.57,219.07,-0.33,False
89905c,41.6121,141.1364,226.58,20.33,-12.68,False
c1e995,51.1286,-113.9932,2.57,180.0,,True
a3117c,30.6388,-82.6286,250.37,142.09,-5.53,False
aceb76,42.9477,-86.4176,288.11,106.49,0.0,False
899076,41.7723,140.5135,207.91,200.72,3.25,False
a6ba75,32.5811,-111.5032,54.64,311.95,0.33,False
a6e767,37.428,-77.1107,105.15,233.35,-4.55,False
a13349,42.4653,-76.7424,198.13,209.56,4.88,False
a7f40f,32.3647,-93.9924,181.42,264.47,0.0,False
89902d,34.7458,137.0373,164.7,248.56,0.98,False
89902a,42.2548,141.2238,180.61,215.73,6.5,False
0d085d,36.2538,136.7898,325.65,90.27,-0.33,False
a060ae,29.5591,-98.3168,138.17,221.23,-4.23,False
8940ca,40.6092,20.1831,200.12,269.71,0.33,False
a4dad4,40.7011,-74.155,64.04,275.07,-3.25,False
c1e956,43.6786,-79.598,6.94,225.0,,True
899046,33.2679,135.0704,157.19,252.87,0.0,False
040141,43.2348,22.2287,230.99,333.26,0.0,False
a00c80,40.3413,-74.5408,167.45,130.64,0.33,False
a203b0,35.3231,-82.6084,153.91,150.35,-7.15,False
040143,45.9161,14.6578,219.19,312.53,-0.65,False
406ec7,46.865,19.6414,225.26,300.31,0.0,False
7c79d8,-32.2162,116.3363,58.18,111.8,-3.9,False
a1dcb4,39.0478,-78.1331,167.21,142.25,-7.8,False
7c79d6,-32.4592,115.8864,48.91,112.25,0.65,False
a5a11a,44.5616,-88.4498,188.47,297.82,0.0,False
c07980,51.194,-114.3788,42.71,178.62,-2.6,False
7c79cb,-32.2214,116.145,56.88,245.98,0.0,False
a1efe7,47.7881,-118.071,214.77,272.75,0.0,False
706210,25.4038,54.4418,166.89,280.48,-0.65,False
c1e972,51.148,-113.9931,1.29,357.19,,True
706211,28.7695,46.0911,189.94,274.66,0.0,False
04014e,22.3481,86.6857,287.78,82.81,0.0,False
c1e973,51.1328,-114.0104,2.06,191.25,,True
4d012d,41.6555,-71.6161,319.29,59.18,0.0,False
4d012c,51.828,-7.8652,276.76,82.2,0.0,False
a874a4,28.2438,-87.1719,276.14,101.5,0.0,False
c8195a,-39.8013,175.4033,123.15,18.51,0.0,False
899055,22.0038,114.2787,223.83,120.99,11.05,False
c8195b,-40.2474,176.0931,140.12,218.89,-0.65,False
899053,22.3145,113.9145,11.32,250.31,,True
a4e1d2,33.7078,-112.0605,42.68,105.38,-1.63,False
89900d,1.1623,103.8985,93.35,23.03,-2.6,False
a13325,33.3297,-83.6182,91.26,156.76,0.0,False
4d0117,40.5991,-73.708,72.88,300.55,-4.23,False
ac17b0,32.0069,-103.0553,197.47,257.67,0.0,False
a79d78,46.8507,-95.2407,189.81,286.37,0.0,False
4d0118,29.0038,-97.0651,251.3,54.16,-9.1,False
a0bcb2,40.7817,-102.0675,176.72,282.78,0.0,False
899020,41.7832,141.2227,204.96,20.57,-8.45,False
040124,42.924,8.7018,231.55,281.53,-0.33,False
7c79d1,-32.3485,115.8887,49.2,158.53,1.63,False
781535,24.6725,118.2685,254.32,46.07,0.0,False
a2af23,34.9352,-87.6348,195.76,326.69,0.0,False
781533,24.4083,117.9378,85.82,52.31,0.33,False
7c79b7,-34.7952,138.6348,49.87,201.8,-0.33,False
8940c3,46.6624,20.6336,205.81,294.52,0.0,False
04012b,42.6732,13.7624,222.55,308.62,0.0,False
a02681,40.77,-73.8593,0.06,351.56,,True
a203a9,40.6332,-103.355,255.57,145.41,0.33,False
c1e949,43.6759,-79.604,3.86,213.75,,True
7c0601,-34.5479,147.9825,97.32,34.45,-0.98,False
8940c9,25.0995,55.4072,179.81,276.9,-0.33,False
a0267b,32.237,-85.5968,259.28,142.9,0.0,False
040134,43.6494,16.7653,229.7,321.0,-0.33,False
780e59,22.6878,113.5155,220.19,195.72,0.0,False
040132,42.8306,12.1625,225.33,309.91,-0.33,False
a5031a,33.6957,-111.5631,144.6,215.44,-3.58,False
a3cf6d,39.2074,-113.9234,278.61,79.79,0.0,False
a49f87,41.7728,-101.3979,191.56,257.12,0.0,False
781ff6,49.5309,14.6832,265.14,191.53,0.0,False
a2fcf2,37.2611,-113.0295,199.87,331.06,0.0,False
507c83,51.2652,51.2097,196.62,298.78,0.0,False
7813b4,23.0731,113.4729,136.04,248.48,-3.9,False
869278,41.1241,140.8952,243.37,20.54,-12.35,False
7502cd,25.7511,119.4797,226.15,19.26,-12.03,False
a13386,42.0217,-79.5347,278.52,100.11,-0.33,False
a75634,43.2478,-84.2751,205.33,268.56,0.65,False
c029dd,43.6814,-79.6182,2.83,78.75,,True
a2536f,39.389,-107.1755,181.04,247.44,0.0,False
aa141e,34.9578,-82.3597,110.65,181.6,-9.1,False
7c4d48,-38.0539,145.4385,82.1,283.78,-0.65,False
a7b927,39.5566,-104.8502,38.75,354.67,-3.9,False
a74f33,38.8815,-77.1405,178.61,225.12,0.0,False
76cce2,40.6299,-73.7759,35.5,300.94,,True
a3866d,32.9083,-95.3566,211.79,248.48,0.33,False
406f76,43.4632,-67.2248,296.21,58.13,-0.33,False
76cce7,1.2502,103.9357,82.55,22.73,-4.55,False
a2c992,37.5322,-122.3291,159.76,157.07,-6.18,False
a6dfaa,41.756,-95.9004,173.23,261.46,-0.33,False
0d0842,37.7814,-82.7539,235.81,171.22,-0.98,False
406f72,48.1152,-111.3819,273.75,75.86,-0.33,False
a683a8,38.0259,-75.1071,181.88,208.74,0.0,False
a37347,31.1519,-85.0319,205.23,313.58,-0.98,False
a7563a,33.6419,-84.4261,0.0,90.0,,True
ab3ef8,37.4815,-121.0598,49.18,344.22,0.0,False
c07971,45.4588,-73.7454,0.0,177.19,,True
a1d0a3,40.8178,-78.1866,241.76,79.46,-0.65,False
a5b3b1,41.9667,-87.915,7.72,312.19,,True
a24014,33.8573,-83.8688,293.24,86.58,-0.98,False
0d083f,19.9061,-99.3323,160.47,265.59,-2.6,False
c04c36,49.64,-108.4,261.27,103.9,0.0,False
780cdc,25.3915,118.338,171.83,327.59,0.33,False
5140d8,47.0121,22.2975,207.17,303.45,0.0,False
a1dcf2,37.9966,-111.0515,185.02,242.15,-5.2,False
acaec8,33.11,-87.5222,184.8,262.32,0.0,False
a24c73,39.3683,-95.2594,282.24,75.43,0.0,False
abd204,28.4592,-81.2904,90.94,21.92,6.5,False
507c96,33.344,30.9345,228.51,358.32,0.0,False
5140c6,50.0663,7.5904,188.53,284.38,-4.23,False
a61c53,27.3242,-81.3552,238.26,330.22,0.0,False
ac4bb8,35.8049,-86.2698,124.16,289.86,-8.78,False
c1e903,43.6664,-79.6108,2.83,50.62,,True
7c6749,-37.8117,144.578,59.39,284.04,-0.65,False
a5b3ad,48.1239,-90.9555,211.39,280.52,0.0,False
c1e904,43.6763,-79.6044,3.6,47.81,,True
0d0866,32.5207,-115.4049,201.11,302.15,0.0,False
ab8e6c,35.4546,-119.2292,222.11,346.61,4.23,False
780cfb,25.6289,117.8873,182.04,161.21,-7.8,False
851bdc,33.7708,137.4946,312.2,77.73,-0.33,False
a8aaff,35.721,-80.0963,182.63,257.8,9.75,False
a37389,29.3003,-95.2846,203.06,277.86,0.0,False
7502b3,4.2371,112.4533,212.27,68.53,0.33,False
7502b0,0.3102,104.0427,236.59,348.71,0.0,False
ad7ece,26.0422,-80.5443,154.9,335.05,3.25,False
a6492f,39.9083,-86.1438,276.0,76.2,0.33,False
498421,47.2272,21.4336,208.92,302.63,-0.33,False
a7e158,38.4412,-82.1386,156.03,287.66,-4.88,False
407698,42.0062,-71.7331,295.51,56.86,3.9,False
0d0804,19.4646,-99.2351,122.46,178.8,-6.5,False
ac4bdd,40.6156,-98.4871,275.75,76.4,0.0,False
a3cf4f,40.855,-74.1027,100.35,164.54,-0.98,False
a50f50,36.5476,-120.9476,122.97,316.02,-7.15,False
a2b698,31.6595,-86.5554,200.8,177.65,0.0,False
04019a,22.4405,90.2963,278.46,97.22,0.0,False
c05f0c,51.0898,-119.7449,229.96,53.0,0.0,False
851bfe,34.4849,135.5282,315.48,83.26,0.0,False
868b50,33.297,134.5934,157.63,244.69,0.33,False
89909f,35.0625,139.4298,173.33,258.36,12.35,False
abe579,37.453,-83.7466,191.92,358.92,-5.2,False
7c6786,-27.5788,153.1273,138.37,200.46,12.35,False
89909c,33.6493,132.6735,333.84,62.96,-0.33,False
0d080e,19.0801,-99.0284,140.65,9.05,-1.63,False
a6f9b3,35.2358,-106.2998,186.06,245.84,0.0,False
ac52e2,38.0736,-92.8301,177.17,287.75,0.0,False
add667,34.4435,-97.26,191.43,352.59,-6.18,False
8463b5,38.4612,138.654,216.73,206.2,-0.65,False
ac03ee,36.1214,-96.854,212.63,349.97,-9.75,False
4afb39,59.6585,17.9388,4.63,255.94,,True
c1e7fe,43.6637,-79.6146,1.8,45.0,,True
78028e,-33.7262,151.2081,110.71,260.1,-7.8,False
a038ff,42.7471,-112.0072,178.68,284.68,0.33,False
a8bf91,43.0808,28.466,271.84,129.63,0.0,False
a0753f,41.2592,-95.0839,92.72,195.12,-2.6,False
ac4c8a,37.3722,-98.4451,281.27,120.93,0.0,False
ac03ff,34.0816,-115.1932,274.09,56.25,5.85,False
ad7f96,34.076,-117.5165,161.55,280.27,0.33,False
4afb3d,59.6381,17.9142,0.13,357.19,,True
ac536c,45.5314,-118.7145,221.64,316.79,0.0,False
7c52fd,-33.9166,151.1682,58.93,167.91,-2.93,False
7c52fa,-34.8892,150.055,185.55,3.5,0.0,False
7c52fb,-29.7488,153.0918,150.37,177.45,0.33,False
a98f6a,32.8859,-79.6931,288.74,32.19,0.0,False
add66c,37.1202,-82.7888,263.71,53.49,0.0,False
a158c9,34.1679,-99.2411,279.55,119.91,-0.33,False
3807ba,53.7345,-2.7988,246.17,153.43,0.0,False
ac537f,40.8182,-75.0448,173.3,238.1,0.33,False
851c42,42.0945,140.924,202.79,204.74,4.23,False
adb014,27.1859,-78.7055,267.07,30.57,6.5,False
c1e7f6,43.6769,-79.6006,7.72,225.0,,True
50840a,29.4078,31.9698,255.69,143.59,0.33,False
4afb24,59.6489,17.9233,0.0,0.0,,True
4afb21,59.6486,17.9232,1.03,39.38,,True
a55e14,33.3559,-117.2505,3.34,286.88,,True
76cda3,43.5089,28.8541,226.88,310.77,0.0,False
76cda4,-1.3579,105.3555,245.61,156.55,0.0,False
76cda2,45.0133,26.0217,232.64,305.1,0.0,False
76cda6,40.0696,42.8346,228.57,265.61,0.0,False
a7a690,40.5915,-104.5651,38.12,211.76,0.0,False
ad6040,33.6454,-84.4139,11.83,90.0,,True
ac538f,39.863,-104.6851,7.46,180.0,,True
7061f6,29.224,47.99,10.8,151.88,,True
4afb1d,59.6489,17.918,7.2,11.25,,True
a9e642,39.5888,-79.8024,167.76,6.51,-5.85,False
acf0da,32.7606,-97.0268,85.91,359.66,-3.9,False
406f3b,46.8395,20.4255,229.45,295.07,-0.33,False
acf0db,40.7748,-73.8746,0.0,106.88,,True
c818db,-39.8056,175.8896,141.96,201.92,0.33,False
7c671d,-33.8517,150.7135,62.63,294.25,-2.28,False
76cdb1,43.2846,29.0508,227.59,306.64,0.0,False
394a00,49.4866,-1.5039,250.93,98.01,0.0,False
76cdb4,43.2856,29.2273,233.52,310.53,0.33,False
76cdb9,45.4627,23.2132,227.58,292.74,0.0,False
76cdb6,33.9672,-118.2738,94.85,250.68,-4.88,False
76cdb7,40.1334,45.266,265.97,89.67,0.0,False
a1f884,30.423,-86.4186,81.05,298.84,-2.93,False
a05b78,37.4073,-78.6023,182.39,219.39,0.0,False
394a06,53.1965,-2.0107,260.99,157.88,0.0,False
347518,40.0774,-4.3911,196.23,72.61,-9.75,False
76cdad,-25.8864,29.3761,217.36,253.92,-9.1,False
a4e35f,51.6892,-2.8438,257.26,98.16,0.0,False
aa1f97,25.8046,-80.2604,63.38,266.74,-3.58,False
76cdaf,21.9741,114.0344,144.61,298.94,-3.9,False
7c6724,-34.3549,150.3627,55.93,214.13,2.28,False
a4d040,61.1698,-149.9771,31.38,87.19,,True
a6f9fa,40.6333,-77.4382,253.13,0.7,0.65,False
76cdc2,40.5975,39.0575,225.43,290.3,0.0,False
a4e368,32.3728,-85.0945,83.18,5.32,-0.33,False
394a15,42.7655,17.3664,210.32,299.45,0.0,False
7c6727,-32.0906,115.8817,,115.31,,True
7c6725,-33.7343,150.1778,61.84,261.87,-0.65,False
ac407d,38.6049,-106.0529,194.08,251.61,-4.88,False
a706ea,63.5275,-151.3303,227.66,167.47,0.0,False
86da5c,35.4051,139.7,148.51,281.39,20.16,False
a18247,43.896,-102.764,213.22,294.22,-0.33,False
ac181d,38.3535,-75.3917,280.46,9.93,-0.33,False
a3b05d,44.491,-122.719,216.1,4.1,-11.38,False
a1820b,34.2498,-118.5369,169.16,328.05,5.85,False
a6235b,21.0486,-157.4359,183.84,115.7,7.8,False
a2fe21,32.6336,-95.4174,266.93,94.86,5.2,False
a85c3e,42.0143,-72.5888,84.41,224.01,-4.55,False
8881ee,21.4102,120.4179,215.8,231.0,0.0,False
a07579,33.6495,-84.4288,25.72,270.0,,True
a33843,42.3674,-71.0149,0.0,334.69,,True
750484,3.3538,102.1985,224.83,269.21,0.0,False
750485,18.1444,120.525,232.02,6.62,0.0,False
aa6e58,34.8758,-111.3841,174.76,261.54,0.0,False
750480,1.9235,101.5442,196.97,183.89,8.78,False
781540,34.7986,139.6028,176.38,61.04,-8.78,False
c0171a,43.6812,-79.6263,5.14,227.81,,True
39644a,38.8407,2.0537,229.29,353.69,0.0,False
a44560,42.0469,-87.8767,141.07,87.7,15.61,False
c01732,-28.2894,155.8377,269.35,40.35,0.0,False
5082ef,30.1072,31.3903,229.28,170.83,0.0,False
750475,22.5486,113.8428,87.66,333.13,-3.25,False
780e69,33.403,132.7049,311.64,74.59,-0.33,False
c01734,43.6669,-79.6246,0.0,137.81,,True
750478,-7.2226,113.723,240.19,131.44,-10.73,False
ad36a8,36.3174,-121.2559,184.4,322.14,-11.05,False
8940a2,46.4756,21.3016,198.2,303.03,0.33,False
a3c2be,27.627,-80.981,240.76,343.62,6.18,False
4074bf,51.2706,0.9727,62.25,89.53,0.0,False
a5521c,32.0644,-114.5591,212.63,302.65,0.0,False
48c5eb,49.1178,11.0947,161.54,122.78,0.0,False
a37eff,38.9671,-109.6655,269.26,127.0,6.83,False
a18284,38.0613,-103.6928,287.6,75.81,0.33,False
899014,61.2271,-150.1064,102.9,269.14,4.23,False
48c5f9,50.5688,12.56,144.49,81.81,-0.33,False
8940a4,23.8081,90.4271,109.47,143.02,5.85,False
a4453e,36.1035,-115.1505,91.34,27.14,16.26,False
a7db08,42.4759,-80.1476,210.5,274.35,0.33,False
780237,24.3685,120.5495,214.1,227.53,0.0,False
ac4c21,37.1972,-100.5402,288.27,71.37,0.0,False
a385da,28.8208,-83.3395,210.68,182.94,-7.8,False
a43e60,38.442,-109.4239,200.68,268.82,0.0,False
394a0b,43.5368,-63.5732,291.27,83.92,0.0,False
780231,40.1628,-106.2033,195.01,316.07,0.0,False
ac0fdc,37.5515,-121.6182,147.25,260.14,-3.9,False
aac3a8,33.2682,-111.8155,5.92,50.62,,True
75044d,47.9494,16.7905,227.55,295.87,0.0,False
78022e,46.0858,21.6672,225.82,294.64,0.0,False
040204,41.8788,12.2477,73.38,162.45,-3.9,False
ac16bb,32.8343,-96.8302,76.76,315.81,-3.9,False
48c5e8,48.9362,7.4089,157.58,177.38,0.0,False
ab5993,27.1524,-82.5635,192.52,145.12,-6.18,False
a4f5f0,57.5196,-172.2832,246.38,258.92,0.0,False
a622bc,34.7951,-89.592,278.61,132.23,0.0,False
781579,53.3879,14.1904,251.15,203.41,0.0,False
a74ecc,43.6846,-59.9069,305.39,72.45,0.0,False
396441,39.4501,2.1235,220.16,351.26,0.0,False
396446,31.8646,35.3398,196.73,289.71,0.0,False
750470,3.5352,101.1314,236.35,312.27,0.0,False
0d06c1,17.4782,-97.4732,218.99,134.62,-9.75,False
