balloon_id,latitude,longitude,altitude,speed_kmh,direction_deg,speed_kmh_1h,speed_kmh_2h,speed_kmh_3h,speed_kmh_5h,speed_kmh_7h,speed_kmh_8h,speed_kmh_10h,speed_kmh_17h,direction_deg_1h,direction_deg_2h,direction_deg_3h,direction_deg_5h,direction_deg_7h,direction_deg_8h,direction_deg_10h,direction_deg_17h
balloon_537,-18.482262280553925,-68.6725876539588,9.2935643900043,23.744942316291617,249.16694268521448,23.744942316291617,26.785091516311496,24.6493382573291,21.979828404629856,19.002769068768472,17.68446905636431,16.742231932610366,19.473398375790925,249.16694268521448,245.88301376310525,242.53464174400133,234.91038691527208,222.9201426862149,211.7150225887384,198.7476305607079,163.5510486301505
balloon_538,57.91032900970234,123.86091765755938,19.327007195717428,46.71220693383607,137.09209858218463,46.71220693383607,56.99685751844326,58.02509454337684,59.05656947927466,60.87115479631867,61.98408241136166,63.056199773429576,64.78081624331723,137.09209858218463,141.54894210540272,146.14696324896994,152.3454758243721,160.3650887288611,165.91863574479066,170.63384988821724,182.21143159292845
balloon_539,-40.11602711957999,-176.98809440381862,2.028989277487071,172.2251496028228,336.2063993706776,172.2251496028228,214.8228811373509,223.10725935206705,236.14299830261385,252.6434832044393,264.97610451997423,276.4356185202064,305.6910008985977,336.2063993706776,333.7728531186655,331.3109264261498,327.39514977528177,322.7876595996114,319.7938577211363,316.139891071522,304.35361482401595
balloon_540,-8.3227875564149,-172.14978971594206,5.152613452863018,50.29648340476695,228.87754713208676,50.29648340476695,51.03065051435773,40.89625495990051,27.792656605656155,21.653074627875583,30.556234766520532,44.66536369851384,93.2044317864262,228.87754713208676,232.5992519684076,239.0351447349909,257.26452981592365,310.44623347501187,344.2501993660401,0.0830595650493251,16.978708169054357
balloon_541,45.79144280503347,46.99752710770028,21.985919596538892,168.5929063549818,121.1237029498564,168.5929063549818,199.47063451194745,196.13659171305085,190.746156392657,182.720748525697,176.45646451185854,169.61686441901253,147.28264448178317,121.1237029498564,122.9658550036374,125.14747574786054,127.71525989522598,131.82004128460778,135.27965414899126,137.75343138877406,145.077113870738
balloon_542,14.95127715852577,-149.88146476119675,7.920062918214997,390.7757031399827,264.8005551420912,390.7757031399827,478.198968904591,487.7971085230728,500.0,500.0,500.0,500.0,500.0,264.8005551420912,264.21623635341246,263.5800569841315,263.38490226260535,262.80942660422,262.2443708234052,262.9331534870451,267.57774005448107
balloon_543,26.917217714616708,177.93795201923183,2.5065586538585283,16.85193443686113,286.1372318752891,16.85193443686113,20.080420553448885,20.1296210776087,20.076450945312192,20.194775626056664,20.128857136905665,20.2518726197996,20.53398839200729,286.1372318752891,284.94378837806846,284.13362704234856,282.0905685691949,279.7371396623563,277.83142178604993,276.8311005103818,272.8749931833765
balloon_544,-55.23991317725372,-108.66932864853604,15.742281316874449,70.01177097085083,36.22644217174627,70.01177097085083,84.18363029245532,84.2888099867937,84.54029464168528,84.33493889680094,83.92212055848726,83.1389955813982,79.76689949058505,36.22644217174627,37.14298557389941,38.09931873394726,39.53928513641,40.68130071555123,40.94301625037804,41.43761306547509,41.27131597301547
balloon_545,46.95847090787033,-10.176613806899704,14.200153046359974,96.04300350650078,26.311703812148835,96.04300350650078,116.93269430013714,118.34259721827527,120.50441428938392,122.7762166306065,124.09479065487568,124.91216931592469,125.21208160125106,26.311703812148835,26.871020789565307,27.487620111528543,28.40903869066915,30.198805781530268,32.176456208604804,33.50270358225953,37.28705850944277
balloon_546,79.3375478743245,111.78343379353024,21.57892931544103,48.4553953244616,169.1710452961969,48.4553953244616,58.672663688831406,59.02637365490994,60.3609532672528,62.792275393056954,65.38651689430473,68.6031125672309,81.43146544484716,169.1710452961969,172.50713083023868,176.24076294600127,181.93645064115563,189.7597213486919,195.27457560997323,201.09436104882292,218.99843240858607
balloon_547,53.39826253324201,145.12445053213273,11.681395382068782,87.07092543617716,147.77130222980531,87.07092543617716,105.63873296688386,106.3929443001375,107.50644438493964,108.39608455839284,108.60382658088996,108.36712684555644,105.1482959716709,147.77130222980531,151.39048028708328,154.9105573095802,159.54226126820208,164.97379098205454,168.48149078078154,170.878878157906,174.0599535686065
balloon_548,-27.913948127905964,-14.279103155180632,14.968334479323914,229.09318574471965,283.7285672586137,229.09318574471965,276.81784573490626,278.3290641491973,280.34213309192836,281.3995840119558,281.2601304207601,280.3380402843612,270.86262277741514,283.7285672586137,282.62821690675594,281.48132357352995,279.1174266953699,276.57786127705856,275.13284486723387,272.4464685626977,262.9929107743095
balloon_549,3.731331799512846,68.17775282209897,13.021415085684096,73.04461042912443,105.53742641535814,73.04461042912443,88.18372850925363,88.76564495541294,90.11771738621565,93.04025266369888,95.99017915403915,99.6385178985684,114.41076903676849,105.53742641535814,102.95083399397708,99.76205997646208,94.45457773377336,86.65681974995312,80.50670513234229,73.90447535079636,53.232456166525026
balloon_550,-3.5286054237840463,148.25087665842733,4.899761250691487,98.20759965103753,2.8711060258168573,98.20759965103753,115.3604607294015,112.36620503549634,107.67901043608452,100.25618052416596,94.29125081383036,87.39245260618698,64.01589133152243,2.8711060258168573,5.8839375137091565,8.947020779821742,13.115185069127564,17.963500950307093,20.857777416999284,23.159766864090106,23.352546460025735
balloon_551,-21.326780258680262,-102.53020519612808,21.37615277646421,402.0206037934271,271.35499691803625,402.0206037934271,484.48206318522625,485.7713707176879,486.53061786921046,485.437749219278,483.1880205905291,478.9956819027517,456.8285168334052,271.35499691803625,271.0210371934981,270.7339419088266,269.4218247567568,268.6778616509693,268.8803647394646,267.34728602556686,260.94340626586563
balloon_552,-8.374641006968865,-100.5706454974928,6.5286958675991205,59.70286657533869,47.35569109855601,59.70286657533869,73.34354730762821,75.2858174101624,78.56585673628469,82.88276640424807,86.2335866908011,89.74733344046356,99.68212805838894,47.35569109855601,49.55371553286517,51.87046078291689,55.07605216854569,58.9772083448849,61.52620440765992,63.92683041392985,69.90515079296028
balloon_553,-12.983470871850727,165.15823404096233,2.9831714880133475,249.9839688726863,278.51753373606766,249.9839688726863,286.4537140757278,271.30199431442054,248.67062548066235,218.25038480942115,195.69141146605855,173.85624688073435,116.91911737533118,278.51753373606766,277.53739491635093,276.4558657653057,274.12883669432324,270.589454470887,267.3927978346217,262.8937071508564,241.0757043516248
balloon_554,52.70061114922912,105.17725992030653,11.586088847975375,197.86543442988668,106.370251613658,197.86543442988668,237.29378828560664,236.58831574242365,235.4036103304592,232.6308483749228,229.69624378190764,226.27760473417135,211.60534525896932,106.370251613658,108.23456275783968,110.40291472644763,112.17654866475608,115.68477548614686,118.8795374435307,119.73651131851318,119.4456888473104
balloon_555,-49.09621676999336,170.5357125320595,2.9838223019602896,100.756922973775,65.08182713917125,100.756922973775,123.54680529105325,126.57525469358258,130.82874066202191,136.26054789271367,140.0515854921342,143.67332486985123,151.92683857636536,65.08182713917125,65.44361706017162,65.32518284155265,65.76960044637167,64.88674986511592,63.49438118630991,62.81747432812472,60.63462693306491
balloon_556,42.93435668811512,-25.057405036210536,2.318889278117757,130.47492737431918,204.2656741665529,130.47492737431918,147.70883930430475,137.74066231210273,122.84666190106783,102.19739576489452,86.80306328140166,71.98858283960628,42.91280164586714,204.2656741665529,203.73625860300433,202.8771482202108,201.281284873122,197.5318539361888,193.0894208939757,186.57916732817725,136.62762035037144
