hours_ago,latitude,longitude,altitude,balloon_id,speed_kmh,direction_deg,time_diff
2,-63.58655650560143,69.33009479803196,21.51285060963027,balloon_102,46.17042216543109,112.54707739722824,1.0
4,-63.85758478145969,71.22495779512165,20.440708018697197,balloon_102,49.01251562921022,108.75228812628075,2.0
5,-63.96932021317387,72.25433948979327,17.35583382345504,balloon_102,51.842354506882714,104.3280597179841,1.0
7,-64.1280355902229,74.46660468153401,8.90956835056042,balloon_102,54.53974522280972,100.3039913591989,2.0
12,-64.07814204840992,80.6914597106321,6.11561673726718,balloon_102,60.44779816710518,91.75007806066532,5.0
14,-63.84398727183336,83.33916233610267,14.476550773178984,balloon_102,65.91370947596593,79.80119537527003,2.0
18,-62.96400965706757,88.5987358056722,21.055545796301878,balloon_102,69.85405273287694,71.8739716346318,4.0
21,-61.948660780516136,92.29263467573,10.147447670705535,balloon_102,73.63714810190815,60.918977543924655,3.0
0,-46.064027915173696,35.349426779198204,4.216066202105173,balloon_103,102.37663802059606,51.20951907101937,1.0
1,-45.48263500291251,36.37297529859338,3.876193251643736,balloon_103,102.37663802059606,51.20951907101937,1.0
2,-44.8611480205862,37.53466273002931,3.5021202585135462,balloon_103,114.31564155757027,53.21944893311456,1.0
4,-43.876558900001484,39.66630624196995,2.871201932498918,balloon_103,100.8609905136864,57.88076085616393,2.0
5,-43.52402922344548,40.651912374666075,2.617195227997076,balloon_103,88.39844173449225,64.0176920669889,1.0
7,-43.11319506938152,42.498528670637405,2.2376996030839393,balloon_103,78.10780763660657,73.63164630216914,2.0
12,-43.926588090567904,46.61674812601328,2.0698376922952963,balloon_103,68.82245586897818,106.64838114584222,5.0
14,-45.01936815395763,48.14991523334347,2.3182264483409334,balloon_103,85.96800692385455,135.5019646980972,2.0
18,-48.54923001426394,51.1654188253728,3.3334437069006526,balloon_103,113.659430961322,150.76347395476387,4.0
21,-52.35988437355048,53.507016083745995,4.510887846032819,balloon_103,151.64592336190307,159.52977636516744,3.0
0,8.84447521257418,-5.923449364832338,19.765322523370628,balloon_104,351.24024860353717,118.77028103520627,1.0
1,7.314379188321815,-3.1321945542697067,18.20268194337202,balloon_104,351.24024860353717,118.77028103520627,1.0
2,5.333056056160174,0.059911940464706624,15.939777873892707,balloon_104,415.9120308445227,121.8007327203253,1.0
4,0.9762715124020933,5.912813007105581,10.770820959571063,balloon_104,405.2043567427173,126.51309757850908,2.0
5,-1.3583963202451128,8.576288971701267,8.223237652163004,balloon_104,393.8203064659166,131.23368112830258,1.0
7,-6.241216450785558,13.406157919084738,4.071506881499569,balloon_104,381.37108300561437,135.51004087458307,2.0
12,-18.90840269626978,22.797784228215537,4.130995413774794,balloon_104,347.4385302012266,145.0236832167393,5.0
14,-23.86366202782964,25.59437888467814,8.313234317509679,balloon_104,311.1930516281009,152.77607416769092,2.0
18,-33.10866006087713,29.71189292786439,18.27790771613217,balloon_104,275.9118907259158,159.5777655130264,4.0
21,-39.20337135222288,31.59215420535864,21.950197459717764,balloon_104,232.78619392880967,166.56062954924892,3.0
0,55.23355142057452,50.44583774645691,12.124895482868858,balloon_105,103.79805821995748,33.40861841427676,1.0
1,56.00938834032414,51.36520437411839,10.436163125970026,balloon_105,103.79805821995748,33.40861841427676,1.0
2,56.926026787286695,52.65400945281715,8.472624226579029,balloon_105,129.0528109993083,37.30044894644914,1.0
4,58.6491212359684,55.90783483837444,5.057535102272646,balloon_105,135.901039004542,43.820752410978685,2.0
5,59.423199448771825,57.89609771360991,3.7467198656862877,balloon_105,142.63361324345792,52.03539842488203,1.0
7,60.70432556114746,62.61526540279481,2.185928812720631,balloon_105,149.0052956672341,59.422957990747705,2.0
12,61.47877322277065,77.610758668553,5.2068859396560745,balloon_105,161.76353782460234,77.36418718368122,5.0
14,60.55010175359888,83.78607899059726,8.665632749434385,balloon_105,174.1248686724048,104.52338496087384,2.0
18,56.63381085578536,93.82631119642049,16.562278801626487,balloon_105,181.36731201395028,122.44864597002453,4.0
21,52.3364203963808,98.5160265457082,20.838544517724465,balloon_105,188.4956419419441,145.6965352934361,3.0
0,31.538197943605585,-88.77488608143295,10.013928409031893,balloon_106,43.95795001393809,356.3476790000823,1.0
1,31.932714949803852,-88.80455914732767,13.252124764641863,balloon_106,43.95795001393809,356.3476790000823,1.0
2,32.393988681082774,-88.87736447560357,16.93581472671559,balloon_106,51.747105355555945,352.4089697844791,1.0
4,33.26696827772646,-89.1531474163618,21.62863921219686,balloon_106,50.216294104620566,345.20815813454885,2.0
5,33.68156013841644,-89.35447990620247,21.93143109476886,balloon_106,49.73899072466143,338.0041288647809,1.0
7,34.4613492472479,-89.87947384485814,18.228730743428926,balloon_106,49.6401119284814,330.9991439486365,2.0
14,36.749241095407356,-92.9344484798529,3.1808104675055127,balloon_106,53.63700959657534,313.5294857430594,7.0
18,37.79730582102181,-95.43504765409568,16.63907677172316,balloon_106,62.516111458151435,298.52904814006416,4.0
21,38.4922442071175,-97.61337337190082,21.96526648048891,balloon_106,68.5209456217628,292.75016789457084,3.0
0,-1.5597740053206195,-36.93205502484991,12.81049650161448,balloon_107,160.73244625509872,264.36737237349803,1.0
1,-1.7011428033839913,-38.37121022599139,9.731371630788729,balloon_107,160.73244625509872,264.36737237349803,1.0
2,-1.8506524967160018,-40.07341429543847,6.345896156383288,balloon_107,189.9145297255,264.9520125554912,1.0
4,-2.0849767168940847,-43.38647354325554,2.2538874336993793,balloon_107,184.54931396943192,265.8962025147432,2.0
5,-2.167806615691817,-44.9951738098694,2.1066149709746362,balloon_107,178.993228183629,267.02083683016883,1.0
7,-2.2676118399618383,-48.10083761375623,5.707445681995887,balloon_107,172.6268541371365,268.09831464920285,2.0
12,-2.120531810605194,-55.13560445189283,21.24365460684176,balloon_107,156.3654107613694,271.06228441864783,5.0
14,-1.9111181701866427,-57.616427781657926,21.3847104019595,balloon_107,138.33287244770253,274.7836489118914,2.0
18,-1.2568216088117654,-61.94349410528133,9.334463361049565,balloon_107,121.60822022764354,278.5378973991485,4.0
21,-0.5792203012796591,-64.59369966513837,2.17056607601935,balloon_107,101.37692863673196,284.3200606711505,3.0
0,26.87591237073603,-100.47410648736181,21.43514902892521,balloon_108,118.72440503998789,213.07911255962742,1.0
1,25.979780722412748,-101.12234529291898,21.55210241608441,balloon_108,118.72440503998789,213.07911255962742,1.0
2,24.886281769810665,-101.90978317299624,21.674931310452674,balloon_108,145.04065782867744,213.2067088258413,1.0
4,22.63866302472559,-103.5128483598455,21.86223885319229,balloon_108,149.2240372578849,213.46148098988303,2.0
5,21.485948063328884,-104.32770904264984,21.926353378155596,balloon_108,153.23284630091766,213.38446924559562,1.0
7,19.129543604778227,-105.96871677079237,21.994897987289868,balloon_108,156.4719554902813,213.43769080003625,2.0
12,12.988942803580326,-110.10681089221842,21.816682057379126,balloon_108,162.6656290139153,213.52410879983304,5.0
14,10.457138641249234,-111.74978230061443,21.607050672384062,balloon_108,166.76892873801768,212.60260718764286,2.0
18,5.331433711295112,-114.97376038004575,20.95945704766224,balloon_108,167.8628387016508,212.1608412169554,4.0
21,1.4714249914487907,-117.30985707649899,20.284425468808315,balloon_108,167.14505124117827,211.21546632258003,3.0
0,61.513446213228235,-132.02596731426863,9.674369433499297,balloon_109,21.391290625875307,160.87483693960837,1.0
1,61.33162443543591,-131.8945859514746,6.315012816764712,balloon_109,21.391290625875307,160.87483693960837,1.0
2,61.10395705178876,-131.88928074572598,3.3320456239328102,balloon_109,25.31705132565873,179.35486046043786,1.0
4,60.6095465566957,-132.38382381253757,2.662120908793769,balloon_109,30.57564714653196,206.18806845801967,2.0
5,60.3445194154359,-132.88112026555228,5.104119733426564,balloon_109,40.13650747915044,222.9741918758092,1.0
7,59.774878207267136,-134.36616237460353,13.267346175817282,balloon_109,51.97013709001368,233.1006982599394,2.0
12,58.12114301795795,-140.8166851593807,19.13660668008477,balloon_109,82.5840102453744,246.3606305520461,5.0
14,57.36124583575093,-144.41794332202625,11.068491045682608,balloon_109,114.89695769377883,249.9587563713808,2.0
18,55.6634395877624,-153.18401276859225,2.4417993843776173,balloon_109,142.3757804396604,254.35141887019415,4.0
21,54.240167633029216,-160.9712503160355,12.594608256823713,balloon_109,173.83442693191185,255.56080826468224,3.0
0,1.261370422705652,37.91656067025003,2.61703170853621,balloon_11,168.73955469330318,127.76502057109388,1.0
1,0.3318007139438606,39.11616491809605,3.6753522099958573,balloon_11,168.73955469330318,127.76502057109388,1.0
2,-0.8056818458166223,40.63096973055787,5.538553506997756,balloon_11,210.6369337273524,126.90457707628048,1.0
4,-3.1524637771839887,43.8913704674626,10.599007974514835,balloon_11,223.2459857040688,125.80901214041097,2.0
5,-4.359860489387003,45.635073552115486,13.39919027388844,balloon_11,235.49038166311283,124.81223080241477,1.0
7,-6.8425430296633545,49.33639625572044,18.460057582825343,balloon_11,246.96016318670863,124.14834811733613,2.0
12,-13.389212800433317,59.767618828846295,20.595907822963408,balloon_11,270.71135377595755,123.35215426208003,5.0
14,-16.114257091273217,64.37623547234746,16.55120722258907,balloon_11,290.4024187085777,122.01466235534974,2.0
18,-21.669286070375144,74.28414042951532,5.937512044861089,balloon_11,302.7606795667729,122.18742608571569,4.0
21,-25.85090383326594,82.28779524623617,2.0292923856933918,balloon_11,312.52087171211616,121.2898434694294,3.0
0,-8.278035814626238,105.36791175551542,5.4904929407530085,balloon_110,191.94105865316197,327.40919544489924,1.0
1,-6.822642542623132,104.43160553025892,7.264520331553521,balloon_110,191.94105865316197,327.40919544489924,1.0
2,-5.049200220453381,103.38650972305305,9.675153867474759,balloon_110,228.57393916367124,329.5678267321778,1.0
4,-1.4600221298112142,101.54829369192309,14.789139933759692,balloon_110,224.11525131073918,332.8600171508227,2.0
5,0.33763563194857726,100.74299975651114,17.152286441665712,balloon_110,219.02737151039574,335.8649790411075,1.0
7,3.9001545546767438,99.33681966695785,20.7165499460984,balloon_110,212.91390645417695,338.49535776686355,2.0
12,12.281871855538421,96.74774886625083,19.102793869163225,balloon_110,194.90694891294794,343.16100375485576,5.0
14,15.299466034437792,95.96106354164935,14.69236796380689,balloon_110,173.06287839542713,345.8841750478805,2.0
18,20.55395332139823,94.55984943637131,5.096904452724046,balloon_110,150.6921461342562,345.97356034708196,4.0
21,23.695252348782542,93.48050717458024,2.005435795486136,balloon_110,122.18583087577464,342.54463653706546,3.0
0,35.68377455675343,58.486131721109075,4.6965005165849245,balloon_111,228.86188433291542,313.9083915097322,1.0
1,37.09696048286358,56.62712462981869,3.087066616583609,balloon_111,228.86188433291542,313.9083915097322,1.0
2,38.9280315719224,54.37202165488992,2.088189020457609,balloon_111,283.68263767697664,316.5523402393921,1.0
4,43.003534263719544,49.79839261873267,3.4352986261573104,balloon_111,296.9009725343989,321.2019741753476,2.0
5,45.240940214309575,47.47344646145649,5.628580751671385,balloon_111,310.35002336165303,324.0831685032855,1.0
7,50.08725577001087,42.72089031020761,11.845256050396657,balloon_111,322.7529884790603,328.2929988700325,2.0
12,64.0056427240776,29.38907639431436,21.948166105881057,balloon_111,347.4091869908658,337.95678589483543,5.0
14,70.08239048421306,22.36520439740125,19.129004338104753,balloon_111,370.0426374712582,338.93549929629285,2.0
18,82.03848197757902,-9.156490546458762,6.714433606246489,balloon_111,382.21902834714115,342.26126323248957,4.0
21,83.50167318660264,-102.52639180896587,2.0000047999123893,balloon_111,391.2504040171437,321.9231063404006,3.0
0,-23.243553958031924,74.956807036628,15.438268173708234,balloon_112,55.17159934673297,142.10240845782778,1.0
1,-23.63473567922464,75.28948338121299,17.06152179471917,balloon_112,55.17159934673297,142.10240845782778,1.0
2,-24.10796862129227,75.80286874396752,18.790290399118554,balloon_112,74.12189868839538,135.332400799977,1.0
4,-25.075103429852994,77.19838268385705,21.23774512547257,balloon_112,88.70323926522394,127.60193853351143,2.0
5,-25.568934067605436,78.0766673668606,21.843214560509246,balloon_112,103.9618001969922,122.07022933196424,1.0
7,-26.574739509653064,80.19255701550856,21.678969110151467,balloon_112,119.54912516071046,118.35020052087191,2.0
12,-29.214669729560388,87.5040338755027,14.361041329829096,balloon_112,155.19559226377152,113.90531337575362,5.0
14,-30.323445866173977,91.19998148374117,10.081674405539427,balloon_112,188.70782288715063,109.97686580614891,2.0
18,-32.62299604965179,99.82559086802783,3.297367042221447,balloon_112,214.18528503448303,109.58161049131644,4.0
21,-34.42061817558308,107.3011155205471,2.0869749985598567,balloon_112,240.3431461836992,108.13403051908239,3.0
0,-36.96822615077977,-76.76662189536556,2.125756176327922,balloon_113,179.63675995139153,19.54340203350256,1.0
1,-35.44392727024509,-76.10334225962863,2.469578563921944,balloon_113,179.63675995139153,19.54340203350256,1.0
2,-33.66443760117212,-75.33591958380423,3.1597921298584133,balloon_113,209.9783213663323,19.77275685973234,1.0
4,-30.27597266426042,-73.88512531527505,5.353841198809976,balloon_113,200.42436356542305,20.3497322020944,2.0
5,-28.671132679941525,-73.20688196004824,6.787656258007058,balloon_113,190.14388087493697,20.367725956374898,1.0
7,-25.652666891269295,-71.94088428297697,10.102757530673738,balloon_113,179.11825157365033,20.755789770737408,2.0
12,-19.27749730199635,-69.37176726437102,18.461910054389392,balloon_113,151.27488544847537,20.930145519044686,5.0
14,-17.219442746080595,-68.60884658378673,20.723546365249902,balloon_113,121.30555935026615,19.515649572495136,2.0
18,-13.984549492753567,-67.59781296935442,21.79267471251263,balloon_113,93.91064005834778,16.891580478374692,4.0
21,-12.350897910476291,-67.33314031735132,19.38413603349237,balloon_113,61.3000082461764,8.995176631286938,3.0
0,38.331932439820434,-135.17893274801395,21.7143705550698,balloon_114,59.080021148203805,53.401360724572044,1.0
1,38.64744426145812,-134.63276322033528,21.02647795194067,balloon_114,59.080021148203805,53.401360724572044,1.0
2,39.041155121781074,-133.98451179377471,19.703760580495448,balloon_114,71.19262375258393,51.85026644136815,1.0
4,39.87128310315989,-132.7200835248446,15.770373644579427,balloon_114,71.24648301549556,49.2251429732043,2.0
5,40.31090112480586,-132.10520495449018,13.397531192163541,balloon_114,71.59187699552183,46.73939687132605,1.0
7,41.231424710200415,-130.9086503794687,8.54639239422324,balloon_114,71.81450939778901,44.160720378502845,2.0
12,43.7788433154041,-128.14920881071026,2.0009538897451584,balloon_114,72.49015549514357,37.68517185852744,5.0
14,44.88952779143149,-127.14026323252207,3.2562383571988534,balloon_114,73.64018721632017,32.66257678361961,2.0
18,47.24500793730338,-125.29291227526726,11.215341054859683,balloon_114,74.54016962181117,27.890909298622375,4.0
21,49.10733376764924,-124.05144795614447,18.136476156912938,balloon_114,75.53720358608724,23.505748879148143,3.0
0,-70.19065569765431,-74.98552843996798,14.45267979051547,balloon_115,68.43312036986623,54.500191788600205,1.0
1,-69.82730012645838,-73.53249648309678,13.392325116588681,balloon_115,68.43312036986623,54.500191788600205,1.0
2,-69.36922197883854,-71.87379152743287,12.099256281101054,balloon_115,82.02231409466285,52.39261027370253,1.0
4,-68.37478289070077,-68.83166784521924,9.530230915087987,balloon_115,82.28481334069903,49.2214950579463,2.0
5,-67.84284635496664,-67.44624396609835,8.297447432739524,balloon_115,82.4441228237832,44.80342959039183,1.0
7,-66.71263939601374,-64.94023743935085,6.037925075078217,balloon_115,82.72031785670477,41.73966126360767,2.0
12,-63.546668397653086,-60.09736678009279,2.3988101455263546,balloon_115,83.66675690986159,34.970981401813276,5.0
14,-62.16551805840336,-58.66853862195403,2.0028520410597164,balloon_115,84.90658850325498,25.903655459436266,2.0
18,-59.23736736990583,-56.55397972453343,3.2005519192911294,balloon_115,86.3207383359502,20.389303287647863,4.0
21,-56.92182807238983,-55.525271332188034,5.661378946523262,balloon_115,88.15866658150527,13.656993285961164,3.0
0,-23.49714954693534,126.22211997106115,5.374045426889234,balloon_116,81.97288142849284,151.5885419321682,1.0
1,-24.14508302286642,126.60650120220997,8.988417898691049,balloon_116,81.97288142849284,151.5885419321682,1.0
2,-24.9097543329753,127.01400111104816,13.949933320377877,balloon_116,94.49332923247165,154.21927057305822,1.0
4,-26.37543942785801,127.66016809446516,21.321935775164235,balloon_116,87.68793679151975,158.46407067789107,2.0
5,-27.07354537285645,127.9016899488234,21.91346842076228,balloon_116,81.2474321797078,162.8824674455866,1.0
7,-28.390454429109354,128.23165698887806,16.213848947588787,balloon_116,74.99569233779121,167.5717798107271,2.0
12,-31.14211645505618,128.24988688171317,3.2456561319226687,balloon_116,61.19518297272871,179.6749948228744,5.0
14,-32.01106937217451,127.97854517341513,11.378821401513227,balloon_116,49.99183393913439,194.82644678914556,2.0
18,-33.34506109965384,127.05455050162132,21.304130005581882,balloon_116,42.92499081118228,209.99463983636022,4.0
21,-34.01450804361952,126.08527301144105,8.943165852342155,balloon_116,38.85136329715521,230.04014393606184,3.0
0,31.576916038108255,-37.27501000496705,18.63752059592506,balloon_117,164.49442159827242,69.14236200877485,1.0
1,32.09326958568594,-35.643224148704974,21.317931641451956,balloon_117,164.49442159827242,69.14236200877485,1.0
2,32.72976621704793,-33.68952730730611,21.806876802948572,balloon_117,196.57762720820068,68.37635744346221,1.0
4,34.045318894226384,-29.817073777743232,14.352324363306842,balloon_117,194.05916967205053,66.80241253429699,2.0
5,34.728663764306226,-27.903573415115687,8.752871474152535,balloon_117,191.3190457250242,66.06145065521605,1.0
7,36.141261742034,-24.130546871864116,2.053615566837067,balloon_117,188.07699323431035,64.23522231998072,2.0
12,39.94263459001737,-15.162849170994756,21.194155270049254,balloon_117,178.24527692189622,58.99418016439705,5.0
14,41.559291258266256,-11.814886656430996,19.43648748347175,balloon_117,167.20005537713607,56.40110851584632,2.0
18,44.927721512706434,-5.6412633355624004,2.092998614879237,balloon_117,156.11992050606653,51.080161102122474,4.0
21,47.53708604582615,-1.5419720077066197,11.973722050239344,balloon_117,142.79310763257217,45.913278748274536,3.0
0,37.04698771388281,53.92906650740209,11.572635874597466,balloon_118,162.43540019601235,201.0696878905312,1.0
1,35.682069366865676,53.282575809746895,12.417621471203365,balloon_118,162.43540019601235,201.0696878905312,1.0
2,33.89244290437906,52.57716624494029,13.427361290691673,balloon_118,209.16250264226252,198.13990081977894,1.0
4,29.825079549236673,51.433161797221125,15.39230854982027,balloon_118,232.49252714126607,193.7409797974345,2.0
5,27.555316106798088,51.00546318657549,16.327328839989676,balloon_118,255.81015819017392,189.4893838865541,1.0
7,22.558732574493078,50.45994289335214,18.055014776990568,balloon_118,279.1513354064809,185.76583458707861,2.0
12,7.6680744287547835,51.071949542746665,21.158172402317483,balloon_118,331.41191538433964,177.6408980659212,5.0
14,0.8914514445916653,52.1924934271791,21.779507369521973,balloon_118,381.8447557189423,170.58902776564923,2.0
18,-13.67671579094927,56.28583214692204,21.809826531226637,balloon_118,420.3830847598344,164.5820584225237,4.0
21,-25.093072927808937,61.51660343810707,20.77758958205012,balloon_118,460.81086313994865,157.44949355948256,3.0
0,-8.558211126790713,-119.1318494976701,17.647333250062132,balloon_119,133.19581295578445,270.41322724632573,1.0
1,-8.5476885090603,-120.34313337594696,12.99443443820304,balloon_119,133.19581295578445,270.41322724632573,1.0
2,-8.478885411707145,-121.73745899389993,7.195850703758649,balloon_119,153.52426480318007,272.75304167196265,1.0
4,-8.15562052503857,-124.32312265868882,2.0865155484483164,balloon_119,143.37483977009236,277.01295191502993,2.0
5,-7.909051592766434,-125.50935479381499,4.562980946784769,balloon_119,133.4554603310717,281.7719978993504,1.0
7,-7.261232280240572,-127.6678807742566,15.54812874110265,balloon_119,124.29063524134193,286.70031685156493,2.0
12,-4.871539657575303,-131.79806075774894,9.777385832961455,balloon_119,105.66652668610797,299.96206144436206,5.0
14,-3.6616570704875078,-132.9568310657892,2.105459081313782,balloon_119,93.01709382540639,316.2709806641769,2.0
18,-0.8845436013386732,-134.5036749157291,18.336703266669744,balloon_119,88.3494725882804,330.8669448412764,4.0
21,1.4625031553761207,-135.06498358184623,18.079135822005323,balloon_119,89.44604053030282,346.5506082216758,3.0
0,9.97141926851005,-99.86511289004136,21.327359028199645,balloon_12,67.85361174023545,328.0972839906032,1.0
1,10.489302785900646,-100.19307857287934,21.879502276043254,balloon_12,67.85361174023545,328.0972839906032,1.0
2,11.097977362583185,-100.55576723218806,21.949212973754616,balloon_12,78.42302593850968,329.6922871830787,1.0
4,12.277587963666933,-101.17455219907255,20.178094894322143,balloon_12,73.73003403938414,332.8728944937219,2.0
5,12.848784814762336,-101.4253421044705,18.45320072837793,balloon_12,69.10074038684392,336.8297084145339,1.0
7,13.957769791265264,-101.79818972726179,13.879424488546979,balloon_12,64.87031637401809,341.9326200837771,2.0
12,16.548155308303624,-101.89953004300487,3.1255824921576068,balloon_12,57.648555621194916,357.8516263535607,5.0
14,17.51259728352202,-101.57030916216692,2.005558557082484,balloon_12,56.40429190384486,18.028209009196416,2.0
18,19.29386348911569,-100.2210046658383,7.094046312931073,balloon_12,60.97935828253163,35.49630371204296,4.0
21,20.47572574114079,-98.5711905981258,14.529755410869168,balloon_12,72.28768808522824,52.422388308604695,3.0
0,-30.5941879372016,-124.07477170026087,3.4630319073119704,balloon_120,116.04893590150877,113.91212263122657,1.0
1,-31.012480330438002,-122.96156227494771,6.548611815634521,balloon_120,116.04893590150877,113.91212263122657,1.0
2,-31.502194226504727,-121.61602339968287,11.593618004195102,balloon_120,139.0074576661539,113.41015785016623,1.0
4,-32.45795054824969,-118.90250026364558,20.57819764703322,balloon_120,138.5564193751565,113.264829752097,2.0
5,-32.9238562243706,-117.53737797495324,21.999918900998033,balloon_120,137.85318687163678,112.44168035532681,1.0
7,-33.831655512576795,-114.79974429183106,16.821979600366568,balloon_120,136.74903258975147,112.40709494440262,2.0
12,-36.00275500369799,-107.98082588910069,3.774826332119426,balloon_120,133.35207999467508,113.15036904975318,5.0
14,-36.847917756791034,-105.29063506575373,13.056411568318481,balloon_120,129.18865719279384,112.12298994860532,2.0
18,-38.52650416318337,-100.03611903427587,19.786925124022,balloon_120,124.63139755502748,113.5753277379481,4.0
21,-39.8004970834187,-96.23643660455048,5.445040251431214,balloon_120,118.95525107434503,114.57755393029083,3.0
0,36.15995201933168,137.47703590490164,14.435171302329376,balloon_121,46.078113653236755,6.113580621995482,1.0
1,36.57197317199214,137.5319874731153,11.726526773421693,balloon_121,46.078113653236755,6.113580621995482,1.0
2,37.0908008213173,137.60350193705094,8.520035888940365,balloon_121,58.04103916391293,6.274363722409134,1.0
