icao,latitude,longitude,velocity,heading,vertical_rate,on_ground
a6a6f6,42.0652,-113.937,202.63,315.51,0.0,False
a260ed,34.5739,-118.6551,202.31,336.63,15.28,False
4841c3,38.9537,25.132,226.98,318.22,0.0,False
4601f6,62.0782,22.7537,151.38,153.35,0.0,False
8a080d,-4.7632,110.8307,249.44,330.74,0.0,False
4601f3,62.4907,26.3549,150.65,198.93,-0.33,False
846d0c,35.5543,139.7923,9.77,149.06,,True
4601f7,63.3484,24.9682,153.58,176.54,0.0,False
e49889,-27.5834,-48.704,132.69,301.04,13.98,False
c1e50a,45.4757,-73.7462,6.69,222.19,,True
c1e51c,45.4754,-73.7464,6.43,222.19,,True
3451cd,35.2686,-9.039,246.81,40.1,0.0,False
ad342e,26.1357,-79.9834,136.05,202.69,0.0,False
4bb266,32.1763,32.5229,212.38,340.03,0.0,False
4601fb,63.5223,23.1852,99.54,172.87,8.78,False
a44031,40.1222,-80.327,277.51,115.47,-0.33,False
a6dc36,40.7488,-75.6395,178.13,246.69,9.1,False
a70333,44.3676,-118.6186,222.18,350.54,0.0,False
a44c70,41.2923,-121.7763,227.58,355.46,0.0,False
a883bd,28.7704,-81.2785,186.13,352.86,16.58,False
adddd5,33.0067,-98.542,207.33,281.45,3.58,False
a7b3c2,45.8255,-122.6104,225.24,349.87,0.0,False
a45f8e,29.0609,-80.7281,185.09,192.68,-12.68,False
a3d0f5,34.9686,-81.5765,297.51,61.04,4.55,False
020118,36.9808,-3.8025,232.14,223.74,0.0,False
ac1466,35.1773,-120.2616,213.15,321.66,0.0,False
400610,48.5298,14.9492,227.65,294.71,0.0,False
c00bec,49.196,-123.187,7.72,194.06,,True
7c00c5,-28.1673,153.5588,48.78,152.35,-1.95,False
4bab55,40.6526,46.7332,215.87,277.53,0.0,False
8962e6,16.5645,87.8826,242.18,283.89,0.0,False
8962e5,44.353,25.9049,223.2,304.86,0.0,False
c1e511,45.4749,-73.7473,5.4,222.19,,True
a5d68a,38.967,-106.6615,270.39,64.65,-4.88,False
4bab4a,40.6423,30.6401,220.85,101.28,-0.33,False
c06e87,50.5908,-97.9885,200.72,292.29,0.0,False
a87cbb,40.949,-76.3559,233.95,107.8,-10.08,False
84bd16,35.6515,138.8775,179.81,266.88,0.33,False
c012bd,40.8027,-105.6264,189.78,317.97,-0.33,False
a4798f,41.105,-98.1449,177.38,261.49,0.0,False
c82810,-40.4239,173.5951,147.72,198.06,-0.33,False
acfa3d,38.8985,-79.8512,174.36,265.77,0.33,False
abe147,30.7656,-98.997,200.22,306.96,10.08,False
a0f8d3,30.5096,-91.3897,145.38,217.23,16.26,False
a2be06,31.6533,-85.0785,215.6,325.89,0.0,False
adddda,41.9276,-82.1729,271.33,92.28,0.0,False
4bb292,41.223,28.7286,67.39,359.56,-3.9,False
c038ca,50.8518,-116.2396,245.36,252.55,-0.33,False
a69f49,39.6528,-123.0303,225.89,175.95,0.0,False
c038cc,43.7992,21.6028,231.59,325.5,0.0,False
a4b64b,40.2802,-75.7675,180.94,241.47,0.0,False
c8280b,-43.4431,172.688,43.78,70.07,-1.63,False
400666,54.3422,1.7398,207.8,291.04,0.0,False
400664,51.4106,12.2228,6.94,2.81,,True
a5cf3c,34.3779,-105.9018,178.47,278.62,0.0,False
ae4d69,47.0868,-122.4762,70.49,359.16,-3.58,False
a0f8cb,34.5768,-86.7836,63.81,1.39,-4.55,False
ad1a4e,28.2719,-86.0229,273.14,102.18,0.0,False
ac015f,39.1598,-76.7736,116.59,217.83,13.0,False
a96907,40.5638,-75.4889,150.59,234.74,-4.88,False
c08866,43.6818,-79.6182,4.63,11.25,,True
c8281c,-34.9414,154.6777,272.35,106.35,2.6,False
7585e8,14.5221,121.008,5.92,315.0,,True
a238a6,44.2586,-88.5188,6.69,115.31,,True
c01ee6,37.4381,-113.7558,259.03,32.43,9.1,False
4bb26f,40.6038,47.2743,219.79,271.88,0.33,False
c08852,43.5422,-80.0698,162.75,69.85,-2.6,False
c01ebb,51.3885,-107.1536,214.03,270.83,0.0,False
a2b0ed,38.8495,-102.7809,191.19,301.47,0.0,False
c0751c,42.5202,-82.434,209.46,38.42,0.33,False
a9f3f9,41.6532,-77.7055,288.2,86.21,-0.33,False
758768,13.7138,121.2361,169.62,336.78,-5.2,False
75874a,15.951,121.2569,195.35,205.76,0.0,False
7c39f1,-33.9456,151.1789,10.29,348.75,,True
7c39f3,-37.6669,144.8515,0.0,81.56,,True
a3e525,36.03,-92.5946,197.94,294.9,0.0,False
758771,21.6057,115.0403,250.43,127.15,4.23,False
477d11,47.4312,19.2492,16.46,303.75,,True
75875e,15.0903,120.5245,73.22,19.71,-3.9,False
70c13e,22.6717,88.4736,205.87,280.07,0.0,False
adde95,40.8748,-82.8284,280.33,73.69,0.0,False
ac2706,43.999,-103.0242,66.73,332.45,-3.58,False
a2886c,33.9768,-117.452,147.03,261.95,-9.43,False
c82870,-42.9934,173.016,95.61,38.23,3.9,False
c82871,-42.2164,173.2015,118.28,19.3,0.0,False
a3a8ef,41.7897,-87.7578,12.86,337.5,,True
a0f8f9,34.6379,133.6488,175.38,257.64,0.0,False
c038aa,29.556,-82.3454,224.07,177.1,-15.93,False
a08efd,32.583,-96.8859,124.04,297.95,-6.18,False
c038a7,46.5389,-68.6551,271.72,72.59,-0.33,False
c038a3,49.224,-117.1917,230.29,277.32,0.0,False
467727,60.3192,24.9725,14.4,331.88,,True
a64529,32.9526,-111.4043,44.76,180.0,-3.25,False
a03574,39.631,-75.1551,230.49,36.1,-5.2,False
aa7198,34.8261,-89.8658,107.13,182.75,-3.9,False
a6583b,38.1969,-84.4185,231.36,10.64,-7.48,False
a33eb5,33.8563,-117.108,140.06,262.61,-7.8,False
a16883,41.6326,-80.7672,256.81,42.0,0.33,False
c073ef,47.8472,-88.3063,124.67,131.32,-0.33,False
a465df,29.5112,-98.4819,72.21,40.96,-4.23,False
c060ba,35.7443,-106.6744,272.4,63.53,0.0,False
8411a4,34.3178,131.5538,172.99,254.48,-12.03,False
aae73b,37.357,-110.4604,172.05,248.42,0.0,False
a9f3c0,40.4361,-74.7273,137.99,30.96,-8.78,False
70c100,13.0816,80.1258,127.42,70.18,-5.53,False
a1427f,29.337,-89.4204,267.8,125.46,0.0,False
c060c9,43.423,-80.5583,159.64,74.49,-0.33,False
e4850f,-8.3384,-39.1456,241.21,28.26,0.0,False
a6e361,42.4558,-84.7856,270.81,92.29,0.0,False
aa21ef,36.0039,-112.0784,221.73,0.0,3.9,False
a8233a,33.9235,-118.481,118.43,235.62,5.85,False
a1a56d,40.3754,-76.7585,150.54,266.28,-5.53,False
7c5c47,-27.5697,152.9948,29.77,108.12,-0.98,False
020123,40.3516,7.9977,266.42,116.12,0.0,False
8a083b,17.0756,66.6581,252.14,123.01,0.0,False
ac141f,38.8483,-82.1457,138.6,315.45,8.45,False
7c39fb,-35.6186,149.6358,154.47,215.65,-7.48,False
a25b4d,33.6281,-84.4274,0.0,90.0,,True
a8103e,61.5722,-150.4898,130.09,188.64,-3.9,False
a21efb,42.0254,-84.4885,201.27,175.46,6.5,False
a2c52e,48.9836,-64.3591,303.13,68.7,-0.33,False
a1feea,36.8448,-76.7362,156.43,218.19,0.33,False
846d80,35.3532,136.9659,122.93,51.12,14.96,False
84c43e,34.7227,137.1588,181.57,246.63,-5.2,False
7c39f6,-33.933,151.1766,0.0,90.0,,True
02013f,35.0313,21.4014,225.88,286.95,0.0,False
8a0832,1.2932,103.8227,239.1,332.17,0.0,False
a6e376,38.856,-77.0404,0.0,354.38,,True
a25b3f,44.3507,-106.4403,195.42,300.89,0.0,False
ad4747,33.8214,-79.3616,184.09,214.76,0.0,False
a8102a,27.301,-82.2582,232.9,150.49,-4.88,False
758707,14.0062,121.1432,187.99,192.32,11.38,False
abed37,33.1053,135.1897,313.4,50.19,0.0,False
781148,-28.6549,149.1588,235.02,140.6,0.0,False
8005f0,-2.588,111.2339,263.61,321.5,0.0,False
8005eb,28.1936,74.2794,315.52,88.13,-4.55,False
8005ec,19.7404,70.2503,226.53,289.92,5.53,False
a9f502,40.7028,-74.1642,4.63,95.62,,True
acbe3c,39.0171,-87.1707,194.24,341.47,0.0,False
a6588d,30.4887,-85.655,150.74,269.61,0.0,False
a835d1,38.6857,-120.4995,271.89,66.59,5.85,False
896376,26.6199,56.3101,282.77,52.32,6.5,False
7cfa31,-32.8287,151.9399,155.62,15.14,0.0,False
e80616,-25.9649,-53.7979,235.99,236.38,0.0,False
a2b26b,42.3674,-71.0142,0.0,345.94,,True
acbe34,35.3014,-118.9371,219.08,334.7,0.0,False
89636e,35.2645,-0.8787,252.63,60.88,-0.33,False
acbe37,36.2148,-90.9506,163.66,271.62,0.0,False
a6456d,38.2568,140.1382,212.86,250.08,0.0,False
ad7b17,33.1383,-109.6766,276.17,93.2,0.0,False
7c146d,-31.933,115.9633,0.0,196.88,,True
781161,50.636,5.6999,254.6,214.88,5.53,False
c02655,38.838,-81.251,207.5,188.41,0.33,False
780a6a,35.7898,140.3878,9.26,140.62,,True
7c013e,-31.4144,152.876,39.8,206.9,-1.63,False
a5c2bd,35.5145,-97.2554,77.59,222.04,-2.6,False
85d098,35.1313,136.7041,183.79,261.14,0.0,False
ac0bde,29.9274,-90.2696,68.63,14.77,-4.55,False
acbe63,30.9673,-112.5533,210.82,302.14,0.0,False
abf2c2,35.1185,-80.4303,184.95,201.71,0.0,False
780a6d,34.1322,132.2055,273.89,38.44,0.0,False
89633a,28.5506,77.0651,88.22,283.14,9.43,False
7c1464,-33.9379,151.1717,3.34,75.94,,True
aa7bd6,61.1844,-145.4878,242.33,275.36,0.0,False
a2ab6c,32.7498,-97.297,188.58,185.32,12.68,False
780a80,23.6608,118.1945,272.27,48.6,0.0,False
a7fbbb,41.1241,-96.1697,289.02,85.41,0.0,False
c060b9,45.3203,-75.6727,5.14,351.56,,True
7c74f1,-31.395,152.7831,117.17,226.42,0.0,False
c060b4,43.869,-78.6174,145.65,244.25,-5.2,False
c073e4,48.3761,-89.3181,6.94,345.94,,True
c060b6,45.2365,-68.8919,189.53,104.3,0.0,False
c060b5,47.1179,-83.8929,173.49,285.48,-0.33,False
78115e,-32.7574,150.9254,207.43,168.41,-11.7,False
a2ab73,41.3949,-95.5188,278.63,75.35,0.0,False
a81bcc,39.147,-119.833,148.66,230.19,11.7,False
c060b1,42.4436,-71.0383,147.03,98.05,-0.33,False
abebbe,31.1459,-92.4613,275.69,122.89,0.0,False
c06ce4,46.221,-81.9188,265.54,88.56,-0.33,False
78116d,37.4924,126.1397,130.67,254.71,9.1,False
780a93,17.1246,119.9232,237.64,313.33,0.33,False
896357,23.6705,55.8832,187.04,296.64,-10.08,False
7cfa05,-32.1906,151.8169,136.07,24.34,-9.43,False
7c6dea,-43.4943,172.526,4.12,39.38,,True
abebe0,37.8702,-80.4577,205.03,187.64,0.0,False
780a99,22.3102,113.9012,8.75,250.31,,True
aa7bae,39.852,-73.9779,192.28,31.99,-7.15,False
a452c4,40.0499,-94.5951,191.88,332.89,0.0,False
a5c2dd,34.0657,-118.9135,214.65,314.03,0.0,False
a968df,35.8226,-93.0729,289.69,106.83,0.0,False
a822b8,32.5647,-97.3199,62.32,177.16,1.3,False
4bb0f5,-33.1357,-58.6089,226.5,357.92,3.9,False
896327,47.1404,18.547,221.8,295.85,0.0,False
a99e09,30.1939,-97.671,0.0,180.0,,True
4bb0ec,49.3675,-120.3907,238.91,47.79,3.58,False
4bb0ed,34.3066,-115.1875,290.21,51.91,2.6,False
c01f28,36.1393,-115.0069,144.02,83.23,7.8,False
c07fb1,49.1285,-123.0252,153.72,237.85,-9.75,False
a08446,36.4091,-102.2901,179.5,309.3,0.33,False
acab3f,27.9483,-82.2318,209.73,65.51,-10.4,False
a287ab,42.5093,-71.9815,178.98,224.53,0.0,False
a6452a,35.0354,-107.1562,111.24,267.35,0.0,False
c827a0,-41.3608,173.3856,51.82,294.02,0.0,False
c07fb9,51.1286,-114.0048,0.0,75.94,,True
c01f1e,50.0172,-119.9865,227.63,250.46,0.0,False
c827ac,-36.7471,175.148,64.42,26.57,0.0,False
a287a4,32.7436,-82.405,227.6,339.35,-0.33,False
aa2e36,36.1876,-96.2863,216.23,14.47,0.0,False
896304,22.382,90.7862,292.06,97.39,0.0,False
88434a,12.4758,100.5386,116.78,179.75,0.33,False
88434b,11.5789,100.5681,129.26,193.82,0.33,False
a74b1b,40.6537,-83.3251,169.2,338.97,-5.2,False
abf2ea,40.8345,-84.9705,184.05,280.3,0.0,False
896312,17.129,93.9907,258.85,113.05,0.0,False
896311,14.4453,79.9494,257.92,117.18,0.0,False
75876a,14.1967,120.7295,123.34,276.95,-5.2,False
a51e7d,32.6394,-89.3523,164.11,241.75,0.0,False
4bb0e8,25.8347,53.2084,186.12,289.04,0.0,False
a06a09,30.1197,-97.5652,115.77,178.98,0.0,False
758794,14.1434,121.4766,200.07,101.57,7.8,False
7c0168,-38.1297,146.0143,54.57,98.13,0.65,False
a2270f,38.0562,-84.5832,63.74,222.06,-3.9,False
a047db,35.2457,-116.4072,258.66,50.33,4.88,False
a6587b,36.8893,-80.4065,189.43,182.02,-0.33,False
88084d,10.5672,99.6922,236.33,2.37,0.0,False
a22778,39.7495,-99.2384,188.25,237.61,0.33,False
86787c,35.5514,139.7909,0.0,329.06,,True
88084c,14.146,100.4838,127.46,26.88,-5.85,False
a22771,33.9456,-108.9501,262.83,78.14,4.55,False
88084a,15.0606,100.6655,186.95,201.98,-9.43,False
7c6da0,-37.6883,144.8416,84.49,170.54,12.35,False
781d13,23.9851,90.8048,189.56,283.02,0.0,False
880856,3.5651,101.3139,223.63,153.2,-0.33,False
c814a1,-46.4947,168.2499,67.92,158.68,-0.65,False
7586e3,14.8295,120.2604,42.82,321.34,1.95,False
c0617d,43.2522,-79.3153,145.42,330.08,0.0,False
880854,17.5933,99.5345,221.76,162.45,2.6,False
880852,14.4824,100.5812,146.42,164.3,-10.08,False
ac006d,39.8476,-82.4957,189.64,299.76,0.0,False
c06178,45.3034,-75.6406,67.7,306.35,-4.55,False
c06179,44.2407,-80.1288,131.2,318.5,-0.33,False
a99293,23.7836,120.3584,288.18,43.7,0.0,False
c06171,49.3754,-90.5026,212.95,288.3,0.0,False
880845,14.6882,100.5225,160.69,163.83,-6.5,False
ac0094,37.7847,-83.1344,271.39,135.77,0.0,False
a4fda0,30.0924,-81.5753,227.16,342.88,-0.65,False
c827e9,-36.9222,174.8488,144.08,276.97,8.78,False
abe075,36.5956,-97.3965,284.85,80.44,0.0,False
a68d02,34.2677,-116.8434,186.59,244.0,-15.28,False
880842,13.9164,10.6042,2.83,53.44,,True
ad2c9f,34.8387,-81.7887,290.07,18.08,0.0,False
70c0ee,22.644,88.4444,10.8,185.62,,True
a19d59,38.5337,-118.555,272.77,81.21,0.33,False
a657bf,32.7852,-98.2345,191.31,260.71,5.85,False
a63db5,40.4294,-105.1893,288.49,81.08,1.63,False
c1e467,45.4595,-73.7539,3.09,14.06,,True
a154d3,34.1528,-118.3871,44.32,93.33,0.0,False
781d36,23.7117,117.0751,201.28,226.97,0.0,False
c827f0,-37.0634,174.6045,83.33,57.09,-5.85,False
781d38,33.356,131.1333,309.92,71.11,-4.88,False
7609f2,23.019,56.5773,184.23,271.44,0.0,False
a524c5,45.9778,-122.6483,235.97,350.21,-10.4,False
7586ce,19.9059,120.6686,234.29,184.53,0.0,False
ad2095,42.6561,-74.6824,282.57,88.23,0.65,False
c1e470,45.4611,-73.7491,3.34,264.38,,True
a1ed0a,35.0305,-106.6012,26.35,308.66,-1.3,False
a21432,34.2519,-110.9269,172.17,227.06,-9.75,False
76d102,-2.8308,112.378,242.19,292.48,0.0,False
8a07ea,-7.6822,109.7797,113.39,108.52,-5.2,False
780a16,41.7642,41.3477,226.95,274.16,0.0,False
780a13,25.0704,121.0533,167.66,235.63,15.93,False
781d40,13.6953,100.762,68.0,194.46,-3.58,False
a56103,31.0748,-99.3901,165.65,111.31,0.0,False
ab6851,33.4497,-84.5037,196.39,99.96,3.58,False
780a17,49.0203,13.2839,223.87,293.86,0.0,False
7c6de2,-32.7037,117.9979,208.75,319.6,0.0,False
7c6de0,-26.8846,152.6411,165.6,136.89,-12.68,False
781d3d,36.1649,126.8047,226.04,171.89,0.33,False
aae5a9,42.5735,-86.6595,163.95,255.83,-13.0,False
780a0a,22.3886,116.5204,209.89,233.27,-5.2,False
a2bdff,26.107,-80.5621,178.09,334.32,10.08,False
781d50,55.9132,14.6414,242.77,237.72,0.33,False
7c6de9,-34.9384,138.2788,270.37,92.62,0.0,False
4bb209,41.1301,29.2183,129.24,216.09,-2.93,False
4bb206,41.8379,41.3611,210.9,266.08,0.0,False
7586a8,15.4725,120.013,114.44,8.53,1.3,False
abe09a,39.5955,-102.4955,178.5,257.69,-0.33,False
4bb205,30.3097,33.9418,201.18,325.94,0.0,False
7c6de4,-33.925,151.0166,138.37,350.15,-2.6,False
a31a56,35.7767,-112.7238,198.51,248.09,0.0,False
781108,33.6613,130.287,99.34,133.53,-2.93,False
7c6ddf,-34.7239,140.8084,199.36,267.04,0.0,False
7c6ddd,-36.0929,148.1538,208.2,235.37,0.33,False
780a29,21.7946,115.2107,272.62,98.57,6.5,False
a417fe,38.6378,-98.5435,260.13,68.05,0.33,False
a44d62,44.7163,-92.5696,225.44,121.66,13.98,False
7c6dd9,-35.0987,136.4797,221.39,265.47,0.0,False
7c6dd7,-32.2794,150.8739,215.67,170.94,-13.66,False
7c6dd6,-36.5323,171.8705,207.73,278.83,0.0,False
78110e,52.1798,7.1398,242.66,221.73,0.0,False
a9087f,60.3671,-152.8056,180.09,55.36,-9.43,False
a381c7,38.1436,-121.0482,81.36,345.35,0.0,False
78110f,25.0651,118.1096,120.12,222.92,-3.9,False
7609c7,27.0909,49.0443,307.02,92.98,0.33,False
7c0d3e,-26.4115,152.3038,87.49,105.34,0.0,False
781120,35.7656,140.3797,0.0,149.06,,True
7c74c6,-27.9016,153.3592,41.98,126.03,-1.3,False
c1e43a,45.479,-73.7416,5.4,219.38,,True
a2147c,39.8665,-73.3246,165.17,221.09,0.33,False
a7a233,36.9708,-111.3325,276.74,65.63,-0.33,False
a8ce4f,34.0234,-111.2212,160.14,226.82,-8.13,False
c06167,49.2502,-119.2462,234.51,84.84,0.0,False
800729,27.2927,79.5808,269.63,114.22,-4.88,False
a44d3f,43.8899,-89.7192,195.79,316.7,-4.55,False
78111e,34.4065,135.0563,101.53,331.23,13.66,False
780a44,33.6853,135.7095,186.01,21.24,-10.73,False
a9f528,33.9569,-116.786,182.67,286.19,0.0,False
ab686f,40.2287,-86.8962,199.09,128.71,-5.2,False
7c6dbb,-31.2849,150.1466,218.64,216.87,0.0,False
7c6dba,-37.0503,144.3128,234.62,109.47,-13.98,False
0200ca,26.57,-79.1487,261.56,32.88,7.8,False
a537b2,37.062,-84.7636,192.69,238.98,0.0,False
e48fb6,-34.2784,-57.2158,189.93,218.73,-2.93,False
a37ab5,27.3069,-80.8498,227.76,341.16,6.5,False
89505c,32.8649,138.6147,183.97,229.76,0.0,False
780a3f,-35.7952,148.6824,224.63,235.07,0.0,False
781134,55.2935,12.9502,235.71,236.48,-0.33,False
a3475e,41.6278,-87.4946,113.91,297.72,-3.9,False
a0ba69,36.0957,-93.4382,294.31,122.22,0.33,False
7c6db5,-33.5603,151.6401,223.52,16.31,12.03,False
7c6db4,-29.6208,153.1146,254.87,21.8,-17.56,False
7c6db2,-36.8764,137.5275,207.54,281.73,0.0,False
800738,31.5423,74.4927,174.22,56.69,-5.53,False
800739,26.8451,76.7925,250.72,182.23,11.7,False
7c6db0,-37.0822,145.2415,231.82,36.34,8.45,False
aa7bea,40.5581,-81.0479,278.43,95.19,0.33,False
c0614d,51.2584,-112.9069,212.15,257.11,0.0,False
a32116,31.4216,-81.3672,257.71,19.23,0.0,False
acd838,37.7873,-78.1955,174.55,219.98,-0.65,False
aa7e9b,35.5259,-102.8136,202.73,287.42,0.0,False
aa7e9a,39.8426,-104.8891,133.79,271.32,8.78,False
a26f01,43.5648,-89.7263,181.1,306.22,0.33,False
7810bd,34.5244,134.7811,134.42,257.4,4.23,False
a44169,34.2275,-105.39,200.11,300.26,0.0,False
7810d3,22.5965,113.8167,70.86,333.25,-3.58,False
c1e641,49.1922,-123.183,3.09,225.0,,True
841ebc,35.7812,140.3882,5.66,191.25,,True
a897f4,35.2872,-80.492,207.98,87.87,9.1,False
7810d5,22.6104,113.8091,69.25,333.05,-3.58,False
8830f0,10.0723,99.9099,239.09,7.29,-0.33,False
ad4870,35.29,-84.7206,185.31,227.36,0.0,False
a2fa6a,29.3248,-82.6061,214.61,325.55,0.0,False
c05007,41.914,-107.8744,187.19,305.83,0.0,False
a511f6,26.397,-80.5336,212.8,342.27,7.48,False
a4414a,45.5847,-122.5698,14.4,120.94,,True
e47d61,-24.2722,-44.8215,190.15,30.03,0.0,False
ac5bf6,36.8271,-100.4138,198.62,278.34,0.0,False
3c743a,50.8205,6.2798,232.13,219.33,0.0,False
a2fa71,35.2638,-83.5388,232.34,335.82,0.33,False
a897e4,32.206,-82.1959,241.34,6.61,0.0,False
a31a96,-33.8212,155.2241,285.98,63.16,0.33,False
4baa4a,40.781,33.0674,252.63,91.05,0.0,False
aa7e99,36.2825,-121.7995,237.51,142.04,5.85,False
a9edb0,36.7769,-76.862,173.68,194.41,-0.33,False
a6f78a,31.4221,-113.3989,212.88,303.77,0.0,False
8963f5,42.1528,32.7219,223.75,285.06,0.0,False
add2b0,40.7787,-73.8733,3.09,171.56,,True
8963df,25.3022,55.2826,81.26,121.27,-3.9,False
aa7e7b,40.5798,-87.0638,240.6,155.63,0.0,False
aa7e7a,32.0104,-92.6446,200.32,216.75,0.0,False
7c14fb,-37.7254,144.9027,0.06,0.0,,False
7c4a4d,-33.32,138.4901,123.52,178.33,0.98,False
800892,19.0968,72.8717,5.92,50.62,,True
a28904,40.0476,-75.4076,163.99,102.68,0.0,False
8963ed,23.9972,90.7486,286.38,103.19,0.33,False
c0502e,38.6134,-119.4947,219.54,349.06,0.0,False
acb2ba,41.2454,-78.7705,224.99,346.92,0.0,False
c0635b,45.3878,-67.5381,145.15,278.56,1.63,False
c0635a,46.1687,-59.2428,214.45,70.52,0.33,False
a44d85,33.6694,-84.5215,123.11,295.49,8.78,False
a3a9a3,42.1799,-83.4038,105.19,234.76,4.55,False
7c7794,-27.3827,153.1274,7.46,208.12,,True
c06357,43.675,-79.189,84.01,241.87,-1.3,False
a7178c,32.9642,-97.0514,106.49,359.72,7.15,False
aa7e79,30.6624,-81.581,128.28,123.05,-1.95,False
a6ca2f,34.1156,-118.6032,59.8,98.41,0.33,False
c013e6,51.1018,-114.0109,3.6,135.0,,True
7c7798,-31.8473,116.0691,161.64,158.33,-10.4,False
a46796,25.8551,-79.642,139.97,292.7,-6.18,False
8963fc,24.5955,53.9283,146.21,286.14,0.0,False
7c4a50,-37.0322,145.6269,259.31,54.04,5.85,False
aa7e74,36.9856,-119.6272,254.87,68.2,0.0,False
8963d0,26.7619,55.0017,217.09,308.55,0.33,False
4baa89,40.7731,31.0539,160.26,287.56,-0.33,False
a106d6,34.345,-111.8732,218.13,11.15,7.15,False
a3e4cf,33.8419,-97.3511,130.72,327.37,0.0,False
a68d2b,30.7059,-95.4311,57.95,276.12,-1.63,False
addefe,34.275,-78.9818,166.68,214.82,0.0,False
4baa7a,40.8705,27.9842,146.91,70.99,-7.8,False
a68d32,38.3616,-86.9483,142.29,223.39,0.33,False
c05c0e,43.3628,-80.6267,180.18,62.26,0.33,False
a0232a,42.7091,-77.7773,269.23,87.92,0.65,False
a4418c,29.1086,-82.6372,225.94,358.3,5.2,False
8963e5,26.9213,46.4539,324.23,84.17,0.0,False
8963cf,43.3055,23.5692,222.19,276.65,0.33,False
8963da,24.9004,55.566,184.52,176.48,12.03,False
4bb187,46.327,-7.4345,258.89,68.43,-0.33,False
4bb188,33.7335,-83.2222,274.59,77.45,7.48,False
7c2920,-28.2982,153.4825,101.49,234.7,9.1,False
8963de,21.8205,56.0975,246.2,352.07,-7.48,False
a44197,31.9394,-105.58,269.65,91.42,0.0,False
8963dd,-6.5276,108.822,245.02,125.86,0.0,False
aa7e56,40.3294,-94.4675,272.29,83.6,0.0,False
399264,38.5567,19.9331,217.91,315.67,0.0,False
4bb181,44.2327,-101.4883,258.16,31.47,0.0,False
a359bc,40.7286,-73.7656,67.14,300.89,-0.65,False
aa7e51,36.0646,-115.177,278.41,57.22,0.0,False
4a1922,41.872,41.3307,208.95,261.79,0.33,False
aa7e3a,33.5183,-113.1512,213.93,282.5,8.13,False
4bb147,38.9528,-77.5066,82.76,329.77,9.1,False
a44187,30.3717,-81.389,259.14,356.93,0.0,False
aa1ba3,32.6717,-109.5655,253.69,106.01,3.9,False
8963b6,25.5448,55.7071,128.49,188.52,0.65,False
400772,49.914,-1.2172,203.68,18.25,-11.05,False
8963ad,25.3319,54.0324,174.71,282.93,0.0,False
400771,45.2564,-62.7597,298.45,62.37,0.0,False
3465c5,25.2047,-77.4344,280.51,58.12,0.0,False
8963bb,26.7784,56.7529,294.64,84.39,0.98,False
a5aa1c,29.9362,-95.3543,119.97,233.72,17.23,False
7c0daa,-28.8336,153.5799,66.51,77.04,-1.3,False
a1f3c5,34.1224,-79.3146,171.14,219.14,0.0,False
a4afbe,35.3948,-97.5993,0.0,56.25,,True
7cad07,-27.5434,152.9993,58.79,327.14,0.33,False
a27676,37.2271,-79.0413,180.79,212.92,0.0,False
ac2813,37.322,-82.5171,222.37,168.12,0.33,False
a466c7,36.7077,-79.3717,216.18,131.24,-9.75,False
add376,42.2911,-81.8548,270.55,96.99,0.0,False
c81415,-41.2576,174.5289,109.2,261.6,4.55,False
896536,43.5459,27.6871,227.45,321.7,0.0,False
a3a9ff,27.4525,-82.808,207.54,281.73,0.0,False
c82741,-33.6767,175.3274,261.34,180.34,0.0,False
a7ea86,42.333,-112.3414,183.42,248.62,0.0,False
a1435d,37.7113,-122.213,0.0,56.25,,True
896537,43.2224,24.3711,223.29,278.75,0.0,False
a80a97,38.7986,-121.6182,67.5,142.43,-2.93,False
ac508b,33.6342,-84.4492,92.62,268.73,3.9,False
a213d6,37.3783,-111.0317,269.61,43.84,0.33,False
683329,14.4256,98.0364,243.19,332.95,-0.33,False
a37c1c,42.3574,-71.0131,3.6,295.31,,True
8007c9,13.183,77.4559,84.26,58.74,-2.6,False
c82757,-36.8438,174.3542,191.04,284.82,13.0,False
a69fd7,41.6261,-91.7493,194.94,260.74,0.0,False
781caa,46.2443,8.571,206.06,201.38,-8.45,False
a93d9f,33.5397,-84.005,250.46,73.17,10.08,False
ac2836,35.6791,-88.1938,192.57,324.57,0.0,False
a51326,38.2937,-94.0602,135.35,316.23,-7.15,False
8a074e,-6.7986,112.1582,191.68,144.94,-8.13,False
a62c1a,35.2731,-119.5962,217.48,166.46,-13.0,False
4bb18e,33.4614,-95.0444,282.52,69.09,5.53,False
c82764,-43.7659,171.7355,55.71,47.62,0.98,False
4bb18f,43.6369,24.238,275.71,130.91,0.33,False
4bb18d,42.6206,23.9917,271.79,112.24,-0.33,False
ab68dd,37.1472,-85.3287,217.0,339.46,0.0,False
4bb18a,40.0376,-118.7896,284.61,61.03,0.65,False
896514,6.8598,79.4856,147.68,56.37,-7.8,False
896513,25.8409,55.8866,159.25,212.87,-9.75,False
a5d6c2,38.534,-121.4614,44.59,320.62,-4.55,False
abb8c4,29.7057,-82.0356,231.32,170.14,0.0,False
a50c3e,37.3031,-88.474,255.01,41.89,0.0,False
ab68f9,40.2171,-107.5132,173.55,279.21,0.0,False
a599a8,36.9788,-96.4111,198.27,301.96,0.0,False
a3a9af,42.6056,-84.753,139.88,296.19,0.0,False
