icao,latitude,longitude,velocity,heading,vertical_rate,on_ground
899046,33.2679,135.0704,157.38,253.28,0.0,False
040141,43.2034,22.2504,230.3,333.32,-0.33,False
a00c80,40.3587,-74.5674,167.12,130.51,-0.33,False
a203b0,35.345,-82.6234,155.0,150.8,-10.4,False
040143,45.8918,14.6956,218.81,312.62,0.0,False
406ec7,46.8464,19.6878,225.26,300.31,0.0,False
7c79d8,-32.2162,116.3363,58.18,111.8,-3.9,False
a1dcb4,39.0693,-78.1545,166.59,142.53,-8.78,False
7c79d6,-32.4568,115.8782,39.87,107.27,0.0,False
a5a11a,44.5474,-88.412,188.23,297.69,0.0,False
c07980,51.2012,-114.3788,46.3,180.0,-1.95,False
7c79cb,-32.2179,116.1547,56.68,246.46,3.9,False
a1efe7,47.7864,-118.0195,214.31,273.03,0.0,False
706210,25.3989,54.471,166.29,280.34,0.0,False
c1e972,51.148,-113.9931,1.29,357.19,,True
706211,28.7669,46.127,189.43,274.67,0.0,False
04014e,22.3423,86.6362,287.27,82.8,0.0,False
c1e973,51.1328,-114.0104,2.06,191.25,,True
4d012d,41.6286,-71.6763,320.0,59.15,0.0,False
4d012c,51.8221,-7.9356,277.27,82.22,0.0,False
a874a4,28.2524,-87.2197,276.14,101.5,0.0,False
c8195a,-39.8204,175.395,123.15,18.51,0.0,False
899055,22.0265,114.2472,217.18,134.33,9.43,False
c8195b,-40.23,176.1114,140.52,218.76,-1.3,False
899053,22.3145,113.9145,9.77,250.31,,True
a4e1d2,33.7078,-112.069,45.93,85.5,-0.65,False
89900d,1.1475,103.8948,91.58,0.97,-2.6,False
a13325,33.3431,-83.625,93.35,156.97,0.33,False
4d0117,40.5931,-73.695,72.88,300.55,-4.88,False
ac17b0,32.0136,-103.019,196.97,257.63,0.0,False
a79d78,46.8422,-95.1986,190.3,286.33,0.0,False
4d0118,28.9804,-97.102,253.87,54.15,-9.43,False
a0bcb2,40.7754,-102.0308,176.22,282.82,0.33,False
899020,41.7511,141.2066,208.09,20.85,-8.78,False
040124,42.9167,8.75,231.65,281.66,0.33,False
7c79d1,-32.3457,115.8818,41.67,69.78,-1.63,False
781535,24.6049,118.1922,253.93,45.66,0.0,False
a2af23,34.9086,-87.6136,195.76,326.69,0.0,False
781533,24.3995,117.9257,86.29,50.81,-5.2,False
7c79b7,-34.7872,138.6375,54.02,180.55,-1.63,False
8940c3,46.6485,20.6781,205.6,294.38,0.0,False
04012b,42.6504,13.8011,222.87,308.72,0.0,False
a02681,40.77,-73.8593,0.06,351.56,,True
a203a9,40.6662,-103.3851,255.57,145.41,0.0,False
c1e949,43.6763,-79.6042,1.03,129.38,,True
7c0601,-34.5607,147.9718,96.76,35.04,-1.3,False
8940c9,25.0958,55.4406,180.33,276.88,-0.33,False
a0267b,32.27,-85.6262,258.87,142.83,0.0,False
040134,43.6171,16.8012,230.5,321.16,-0.33,False
780e59,22.7226,113.526,220.19,195.72,0.0,False
040132,42.8073,12.2003,224.94,309.99,0.0,False
a5031a,33.7155,-111.5463,150.05,215.65,-5.2,False
a3cf6d,39.1996,-113.9786,278.7,79.69,-0.65,False
a49f87,41.7796,-101.3578,191.45,257.27,0.0,False
781ff6,49.5723,14.6962,265.14,191.53,0.0,False
a2fcf2,37.2315,-113.0089,199.87,331.06,0.0,False
507c83,51.2652,51.2097,196.62,298.78,0.0,False
7813b4,23.0816,113.4959,136.04,248.48,-3.9,False
869278,41.0847,140.8758,245.0,20.53,-12.03,False
7502cd,25.7511,119.4797,228.94,23.86,-10.08,False
a13386,42.0295,-79.5937,278.43,100.0,0.33,False
a75634,43.2485,-84.2289,205.82,268.85,0.33,False
c029dd,43.6814,-79.6182,2.83,78.75,,True
a2536f,39.3998,-107.1414,181.89,248.08,0.0,False
aa141e,34.9831,-82.3583,112.81,182.88,-6.83,False
7c4d48,-38.0572,145.4544,80.99,285.1,0.0,False
a7b927,39.5566,-104.8502,38.75,354.67,-3.9,False
a74f33,38.9017,-77.1144,179.34,225.12,0.33,False
76cce2,40.6303,-73.7718,0.0,120.94,,True
a3866d,32.9208,-95.319,211.79,248.48,0.0,False
406f76,43.4367,-67.2831,296.48,58.05,-0.33,False
76cce7,1.2392,103.9311,87.07,23.69,-5.2,False
a2c992,37.5562,-122.3418,161.18,157.28,-4.55,False
a6dfaa,41.7601,-95.8635,173.15,261.63,0.0,False
0d0842,37.819,-82.7611,234.21,171.28,-0.65,False
406f72,48.1101,-111.4121,273.75,75.86,-0.33,False
a683a8,38.0518,-75.0891,181.88,208.74,0.0,False
a37347,31.1293,-85.0043,205.23,313.58,0.33,False
a7563a,33.6419,-84.4261,0.0,90.0,,True
ab3ef8,37.474,-121.0569,48.15,341.95,-0.33,False
c07971,45.4588,-73.7454,0.0,177.19,,True
a1d0a3,40.8106,-78.2376,241.76,79.46,-0.65,False
a5b3b1,41.9657,-87.9054,36.01,267.19,,True
a24014,33.8545,-83.9264,293.75,86.59,-0.33,False
0d083f,19.9061,-99.3323,160.47,265.59,-2.6,False
c04c36,49.6501,-108.4636,261.03,103.68,-0.33,False
780cdc,25.3782,118.3473,171.56,327.74,0.0,False
5140d8,46.9936,22.3384,207.03,303.65,0.0,False
a1dcf2,38.0108,-111.0177,183.41,242.07,-5.2,False
acaec8,33.1138,-87.4884,184.73,262.48,0.33,False
a24c73,39.3571,-95.3151,282.37,75.33,0.0,False
abd204,28.4494,-81.2939,87.17,11.58,15.28,False
507c96,33.2786,30.937,228.09,357.67,0.33,False
5140c6,50.0588,7.6362,189.03,284.34,-4.23,False
a61c53,27.291,-81.334,238.26,330.22,0.0,False
ac4bb8,35.798,-86.2465,123.35,292.82,-9.1,False
c1e903,43.6662,-79.6111,2.57,45.0,,True
7c6749,-37.8143,144.5899,61.01,287.67,0.98,False
a5b3ad,48.0757,-90.5744,211.39,280.52,0.0,False
c1e904,43.6763,-79.6044,3.6,47.81,,True
0d0866,32.5044,-115.3743,201.11,302.15,0.0,False
ab8e6c,35.4213,-119.2153,216.88,335.62,5.2,False
780cfb,25.6571,117.8767,184.98,161.01,-9.43,False
851bdc,33.76,137.4355,311.19,77.69,-0.65,False
a8aaff,35.7271,-80.0612,185.76,257.85,8.78,False
a37389,29.2957,-95.2466,203.06,277.86,0.0,False
7502b3,4.2149,112.3971,212.27,68.53,0.0,False
7502b0,0.2746,104.0497,236.59,348.71,0.0,False
ad7ece,26.0194,-80.5326,150.98,335.01,12.68,False
a6492f,39.8975,-86.2007,275.62,76.07,0.33,False
498421,47.2095,21.4742,208.77,302.83,0.0,False
407698,41.9805,-71.7869,294.96,58.33,8.45,False
0d0804,19.4838,-99.2354,123.47,179.76,-6.18,False
ac4bdd,40.6052,-98.5428,275.5,76.17,0.0,False
a3cf4f,40.871,-74.1085,101.84,164.77,-5.53,False
a50f50,36.5336,-120.93,124.09,313.49,-4.23,False
a2b698,31.6911,-86.5569,200.31,177.5,-2.28,False
04019a,22.4462,90.2484,278.4,97.11,0.0,False
c05f0c,51.0898,-119.7449,229.96,53.0,0.0,False
851bfe,34.4775,135.4698,313.49,79.41,0.98,False
868b50,33.297,134.5934,157.63,244.69,0.33,False
89909f,35.068,139.4629,170.2,255.29,13.66,False
abe579,37.4227,-83.7459,192.95,358.93,-5.2,False
7c6786,-27.5575,153.136,137.68,196.95,13.0,False
89909c,33.6246,132.6156,333.84,62.96,-0.65,False
0d080e,19.0549,-99.0326,141.16,9.02,-1.63,False
a6f9b3,35.2478,-106.2672,185.38,245.92,0.33,False
ac52e2,38.0656,-92.7985,177.02,287.59,0.33,False
add667,34.4122,-97.2552,199.02,353.02,-4.23,False
8463b5,38.4927,138.6736,216.5,206.08,-0.33,False
ac03ee,36.0874,-96.8467,214.75,349.93,-9.43,False
4afb39,59.6587,17.9402,4.37,255.94,,True
c1e7fe,43.6637,-79.6146,1.8,45.0,,True
78028e,-33.7277,151.2298,115.97,297.47,-5.2,False
a038ff,42.7405,-111.973,178.32,284.88,0.0,False
a8bf91,43.1094,28.4187,271.84,129.63,0.33,False
a0753f,41.262,-95.0829,91.73,195.28,-0.65,False
ac4c8a,37.3953,-98.4934,281.71,120.87,0.0,False
ac03ff,34.057,-115.2374,275.23,56.28,5.85,False
ad7f96,34.0702,-117.4858,162.32,286.19,0.33,False
4afb3d,59.6377,17.9141,2.83,343.12,,True
845ce4,34.4592,135.2517,66.2,230.99,-3.58,False
ac536c,45.5056,-118.6799,221.64,316.79,0.0,False
7c52fd,-33.9071,151.1659,59.63,169.56,-2.93,False
7c52fa,-34.9196,150.0528,185.55,3.5,0.33,False
7c52fb,-29.7235,153.0905,150.37,177.45,0.0,False
a3b09a,36.1199,-86.6835,7.72,196.88,,True
a98f6a,32.8462,-79.7227,289.02,32.28,0.33,False
add66c,37.0949,-82.8305,263.01,52.39,0.0,False
a158c9,34.1903,-99.2878,279.81,120.01,0.0,False
3807ba,53.7701,-2.8287,246.4,153.33,0.0,False
ac537f,40.833,-75.0135,173.3,238.1,0.0,False
851c42,42.123,140.9416,200.71,204.86,6.5,False
adb014,27.1859,-78.7055,269.54,33.08,6.5,False
c1e7f6,43.6779,-79.5991,7.2,225.0,,True
50840a,29.4449,31.9386,255.38,143.68,0.0,False
4afb24,59.6488,17.9232,1.29,25.31,,True
4afb21,59.6482,17.9228,4.12,11.25,,True
a55e14,33.3559,-117.2505,3.34,286.88,,True
76cda3,43.485,28.8922,230.17,310.74,0.0,False
76cda4,-1.3579,105.3555,245.61,156.55,0.0,False
76cda2,44.9918,26.0649,232.22,305.17,0.0,False
76cda6,40.0725,42.8839,228.57,265.61,0.0,False
a7a690,40.5947,-104.5589,34.42,260.54,0.0,False
ad6040,33.6454,-84.4152,12.86,90.0,,True
ac538f,39.863,-104.6851,7.46,180.0,,True
7061f6,29.224,47.99,10.8,151.88,,True
4afb1d,59.6482,17.9189,6.17,247.5,,True
a9e642,39.5612,-79.8065,171.97,6.7,-6.18,False
acf0da,32.7468,-97.0267,94.67,359.07,0.0,False
406f3b,46.8236,20.475,229.24,294.95,0.0,False
acf0db,40.7748,-73.8746,0.0,106.88,,True
c818db,-39.7842,175.9006,141.96,201.92,0.33,False
7c671d,-33.8524,150.7246,57.49,226.45,2.28,False
76cdb1,43.2628,29.0909,227.9,306.74,0.0,False
394a00,49.4922,-1.5649,251.44,98.0,-0.65,False
76cdb4,43.2603,29.2676,233.85,310.63,-0.33,False
76cdb9,45.4485,23.2615,227.58,292.74,0.0,False
76cdb6,33.9746,-118.2576,96.42,232.15,-3.58,False
76cdb7,40.1331,45.2099,266.49,89.67,0.0,False
a1f884,30.4167,-86.4055,82.25,299.61,-3.25,False
a05b78,37.43,-78.5788,181.93,219.72,0.0,False
394a06,53.2358,-2.0374,261.19,157.78,0.0,False
347518,40.0675,-4.4322,197.36,72.56,-9.75,False
76cdad,-25.876,29.4161,219.48,253.94,-12.68,False
a4e35f,51.6952,-2.9114,257.18,98.05,0.0,False
aa1f97,25.8046,-80.2604,63.38,266.74,-3.58,False
76cdaf,21.9741,114.0344,144.61,298.94,-3.9,False
7c6724,-34.3474,150.369,55.36,217.83,0.0,False
a4d040,61.1698,-149.99,54.53,89.46,-0.65,False
a6f9fa,40.5928,-77.4388,248.48,0.47,0.33,False
76cdc2,40.5843,39.1047,225.43,290.3,0.0,False
a4e368,32.3595,-85.0961,83.53,7.43,0.33,False
394a15,42.7655,17.3664,210.32,299.45,0.0,False
7c6725,-33.733,150.1897,61.07,263.71,-0.98,False
ac407d,38.6146,-106.0156,190.5,251.42,-5.2,False
a706ea,63.563,-151.3481,227.66,167.47,0.0,False
86da5c,35.4003,139.7286,146.2,281.98,17.23,False
a18247,43.8824,-102.722,213.22,294.22,0.33,False
ac181d,38.3089,-75.4047,288.17,16.17,0.0,False
a3b05d,44.4561,-122.7225,217.13,4.08,-11.38,False
a1820b,34.2278,-118.5207,152.28,329.1,5.53,False
a6235b,21.0486,-157.4359,183.84,115.7,7.8,False
a2fe21,32.6373,-95.4683,265.39,94.89,6.18,False
a85c3e,42.0143,-72.5888,84.41,224.01,-4.55,False
8881ee,21.4102,120.4179,215.8,231.0,0.0,False
a07579,33.6496,-84.4222,44.24,270.0,,True
a33843,42.3674,-71.0149,0.06,334.69,,True
750484,3.355,102.2907,224.83,269.34,0.0,False
750485,18.1444,120.525,232.02,6.62,0.0,False
aa6e58,34.88,-111.3499,175.27,261.56,0.0,False
750480,1.9538,101.5462,195.95,183.91,7.48,False
781540,34.7846,139.5718,182.38,60.98,-6.18,False
c0171a,43.6818,-79.6255,3.34,227.81,,True
39644a,38.8043,2.0589,229.29,353.69,0.0,False
a44560,42.0439,-87.9061,138.06,62.48,17.23,False
c01732,-28.3227,155.8058,269.35,40.35,0.0,False
5082ef,30.1072,31.3903,229.28,170.83,0.0,False
750475,22.5356,113.8498,92.95,333.72,-5.85,False
780e69,33.403,132.7049,311.64,74.59,-0.33,False
c01734,43.6669,-79.6246,0.0,137.81,,True
750478,-7.198,113.695,242.75,131.39,-12.35,False
ad36a8,36.2938,-121.2334,186.35,322.4,-11.38,False
8940a2,46.4577,21.3385,198.17,306.66,0.0,False
a3c2be,27.5909,-80.9671,238.44,339.81,6.18,False
4074bf,51.2705,0.9565,62.76,89.53,0.0,False
a5521c,32.0457,-114.5248,212.63,302.65,0.0,False
48c5eb,49.1321,11.0607,161.54,122.78,0.0,False
a37eff,38.9936,-109.7107,270.39,126.96,2.93,False
a18284,38.0502,-103.749,287.35,76.01,-0.98,False
899014,61.2266,-150.0736,94.43,281.31,10.4,False
48c5f9,50.5656,12.5238,143.98,81.78,0.0,False
8940a4,23.8222,90.4154,98.59,141.99,9.43,False
a4453e,36.0839,-115.162,65.82,24.96,-0.65,False
a7db08,42.4734,-80.1016,210.97,274.2,0.0,False
780237,24.3918,120.5772,214.1,227.53,0.0,False
ac4c21,37.1829,-100.5935,288.6,71.5,0.33,False
a385da,28.854,-83.3374,208.66,183.11,-7.48,False
a43e60,38.4427,-109.3835,200.68,268.82,0.0,False
394a0b,43.5316,-63.6404,291.89,83.73,-0.33,False
780231,40.1403,-106.1752,194.29,316.07,0.0,False
ac0fdc,37.555,-121.5888,153.87,261.73,-2.28,False
aac3a8,33.2682,-111.8155,5.92,50.62,,True
75044d,47.9337,16.8389,228.02,295.81,0.0,False
78022e,46.0708,21.7145,225.82,294.64,0.0,False
040204,41.8892,12.2434,74.36,162.69,-3.9,False
ac16bb,32.8343,-96.8302,76.76,315.81,-3.9,False
48c5e8,48.9612,7.4071,157.58,177.38,0.0,False
ab5993,27.1782,-82.5836,195.09,145.09,-6.18,False
a4f5f0,57.5275,-172.2079,245.77,259.02,0.0,False
a622bc,34.8257,-89.6327,278.23,132.3,0.0,False
781579,53.4241,14.2217,247.56,213.13,-0.33,False
a74ecc,43.6636,-59.9982,303.92,72.36,0.0,False
396441,39.4158,2.1302,220.6,351.42,0.0,False
396446,31.8556,35.3763,195.52,283.85,0.0,False
750470,3.5352,101.1314,236.35,312.27,0.0,False
0d06c1,17.4782,-97.4732,218.99,134.62,-9.75,False
a8a083,29.3914,-92.6733,204.3,275.93,0.33,False
396448,42.1433,1.5283,220.36,357.73,0.0,False
c0172e,52.8259,12.6432,216.19,299.98,4.55,False
75045a,3.024,102.6732,198.33,64.17,2.6,False
78023e,36.46,-122.1526,271.81,114.96,0.0,False
4afb9f,59.6384,17.9167,4.89,36.56,,True
780e95,14.0592,100.62,127.15,194.77,-4.88,False
78156d,24.4474,117.7102,172.93,227.29,-0.33,False
a69894,40.6324,-72.5507,268.25,48.58,-9.43,False
a2fe3c,33.6454,-84.4179,13.89,87.19,,True
ad2fd0,33.6073,-96.1305,208.87,221.31,0.0,False
750467,1.4034,104.0162,148.79,315.7,14.31,False
a9704d,40.2581,-73.7599,143.69,17.07,-8.78,False
ac4c44,33.9398,-95.6454,195.52,220.73,-12.03,False
a55e22,32.7091,-111.458,55.36,326.75,0.65,False
ac16da,33.7004,-114.1171,197.25,286.83,0.0,False
ad6c38,25.7029,-79.2275,182.0,292.43,-12.35,False
a492ea,35.0791,-106.9255,52.39,277.33,0.33,False
7caefb,-34.8687,138.8769,51.97,158.51,-0.33,False
abefdd,35.6936,-114.826,182.17,228.21,0.0,False
7c52f9,-34.2553,147.82,148.21,190.8,-5.2,False
851c64,35.54,139.8024,0.0,149.06,,True
750451,3.5413,103.6363,240.23,54.68,3.9,False
3c70b0,50.6059,11.5583,225.8,222.23,6.18,False
a97075,39.425,-74.0034,166.06,220.35,0.0,False
75043a,2.8668,101.7753,132.74,322.24,-5.53,False
ab2c72,41.7408,-100.2688,191.82,240.96,0.0,False
a9d376,21.3441,-157.6715,77.46,274.95,-2.28,False
a515ad,35.3251,-81.0377,133.72,302.59,17.23,False
abdcbe,42.8802,-89.8944,185.24,261.37,0.0,False
aca309,42.8087,-85.2628,100.86,65.92,-10.4,False
a70812,32.8397,-85.284,178.2,247.06,0.33,False
a6981a,30.0987,-82.2172,246.82,169.67,0.0,False
acb636,32.427,-110.4997,212.12,283.46,0.0,False
a768c2,38.5068,-108.0334,200.17,244.09,0.0,False
3c70c1,42.364,20.8483,215.79,319.93,0.33,False
a44585,41.9723,-87.8943,7.72,2.81,,True
a515bc,31.0685,-81.9465,140.74,340.57,0.0,False
ac5349,40.403,-113.2516,183.97,266.63,0.0,False
a3c2a9,10.7069,-59.6773,230.85,161.28,-0.33,False
abe3c8,38.1304,-98.7912,177.11,291.65,0.33,False
ac03e2,33.4326,-111.9981,6.17,0.0,,True
851c86,38.2262,138.8492,253.08,32.04,0.0,False
a14700,42.2002,-92.5812,189.46,261.25,0.0,False
aab0ba,41.1077,-88.6835,146.55,26.48,-2.93,False
06e028,38.9584,6.0931,227.76,350.77,0.0,False
06e029,24.7858,56.1529,171.83,359.66,-8.13,False
ad1cde,43.3946,-88.6197,276.01,104.68,0.0,False
75041e,2.8357,101.6358,90.89,146.31,-4.23,False
a55218,33.8245,-107.9155,274.34,100.7,0.33,False
4074e4,14.3366,77.2643,260.12,303.22,-0.33,False
742ac2,28.9993,33.009,190.73,308.54,0.0,False
4074e2,45.458,-73.7591,3.6,329.06,,True
4074e3,46.1546,-60.2103,297.51,64.28,0.0,False
750421,1.9329,103.7922,163.49,9.97,14.96,False
ad6c3b,27.009,-79.9487,136.24,207.92,-7.8,False
750422,14.3337,80.172,233.07,117.19,0.0,False
750423,12.1324,100.2534,243.81,330.14,-0.33,False
a8abe6,37.616,-110.0799,186.85,323.51,-0.33,False
aab396,32.9894,-97.1864,126.05,282.73,16.91,False
3474ce,51.4087,12.2367,0.0,357.19,,True
780f09,42.5053,141.7434,106.44,345.16,-5.85,False
8403e8,34.5993,135.2952,52.99,359.44,-5.2,False
a00d5b,40.7475,-74.0237,151.27,167.43,-9.1,False
846682,41.9095,140.5839,139.02,87.67,-7.15,False
a742ec,41.0809,-91.7687,276.04,82.5,-4.55,False
a06ded,40.2845,-122.3003,71.88,336.37,-0.33,False
502d35,22.6416,88.4404,0.0,275.62,,True
a80287,37.7622,-79.5642,180.39,237.58,0.33,False
89916c,41.7215,32.3018,228.52,262.11,0.0,False
781602,35.6979,140.4236,74.02,329.51,-3.9,False
71c015,38.483,138.7533,257.83,33.28,-0.33,False
c079a1,22.2345,-69.2704,236.02,3.37,0.0,False
a9e5ac,36.2164,-115.1693,48.91,337.75,-0.98,False
06a377,22.6674,88.4979,291.54,98.83,0.0,False
a06dc9,63.7598,-149.283,133.65,194.95,0.33,False
06a373,22.5704,89.158,290.08,96.72,0.0,False
4ba9e2,31.6901,74.2434,212.11,321.8,0.0,False
4ba9e1,36.5326,15.8733,241.41,47.5,-0.65,False
502d23,58.4386,23.8282,196.18,175.19,-7.15,False
717c74,26.4605,49.7721,171.85,246.35,0.0,False
04004a,43.5716,8.3599,232.3,298.72,-0.33,False
71c001,35.6753,139.9262,151.25,306.29,6.5,False
71c007,37.3996,125.3959,168.79,268.6,8.45,False
abc07b,31.1269,-84.9307,233.03,145.43,0.0,False
a6bb2f,30.7171,-97.8091,37.93,110.65,-4.88,False
89914d,24.4206,118.3429,53.61,63.19,-3.58,False
89914f,23.4024,119.5687,79.74,13.05,-0.65,False
7c4dc5,-35.248,148.7134,86.26,275.13,0.0,False
06a37c,12.8195,81.958,253.28,275.59,0.0,False
c004e9,42.5955,-116.5864,212.47,331.51,0.33,False
a5c899,32.7331,-117.1876,72.78,286.0,-0.98,False
aa635d,34.0252,-112.3318,121.14,315.52,0.0,False
a55e9f,42.4942,-76.8078,292.28,86.37,-13.0,False
ad0074,48.813,-111.9307,202.73,265.78,-0.65,False
a2b759,37.3653,-121.9257,1.8,47.81,,True
ab4840,38.0113,-75.284,304.17,53.94,0.0,False
04002f,53.3795,19.8048,219.54,348.37,0.0,False
780f3f,55.2886,87.4685,247.03,122.5,0.0,False
780f3d,52.9221,13.3003,248.82,224.83,0.0,False
502d3e,25.4641,55.0278,122.77,128.02,-8.78,False
7c67d4,-34.5103,138.3701,44.76,0.66,3.58,False
780f57,23.3054,114.0315,261.26,20.4,0.0,False
abc09e,38.3557,-106.1101,268.38,75.91,0.0,False
a6c248,36.0435,-86.6953,75.5,17.45,-4.55,False
3c3fa4,51.295,6.7855,6.94,312.19,,True
aa7685,34.8644,-116.355,187.34,224.89,0.33,False
a6c247,31.8114,-89.3528,211.64,219.38,0.0,False
a29aa5,38.8108,-118.2987,212.74,2.91,0.0,False
899147,24.5204,120.9105,111.32,220.31,0.0,False
780f64,35.7855,140.3901,5.92,135.0,,True
851ca8,35.6045,139.9184,83.34,269.65,-5.2,False
0d0771,20.3658,-99.1747,228.74,317.92,6.5,False
899146,23.5609,119.8127,139.42,119.88,-0.33,False
a1ddbb,30.4572,-96.3181,194.82,281.58,0.0,False
a23a09,33.2937,-111.6051,45.54,311.79,0.0,False
a6e89f,33.1596,-97.0992,133.65,346.87,12.35,False
a23a02,47.0795,-122.9169,203.38,186.24,10.08,False
502d68,13.1651,79.3638,200.7,286.53,5.85,False
781652,35.6123,140.4853,86.02,329.45,-4.23,False
89913d,24.1042,120.3084,130.16,230.77,0.0,False
502d5e,58.2484,24.3095,209.02,188.35,0.0,False
75049d,5.9155,115.3145,197.08,70.0,-11.38,False
76e999,1.3529,103.8572,14.4,165.94,,True
a12d67,33.6359,-115.7417,189.22,228.86,-5.2,False
502d5f,60.3251,25.1414,131.86,196.31,12.68,False
a8021b,36.2926,-78.0727,283.26,27.59,-7.8,False
8990a5,41.468,-104.8471,190.42,301.97,0.0,False
7503fb,3.2761,101.6576,181.53,152.85,-8.78,False
8990a8,22.3776,114.0383,143.84,55.34,11.7,False
a5fd2d,31.9034,-97.5521,221.27,17.59,5.2,False
8990a1,32.387,131.7283,168.83,235.05,0.33,False
8990a4,38.7298,-101.215,190.79,283.25,0.0,False
8990a0,43.6718,-79.6232,0.0,227.81,,True
c0540c,36.4169,-116.1608,207.03,131.37,-7.48,False
aba9e7,39.1359,-76.4116,70.35,304.27,-5.53,False
ac5fd6,41.9352,-69.0027,312.55,49.94,0.0,False
a3b11e,36.6681,-76.3243,165.45,197.93,0.0,False
a0fa70,38.7599,-85.4924,221.24,5.6,0.33,False
ac9c12,27.4946,-82.5618,5.75,333.43,-0.65,False
0d0710,34.7923,-93.0901,225.69,22.94,0.0,False
a29aff,30.0705,-97.6997,70.64,34.62,-0.98,False
a684b5,35.7606,-115.4003,129.6,42.75,-1.95,False
8990a9,40.8393,139.998,227.1,198.35,0.0,False
a85d15,34.1962,-119.1798,55.23,115.37,-0.33,False
ac66d5,35.192,-89.7592,139.33,225.75,-6.5,False
c05403,50.4982,-119.8773,217.25,231.83,0.0,False
01023b,37.7562,22.1695,215.04,316.26,0.33,False
a36130,37.0988,-80.1178,168.89,226.97,-0.33,False
86803d,35.1927,135.958,153.57,258.01,0.33,False
86803a,34.8891,140.0843,131.45,18.72,-3.58,False
8990b5,25.2591,118.2334,157.83,212.76,-1.95,False
a54ad0,37.9567,-88.8555,163.55,42.07,0.33,False
a23a80,32.8237,-117.1627,41.49,287.31,4.23,False
86803e,34.7968,139.9336,142.13,23.69,-6.18,False
abdf3f,43.7318,-81.2562,188.81,269.53,6.18,False
a24d9f,32.269,-99.814,62.35,81.94,0.0,False
71c067,36.0332,126.9643,182.34,5.18,0.0,False
7801b4,26.2613,120.7776,269.54,28.37,0.0,False
010244,29.3854,33.451,196.85,287.96,0.0,False
7801b5,24.5979,120.6079,166.73,49.38,-5.53,False
34628d,35.8656,-8.478,261.34,36.76,0.0,False
010245,27.991,46.0529,305.19,104.25,0.0,False
ac79ef,37.3318,-121.8195,27.27,324.21,-0.33,False
71c063,23.9417,120.0256,204.83,225.92,0.0,False
a98408,22.8923,-72.5094,237.74,304.69,0.33,False
a2a43a,29.1535,-82.7991,221.26,168.19,1.3,False
7814dd,22.9371,113.9459,167.12,7.61,-10.08,False
ac53b2,38.1837,-87.812,273.9,92.26,5.53,False
881055,9.8627,100.5967,220.24,181.34,0.0,False
881054,18.7691,98.9673,0.0,90.0,,True
780dff,22.5578,114.008,65.59,73.13,1.3,False
71c095,34.3702,126.6223,164.02,184.14,-3.9,False
a2679a,33.314,-111.6618,74.57,135.28,0.0,False
a79de9,41.1066,-83.3953,217.16,228.27,-0.33,False
01025e,34.7817,27.6423,274.54,138.87,-0.33,False
71c090,36.0729,126.8038,197.25,184.94,0.0,False
aa6ed1,43.4635,-80.3637,168.01,60.06,-5.53,False
a73d45,46.4554,-124.8109,241.82,75.46,-5.2,False
a23a4e,32.8135,-97.3807,32.51,94.54,-3.25,False
010263,38.9431,22.61,256.46,141.11,0.0,False
3951c2,49.323,-79.2633,229.14,231.38,0.0,False
010265,36.6771,24.8431,250.24,142.52,0.33,False
a1e4e9,33.4379,-112.0093,0.0,101.25,,True
010268,29.5988,32.1152,177.01,285.85,-10.08,False
868078,14.787,103.7217,261.48,70.46,0.0,False
7c6868,-37.1703,144.9355,83.91,214.76,0.98,False
a80dac,27.1246,-79.9514,229.55,161.85,-13.33,False
ac53d5,30.2543,-98.0011,140.64,281.39,13.66,False
7801ca,22.3049,113.9161,3.6,70.31,,True
abd336,25.9189,52.9966,211.6,294.26,0.0,False
7503c2,24.1465,120.5112,199.61,10.09,-8.78,False
71c034,37.072,127.424,148.35,283.84,-8.45,False
a8028a,33.5593,-81.4248,199.85,200.02,0.0,False
aa88d2,39.4015,-79.5105,264.04,126.04,-5.53,False
a61d00,42.2761,-78.4063,206.12,288.48,-0.33,False
7503ac,2.7183,101.4666,208.27,299.6,9.75,False
aca3a3,38.285,-113.3857,197.23,272.54,0.0,False
a2a48f,32.5153,-84.12,77.69,90.76,5.2,False
717c98,25.6475,53.2615,175.93,284.56,0.0,False
ad398c,36.248,-112.8246,260.07,151.91,0.0,False
a577d4,28.715,-82.5118,215.0,315.68,5.85,False
71c026,22.6556,120.1321,262.93,8.1,5.53,False
a35a98,42.4021,-78.9512,202.02,276.73,0.33,False
010204,30.8374,30.613,207.76,313.7,10.08,False
abc012,41.7316,-87.8526,121.61,216.92,13.0,False
a7e279,39.2017,-81.4633,212.21,195.75,5.53,False
ac53f8,38.8373,-97.5671,271.84,83.48,0.0,False
01022d,47.3089,15.1179,257.22,143.13,0.0,False
a4dd35,36.2923,-120.8619,248.03,130.79,0.0,False
aca3d1,33.509,-89.1714,166.8,303.94,0.0,False
ac9c6d,36.1169,-115.1942,27.35,196.39,-1.63,False
7c4e8c,-31.4219,152.8711,34.78,209.22,-1.3,False
71c056,35.7242,140.851,119.36,179.51,-1.63,False
868043,35.5485,139.7799,5.66,149.06,,True
040087,26.3382,83.3078,287.35,63.3,-6.83,False
a564ab,33.4368,-111.999,0.0,270.0,,True
a37487,33.2544,-96.2113,43.47,320.28,0.0,False
a4945f,42.4613,-90.2353,188.35,260.41,0.0,False
